frame,time_s,x_px,y_px,area_px2,x_mm,y_mm,radius_px,radius_mm,theta_rad,theta_unwrapped_rad,theta_unwrapped_deg,rev_float,rev_index
30,1.0027442680776015,1099.9398613103776,390.5602582496413,1394.0,18.810083082764404,8.03155676569601,128.1399784163818,20.452998060457958,0.40354776533148856,0.40354776533148856,23.121583785430055,0.20535086918971232,1
31,1.0361690770135215,1101.5428605972675,394.52133962036027,1378.5,19.065945005880522,7.399310759462303,128.1300118646502,20.45140725432739,0.3701975326459445,0.3701975326459445,21.210756206769133,0.21065872357488158,1
32,1.0695938859494416,1103.3622294764841,398.85080401402485,1378.5,19.356342652405477,6.708265482720451,128.3456118447881,20.485820136474647,0.33361300973488134,0.33361300973488134,19.114617448465548,0.21648133123683597,1
33,1.1030186948853615,1104.7522835221046,403.2507611740348,1368.5,19.5782154281806,6.0059685386133,128.30116011132,20.478724995444946,0.2976542770127146,0.2976542770127146,17.054333826846424,0.22220434129688907,1
34,1.1364435038212817,1106.0262762762763,408.1631631631631,1332.0,19.781563139426833,5.221877971426292,128.1787400162935,20.45918497368841,0.2580896279901056,0.2580896279901056,14.78744641993453,0.22850125076053326,1
35,1.1698683127572016,1106.6750192752506,412.8409149318941,1297.0,19.885111926181274,4.475240980882467,127.6981710192011,20.382479195469,0.2213666534976268,0.2213666534976268,12.683374970348918,0.23434589367604883,1
36,1.2032931216931217,1107.6207032793363,417.064006321612,1265.5,20.036056801780678,3.801174377543669,127.76685744327281,20.393442544422857,0.18748849347840202,0.18748849347840202,10.742299383578494,0.23973777030596669,1
37,1.236717930629042,1108.1749836280287,421.91512770137524,1272.5,20.124527980228336,3.0268650839293416,127.50023320841433,20.350885451579344,0.14928773478999996,0.14928773478999996,8.553557136535346,0.24581760988108653,1
38,1.2701427395649618,1109.042928273449,425.98869600322973,1238.5,20.26306452728223,2.376664532886315,127.82027331434782,20.401968491757923,0.1167570176269666,0.1167570176269666,6.689684338559744,0.25099503431990766,1
39,1.303567548500882,1109.196175539964,430.3725409272252,1211.5,20.287525012476156,1.6769393352085464,127.53674835502126,20.356713798297978,0.08247115962011352,0.08247115962011352,4.725249377782243,0.25645179809984514,1
40,1.336992357436802,1108.6815360744763,436.3365658132919,1289.0,20.2053810936185,0.7249945094425209,126.67009755469984,20.21838376767732,0.03586587212851342,0.03586587212851342,2.0549631015197094,0.2638692599783522,1
41,1.370417166372722,1108.9800353803384,442.15579984836995,1319.0,20.253025909852262,-0.20383959763101903,126.89356036113738,20.254051670880802,-0.010064309213141734,-0.010064309213141734,-0.5766424416276519,0.27117927537598374,1
42,1.403841975308642,1108.9473067915692,446.9761904761905,1281.0,20.24780195265411,-0.9732438177651687,127.00086306811521,20.27117873836452,-0.04802967399732567,-0.04802967399732567,-2.7518976114359948,0.2772216508476736,1
43,1.4372667842445621,1109.1352127381883,451.34494909945187,1277.0,20.27779446560164,-1.6705610231561663,127.4727056324562,20.346491651419246,-0.0821981369593924,-0.0821981369593924,-4.70960633161149,0.28265973062593885,1
44,1.470691593180482,1108.1909792767167,455.81457402140046,1230.5,20.127081117630375,-2.383977951966122,126.97954477481586,20.267776029725947,-0.1178969848574794,-0.1178969848574794,-6.754999649651345,0.2883413787316051,1
45,1.5041164021164022,1107.8040248514314,460.97001620745544,1234.0,20.065317582099507,-3.2068612576707016,127.3065061142029,20.31996379909327,-0.15848082915247005,-0.15848082915247005,-9.080282644170394,0.2948004981608247,1
46,1.5375412110523223,1107.0038663352664,465.05343827671913,1207.0,19.937600683896168,-3.858634612831531,127.22879342881149,20.307559727988945,-0.1911720907728965,-0.1911720907728965,-10.953353961978838,0.30000347404362593,1
47,1.5709660199882423,1105.9563837129053,470.4640441683919,1207.5,19.770407273156724,-4.722245744782045,127.34776523905498,20.326549353508096,-0.23446134759423884,-0.23446134759423884,-13.433645676099664,0.3068931732495171,1
48,1.6043908289241624,1105.0584,475.34306666666663,1250.0,19.627076055488672,-5.5010084613628205,127.70397268435421,20.383405225327834,-0.27326509623687073,-0.27326509623687073,-15.656936702608967,0.3130689816564874,1
49,1.6378156378600823,1103.0823909531503,479.9717285945073,1238.0,19.311676367568197,-6.239810001698787,127.14841507544544,20.29473017763459,-0.3125221783202271,-0.3125221783202271,-17.906201821983927,0.31931694032141783,1
50,1.6712404467960025,1102.0953757225434,485.0366088631984,1211.0,19.154134429082404,-7.048238312614968,127.86912250816953,20.409765531205238,-0.35259738920580125,-0.35259738920580125,-20.20234226882406,0.3256951082293071,1
51,1.7046652557319224,1100.399764613574,488.636589512227,1274.5,18.883490316670034,-7.62284740918443,127.58262986804225,20.36403715287027,-0.38367294002173635,-0.38367294002173635,-21.982840176621465,0.3306409357509666,1
52,1.7380900646678425,1098.4355537503384,493.4428648795017,1231.0,18.56997378987973,-8.389998629121967,127.66597624978758,20.37734044357822,-0.4243535765675305,-0.4243535765675305,-24.313668958601124,0.33711546014535454,1
53,1.7715148736037625,1096.7864879501758,497.77349038721906,1231.0,18.30675898346939,-9.081229236498041,128.0298131526962,20.435414087428324,-0.46048969611957813,-0.46048969611957813,-26.38411609691363,0.34286670219622256,1
54,1.8049396825396826,1094.5046891747052,502.0608252947481,1244.0,17.942550822161554,-9.76555003654755,127.98304323673345,20.42794893086832,-0.49843152703427296,-0.49843152703427296,-28.558022875324635,0.3489053321362532,1
55,1.8383644914756028,1092.2606326422115,506.311004784689,1254.0,17.58436686994088,-10.443940293348511,128.1339618177014,20.45203772409251,-0.5359467184088779,-0.5359467184088779,-30.707485008715086,0.3548760602845599,1
56,1.8717893004115227,1090.4230977525046,509.8023287300297,1231.0,17.291069664808898,-11.001206204931933,128.39740852869096,20.494087638065455,-0.566638579522183,-0.566638579522183,-32.46599911590916,0.35976082169343243,1
57,1.9052141093474428,1088.6031942723391,513.642158887512,1210.5,17.000586688222977,-11.614098759886758,128.99209169680822,20.589007692168835,-0.5993334318771674,-0.5993334318771674,-34.339276167653125,0.3649643690593878,1
58,1.9386389182833628,1085.6555692560626,518.4345800794629,1216.5,16.530103007127284,-12.379038652613774,129.38368038144287,20.65151092266966,-0.6427829587501375,-0.6427829587501375,-36.82875067931457,0.3718795760362252,1
59,1.972063727219283,1082.797208538588,523.0236726874657,1218.0,16.07386720208735,-13.111524355910447,129.95826184764607,20.74322245375516,-0.6842437157070165,-0.6842437157070165,-39.2042770683614,0.37847826045024413,1
60,2.005488536155203,1079.7558386411888,527.6986386911452,1334.5,15.588420479047421,-13.857716697969872,130.67420034826048,20.857496616631106,-0.7266904636662233,-0.7266904636662233,-41.63629658047949,0.38523387020612776,1
61,2.0389133450911228,1076.4653899111277,531.4697709350356,1331.5,15.063217163691055,-14.459644070076875,130.81629906854496,20.880177632238336,-0.7649567495879968,-0.7649567495879968,-43.82879326143799,0.3913241387643458,1
62,2.072338154027043,1073.6459336048376,534.7424410712082,1350.5,14.61319106663091,-14.982009664131782,131.11962023029528,20.928592086569022,-0.7978596266467111,-0.7978596266467111,-45.71398925074014,0.39656079429018515,1
63,2.105762962962963,1069.9993852207056,538.363211607033,1355.5,14.031149084497372,-15.55993712800219,131.2660463850063,20.951963823440813,-0.837016073577149,-0.837016073577149,-47.95748840058222,0.40279273637307983,1
64,2.139187771898883,1066.7695893172083,541.7004283194759,1323.0,13.515626839478337,-16.092605291291004,131.66304432846624,21.01533045006227,-0.872215261321484,-0.872215261321484,-49.97425330062123,0.40839486109541034,1
65,2.1726125808348034,1062.7101225016117,545.4457769181173,1292.5,12.867677090055905,-16.690417219858944,132.0356186338096,21.07479870999753,-0.9140139728254217,-0.9140139728254217,-52.36914305888178,0.4150473326461341,1
66,2.206037389770723,1059.4639570552147,547.9947597137015,1304.0,12.349542028698684,-17.097271823851592,132.1367664497211,21.090943367646332,-0.9452531548010915,-0.9452531548010915,-54.15901634152881,0.42001920287570915,1
67,2.239462198706643,1055.5150462962963,551.440329218107,1296.0,11.719238628532405,-17.64723466340963,132.72030586351718,21.18408471702123,-0.9845841522939949,-0.9845841522939949,-56.412516501911796,0.4262789255434397,1
68,2.2728870076425634,1051.019233268356,554.6868096166342,1282.5,11.001641698385816,-18.165419995692332,133.0530692900719,21.23719858360703,-1.0262426327414158,-1.0262426327414158,-58.79937161247728,0.4329090786283438,1
69,2.3063118165784835,1047.1040921732222,557.4027281154813,1258.5,10.376728426081463,-18.598919957810175,133.4327475741338,21.297800741524384,-1.061892064507831,-1.061892064507831,-60.841933594732474,0.43858286191238605,1
70,2.339736625514403,1042.4515488482923,559.992983849616,1259.0,9.634115068587548,-19.012362321084176,133.53416371666705,21.313988227991658,-1.1017800315364288,-1.1017800315364288,-63.12734575882811,0.4449312290348739,1
71,2.3731614344503233,1038.4798102981028,562.690379403794,1230.0,9.000168022024866,-19.442905752725938,134.2295144106779,21.424976278494743,-1.1372647052449687,-1.1372647052449687,-65.16046779972629,0.4505787902595911,1
72,2.4065862433862435,1034.1704427083332,564.5361979166667,1280.0,8.312330486506045,-19.73752514419381,134.1761558983423,21.41645948644595,-1.1721966960934127,-1.1721966960934127,-67.16192344533174,0.4561383892751618,1
73,2.4400110523221636,1030.3377903835765,566.648568341437,1234.0,7.7005836177034075,-20.074690084712273,134.70568919390297,21.500980676482815,-1.204510260936319,-1.204510260936319,-69.01335433185258,0.46128125284883076,1
74,2.473435861258084,1026.3832116788321,568.6754528250877,1233.0,7.06937553122129,-20.398210229831804,135.25396526816402,21.58849348569383,-1.2371818574441298,-1.2371818574441298,-70.8852989217045,0.46648109893175277,1
75,2.5068606701940035,1022.2058054753061,570.745494565965,1211.5,6.402600945846921,-20.72861889880827,135.92064892269684,21.69490586114149,-1.2712152008027486,-1.2712152008027486,-72.83526585887296,0.4718976737572207,1
76,2.5402854791299236,1018.4921286789869,571.6132785763176,1217.5,5.8098442960411045,-20.86712980617681,135.70713738847815,21.660826325236854,-1.2992525562596415,-1.2992525562596415,-74.441687995261,0.4763599574694098,1
77,2.573710288065844,1013.3283082077052,573.0475991066443,1194.0,4.985623694563494,-21.096068154593883,135.8096528748012,21.677189282908966,-1.3387247986620148,-1.3387247986620148,-76.70328089283433,0.48264215996266896,1
78,2.607135097001764,1009.1137459807074,573.7024383708467,1244.0,4.31291846923279,-21.200589993649636,135.54432768956482,21.634839537216042,-1.3701011416359776,-1.3701011416359776,-78.50101292179735,0.4876358600431218,1
79,2.6405599059376836,1004.0366614664587,575.0146905876235,1282.0,3.502542183814,-21.410044469733233,135.91904120996736,21.694649246884612,-1.4086393270508313,-1.4086393270508313,-80.70908829616108,0.4937694027496878,1
80,2.673984714873604,998.8653820946388,576.6040110106173,1271.5,2.677131033686972,-21.663723047884016,136.75770276186523,21.82851178772733,-1.447842996776772,-1.447842996776772,-82.95529311288229,0.5000088605739132,1
81,2.707409523809524,993.7234848484848,577.6048850574712,1276.0,1.8564096967367731,-21.823477054338934,137.21994464788415,21.902292293351316,-1.485935818091041,-1.485935818091041,-85.13785100393588,0.5060715213823955,1
82,2.740834332745444,988.7343605952851,578.3382062425918,1265.5,1.060073144045186,-21.940525745639853,137.6198309038989,21.966119936525224,-1.5225181119928484,-1.5225181119928484,-87.23386204941662,0.5118937742865086,1
83,2.7742591416813642,984.0276516714816,578.6976200302655,1211.5,0.30881417179155896,-21.997893396181396,137.83247433398375,22.000060910426143,-1.5567588968429817,-1.5567588968429817,-89.19571450854475,0.5173433644507536,1
84,2.807683950617284,979.8379689060047,579.5043503066609,1168.5,-0.3599199308300731,-22.126659242581113,138.64396347325714,22.12958634032523,-1.5870612399793647,-1.5870612399793647,-90.93191087961671,0.5221661321481755,1
85,2.841108759553204,974.5139256458726,579.794706994329,1322.5,-1.2097144119828325,-22.17300437891647,139.12257481529033,22.205979648419206,-1.6253002750378023,-1.6253002750378023,-93.12284620111798,0.5282520635967902,1
86,2.8745335684891242,969.9740672782873,579.2335168195718,1362.5,-1.9343416168139054,-22.083430292064676,138.8845364237259,22.16798527054315,-1.6581657799651754,-1.6581657799651754,-95.00590092502287,0.5334827711631926,1
87,2.9079583774250444,965.0177580466149,578.805154766309,1351.5,-2.7254404163862533,-22.015057498867463,138.97935259511505,22.18311930594325,-1.6939685485263258,-1.6939685485263258,-97.05724845846046,0.5391809587560749,1
88,2.941383186360964,960.6069518716578,579.1936592818946,1309.0,-3.4294690205452816,-22.077068451280233,139.9738081654913,22.341848830510713,-1.7249053940158525,-1.7249053940158525,-98.82979913645867,0.5441047106394034,1
89,2.9748079952968842,956.0105396825396,578.4966349206348,1312.5,-4.163123035091926,-21.965813259222895,140.0677644036315,22.356845608098773,-1.7581020808555523,-1.7581020808555523,-100.73182918619095,0.5493881274442152,1
90,3.0082328042328044,950.6179450072359,577.7083936324168,1382.0,-5.02385931582102,-21.83999852335093,140.40310182154192,22.410370321017286,-1.7968934010903166,-1.7968934010903166,-102.95440811738338,0.5555619578086385,1
91,3.0416576131687245,946.9495361781076,576.6912801484231,1347.5,-5.609390541862936,-21.67765246732311,140.28580170411155,22.39164752190381,-1.824006061577262,-1.824006061577262,-104.50784913465645,0.5598770717455082,1
92,3.0750824221046447,941.6443853652361,575.5009494872769,1316.5,-6.456169514569753,-21.48765843888168,140.56751289713324,22.436612711969314,-1.8626745594423837,-1.8626745594423837,-106.72339086243856,0.5660313543226808,1
93,3.1085072310405644,937.5656680571356,574.2554670711667,1318.5,-7.107191921649162,-21.288861390873276,140.61304969061587,22.44388104430626,-1.8930078172380287,-1.8930078172380287,-108.46135851301133,0.5708590422409384,1
94,3.1419320399764845,933.0980694980695,572.6755469755469,1295.0,-7.8202854135690885,-21.036683241237675,140.60901730236694,22.443237416688607,-1.9267103995243704,-1.9267103995243704,-110.39237423671108,0.5762229748067711,1
95,3.1753568489124047,928.8229702970297,571.5515511551155,1262.5,-8.502653217495267,-20.857277214957993,141.1136880945816,22.523790190786908,-1.9578876570604928,-1.9578876570604928,-112.17869951032334,0.581184989455694,1
96,3.208781657848325,924.1643174105977,569.9182980944922,1277.0,-9.246241749568545,-20.596586350998134,141.44586307934458,22.57681013353275,-1.992752658399474,-1.992752658399474,-114.17631693976492,0.5867339267596984,1
97,3.2422064667842445,921.2421183800623,569.1872897196262,1337.5,-9.712667074767236,-20.47990681774013,142.0067093153692,22.666329322777127,-2.013635393552448,-2.013635393552448,-115.3728095287198,0.5900575172845731,1
98,3.2756312757201647,917.3968313373252,566.9537175648702,1336.0,-10.326430627711224,-20.123396324186963,141.70562850625703,22.618272461203436,-2.0449128273174626,-2.0449128273174626,-117.16487447745513,0.5950354754755045,1
99,3.309056084656085,913.8452981503038,565.5247704048635,1288.5,-10.89330680705444,-19.895315643564825,142.10690308647332,22.68232170104493,-2.071742159437493,-2.071742159437493,-118.70208197508764,0.5993054963022615,1
100,3.342480893592005,910.0303514376997,563.2836794462194,1252.0,-11.502227603498625,-19.537605039919224,142.04219057384051,22.671992645962174,-2.1028822741146818,-2.1028822741146818,-120.48627911964395,0.6042615994815845,1
101,3.375905702527925,905.2543051661994,560.5236951007876,1248.5,-12.264553821552397,-19.09707152991206,142.1938418768719,22.69619839224916,-2.1416840521349547,-2.1416840521349547,-122.70945723780908,0.6104370942542655,1
102,3.409330511463845,901.3049382716049,557.8877914951988,1215.0,-12.894930027584687,-18.67634310464671,142.18936865139815,22.69548440062009,-2.175078620764827,-2.175078620764827,-124.62282507896074,0.6157520049241312,1
103,3.442755320399765,897.3119066992134,555.6977217249797,1229.0,-13.53227574915248,-18.32677622227214,142.7277793665008,22.7814225555021,-2.2068243852009415,-2.2068243852009415,-126.4417233985666,0.6208045002563697,1
104,3.476180129335685,894.1508972267536,553.263458401305,1226.0,-14.036818682656238,-17.93823250895903,142.70292335385324,22.7774551755731,-2.2347803235904315,-2.2347803235904315,-128.04348068061213,0.6252538260398295,1
105,3.5096049382716052,891.2036284863253,550.0709450311399,1231.0,-14.507245496962005,-17.428661096703934,142.0697039597772,22.67638418118915,-2.2649709221765972,-2.2649709221765972,-129.77327456057304,0.630058809039721,1
106,3.543029747207525,887.444631342865,547.1804037005887,1189.0,-15.107235931131077,-16.96728879932981,142.33180199625568,22.718218827159863,-2.2982677727653176,-2.2982677727653176,-131.68104357038442,0.6353581674003081,1
107,3.576454556143445,883.6680672268908,544.2001400560224,1190.0,-15.710030308762573,-16.491595520032554,142.69815252623602,22.776693682327917,-2.331928268315818,-2.331928268315818,-133.609647901747,0.640715401654093,1
108,3.6098793650793652,879.5163616195229,540.9432889628397,1202.0,-16.372702706436655,-15.971754874550204,143.29990726098646,22.872742460974727,-2.3685900388117895,-2.3685900388117895,-135.7102126206434,0.6465503036510275,1
109,3.6433041740152854,876.0466865332766,537.3214133673904,1174.5,-16.926513146288755,-15.393651027144887,143.34221910237994,22.879496044209645,-2.4035864013143105,-2.4035864013143105,-137.71535649034774,0.6521201477335395,1
110,3.6767289829512055,872.850291909925,533.7545176536001,1199.0,-17.436704062814695,-14.824322765835605,143.38710033593455,22.886659739679146,-2.4369945751959805,-2.4369945751959805,-139.62950385500662,0.6574372237464808,1
111,3.7101537918871252,869.876648986808,530.2415340677275,1225.5,-17.911340578995265,-14.263599661647154,143.45103313313697,22.89686434087653,-2.469084580911971,-2.469084580911971,-141.46812574708358,0.662544506780028,1
112,3.7435786008230454,866.2191890806905,525.940853740131,1245.5,-18.49512419821009,-13.577148739100926,143.743810000126,22.943595772914197,-2.5083497300340567,-2.5083497300340567,-143.71785307373088,0.6687937493540482,1
113,3.7770034097589655,863.2626721763085,522.5063360881543,1210.0,-18.967027153543402,-13.02894993539714,144.16549598797423,23.010902969295618,-2.5396949745678903,-2.5396949745678903,-145.51380329332505,0.6737824999640321,1
114,3.8104282186948857,860.5068587105624,518.417695473251,1215.0,-19.40689493069204,-12.37634362470468,144.20630252100312,23.017416283494736,-2.573892075489299,-2.573892075489299,-147.4731528477047,0.6792251376150867,1
115,3.8438530276308054,857.8911038784919,514.8746948738813,1229.0,-19.824407319629135,-11.810829370038263,144.57347625432615,23.076022533849365,-2.6042876807165976,-2.6042876807165976,-149.2146927429747,0.6840627484352811,1
116,3.8772778365667255,855.909379748584,511.2967260671363,1206.5,-20.140719217651018,-11.239733682578887,144.50251203665218,23.0646956160179,-2.632582262260481,-2.632582262260481,-150.835852848528,0.6885659709507069,1
117,3.9107026455026457,853.8213936601032,507.2760787599497,1193.5,-20.473992064624593,-10.597980089422668,144.43748911538034,23.0543170152167,-2.66393966279642,-2.66393966279642,-152.63249955573855,0.693556656248514,1
118,3.944127454438566,851.3976388888889,503.16180555555553,1200.0,-20.860858460634034,-9.941282445879828,144.77718655836313,23.108537651339276,-2.6968788400653456,-2.6968788400653456,-154.51977539388125,0.6987990891322438,1
119,3.977552263374486,849.4535996670828,498.35275350256615,1201.5,-21.171155301045943,-9.173688026651655,144.55603862170582,23.073239234908858,-2.7327038838316295,-2.7327038838316295,-156.57239920256077,0.7045008219341313,1
120,4.010977072310406,846.3581072711507,494.29629629629625,1345.5,-21.66524075940643,-8.52621865450478,145.86764977074796,23.282591387289152,-2.7666644274774974,-2.7666644274774974,-158.51819502343884,0.7099058103254593,1
121,4.044401881246326,845.0413456599896,489.5020544427324,1298.0,-21.87541500020154,-7.760988157792195,145.42130892693817,23.21134891850177,-2.800664691141553,-2.800664691141553,-160.46626663372123,0.7153171203540214,1
122,4.0778266901822455,843.0334581772782,484.789138576779,1335.0,-22.19590294859238,-7.008738467596188,145.82747740766146,23.27617929580571,-2.835734022205615,-2.835734022205615,-162.47559129403902,0.7208985777437931,1
123,4.111251499118166,841.8022763046373,479.76219881341564,1376.5,-22.392417422563735,-6.206366011312351,145.57947666726062,23.23659478264208,-2.8712159519203033,-2.8712159519203033,-164.50855611567047,0.726545702248325,1
124,4.144676308054086,839.9907033639143,474.7624464831804,1362.5,-22.6815707242959,-5.408333063462264,146.08607487947984,23.31745520091281,-2.907517419158041,-2.907517419158041,-166.58847697852528,0.7323232602006995,1
125,4.178101116990006,839.0107251675806,469.43205362583785,1367.5,-22.837989450103503,-4.55752509455154,145.90339866066878,23.2882974283331,-2.944621220446202,-2.944621220446202,-168.71436819622897,0.7382285135832096,1
126,4.211525925925926,838.2952635599695,465.04099821746877,1309.0,-22.95218749394313,-3.8566489990452317,145.81349769005996,23.273947930227823,-2.9751180830478514,-2.9751180830478514,-170.46170971169383,0.7430822400150564,1
127,4.244950734861846,836.912482432605,460.06273157020564,1304.5,-23.17289940653706,-3.062045477651956,146.44241249349088,23.374331849545868,-3.010214702926539,-3.010214702926539,-172.47259790591758,0.7486680405545668,1
128,4.278375543797766,836.6983455175067,455.1169680646402,1299.5,-23.207078762295538,-2.272629928836152,146.0900560165298,23.318090648096174,-3.043975600432691,-3.043975600432691,-174.40695484559384,0.7540412542758897,1
129,4.311800352733687,836.8804249255084,450.50395128902704,1286.5,-23.17801624937232,-1.536325581586361,145.53112495100834,23.228877147826235,-3.075405732696614,-3.075405732696614,-176.20776877385458,0.7590435151877253,1
130,4.345225161669607,836.3720512820512,444.70435897435897,1300.0,-23.259160052205115,-0.6106265778148073,145.77105907363662,23.267174111860424,-3.1153455170934787,-3.1153455170934787,-178.4961498544574,0.7654001293005109,1
131,4.378649970605526,836.3322936972058,439.174269005848,1282.5,-23.26550593906868,0.2720559448291438,145.77057302958255,23.267096532183746,3.1298996542470308,-3.1532856529325546,-180.66995951218948,0.7714384894608777,1
