frame,video_time_s,tracking_time_s,x_px,y_px,x_measured_mm,y_measured_mm,dot_diameter_mm,dot_circularity,nearest_commanded_x_mm,nearest_commanded_y_mm,x_path_deviation_mm,y_path_deviation_mm,path_deviation_mm
195,6.504189044038668,0.004189044038668044,978.6439393939393,329.41728763040237,40.44253921508789,-28.3817138671875,7.446455485855637,0.816218452273626,40.44922589466793,-27.615496280263486,-0.00668667958004221,-0.7662175869240144,0.7662467632528478
196,6.537543859649122,0.03754385964912199,974.5384227765179,329.3827160493827,39.70553207397461,-28.374370574951172,7.393554216178667,0.8101233341706495,39.705532073974595,-27.613795079761566,1.4210854715202004e-14,-0.760575495189606,0.760575495189606
197,6.570898675259577,0.07089867525957683,969.0194016773063,329.1767430216548,38.7149543762207,-28.335670471191406,7.417267213893079,0.7741842378936369,38.70871251262731,-27.62042374773164,0.0062418635933951805,-0.7152467234597673,0.7152739589004001
198,6.604253490870032,0.10425349087003166,963.2802059783974,329.27241899020345,37.68471145629883,-28.351442337036133,7.40472273344561,0.7903502641525528,37.66609224287491,-27.640403263054203,0.018619213423917813,-0.7110390739819294,0.7112828128372041
199,6.6376083064804865,0.1376083064804865,958.6649181965779,329.27663294617207,36.85633850097656,-28.350976943969727,7.425618427512814,0.7847478831702694,36.832371995818555,-27.664666031958458,0.02396650515800758,-0.6863109120112689,0.6867292489149043
200,6.670963122090941,0.17096312209094133,954.5412541254125,329.496953541508,36.11610412597656,-28.38970184326172,7.3655588327357195,0.7783302271426538,36.085678230593125,-27.692834268798283,0.030425895383437762,-0.6968675744634361,0.697531469862426
201,6.704317937701396,0.20431793770139617,948.353373921867,329.5511161846778,35.005615234375,-28.39784812927246,7.368363157540443,0.7665372990583749,34.97147707662715,-27.746453275018744,0.03413815774784723,-0.6513948542537165,0.6522887933750184
202,6.737672753311851,0.237672753311851,940.2402597402597,329.6787624140565,33.549739837646484,-28.41876220703125,7.3543308401824214,0.7848651572089052,33.97043679213563,-27.805784086878585,-0.420696954489145,-0.6129781201526647,0.7434568604178298
203,6.771027568922305,0.27102756892230495,935.2988893048795,330.1164357918383,32.66289520263672,-28.496540069580078,7.428400079016079,0.7838109799909762,32.59816636327728,-27.717552934605365,0.0647288393594394,-0.7789871349747131,0.781671784767067
204,6.80438238453276,0.3043823845327598,930.2674329501916,330.61660280970625,31.759931564331055,-28.585588455200195,7.3430856794147115,0.7861893684135001,31.994736041451535,-27.767694127716776,-0.23480447712048047,-0.817894327483419,0.8509314152182751
205,6.837737200143215,0.3377372001432146,925.6392024078255,331.1514923501379,30.92936134338379,-28.681005477905273,7.410300679798537,0.7915414476704918,30.83384559653199,-27.689036519443547,0.09551574685179887,-0.991968958461726,0.9965569087855938
206,6.8710920157536695,0.37109201575366946,919.1066308243727,331.55465949820785,29.757383346557617,-28.752103805541992,7.334640494700524,0.7681843750077283,30.01476461357377,-27.774824614542492,-0.2573812670161537,-0.9772791909995,1.0106036482080787
207,6.904446831364124,0.4044468313641243,918.8560576799277,329.94399382000773,29.713390350341797,-28.46099853515625,7.3134848680153235,0.7953637410443803,30.01476461357377,-27.774824614542492,-0.301374263231974,-0.6861739206137578,0.7494405219022192
208,6.937801646974579,0.43780164697457913,915.1960708782742,329.3108628659476,29.057294845581055,-28.345613479614258,7.323365099110373,0.7910207949453706,28.981819472927345,-27.707925275855985,0.07547537265370963,-0.6376882037582732,0.6421392193984644
209,6.971156462585034,0.47115646258503396,907.8308004052684,329.63576494427554,27.736194610595703,-28.402368545532227,7.373968607691236,0.7677040224968198,27.642969661968294,-27.694254758587146,0.09322494862740882,-0.7081137869450806,0.714224072898895
210,7.004511278195488,0.5045112781954879,903.6938467346168,329.65269913174785,26.99431037902832,-28.404327392578125,7.397744386090647,0.7788674194522458,26.880317158535966,-27.618129836335637,0.11399322049235394,-0.7861975562424881,0.7944186879472805
211,7.037866093805943,0.5378660938059427,900.1360492895762,329.50873884068903,26.356407165527344,-28.37736701965332,7.400536514661886,0.8012293860505949,26.25374846113547,-27.710382707269325,0.10265870439187452,-0.6669843123839954,0.674838412180108
212,7.071220909416398,0.5712209094163976,892.5074101984426,330.5587792012057,24.988059997558594,-28.565046310424805,7.40472273344561,0.7814116486610585,24.851891302262008,-27.751334273520108,0.13616869529658615,-0.8137120369046968,0.8250267829485084
213,7.104575725026852,0.6045757250268524,888.3017113095239,329.7001488095238,24.234453201293945,-28.408802032470703,7.452002194621654,0.8042708094336083,24.420640155698113,-27.823500965555464,-0.18618695440416744,-0.585301066915239,0.614201042755885
214,7.137930540637307,0.6379305406373073,885.4498037726294,329.3111786302063,23.723358154296875,-28.337778091430664,7.375369304561632,0.8127766326584099,23.882389211763325,-27.687871801190916,-0.15903105746644997,-0.6499062902397483,0.6690807599476235
