frame,video_time_s,tracking_time_s,x_px,y_px,x_measured_mm,y_measured_mm,dot_diameter_mm,dot_circularity
195,6.504189044038668,0.004189044038668044,978.6439393939393,329.41728763040237,40.44253921508789,-28.3817138671875,7.446455485855637,0.816218452273626
196,6.537543859649122,0.03754385964912199,974.5384227765179,329.3827160493827,39.70553207397461,-28.374370574951172,7.393554216178667,0.8101233341706495
197,6.570898675259577,0.07089867525957683,969.0194016773063,329.1767430216548,38.7149543762207,-28.335670471191406,7.417267213893079,0.7741842378936369
198,6.604253490870032,0.10425349087003166,963.2802059783974,329.27241899020345,37.68471145629883,-28.351442337036133,7.40472273344561,0.7903502641525528
199,6.6376083064804865,0.1376083064804865,958.6649181965779,329.27663294617207,36.85633850097656,-28.350976943969727,7.425618427512814,0.7847478831702694
200,6.670963122090941,0.17096312209094133,954.5412541254125,329.496953541508,36.11610412597656,-28.38970184326172,7.3655588327357195,0.7783302271426538
201,6.704317937701396,0.20431793770139617,948.353373921867,329.5511161846778,35.005615234375,-28.39784812927246,7.368363157540443,0.7665372990583749
202,6.737672753311851,0.237672753311851,940.2402597402597,329.6787624140565,33.549739837646484,-28.41876220703125,7.3543308401824214,0.7848651572089052
203,6.771027568922305,0.27102756892230495,935.2988893048795,330.1164357918383,32.66289520263672,-28.496540069580078,7.428400079016079,0.7838109799909762
204,6.80438238453276,0.3043823845327598,930.2674329501916,330.61660280970625,31.759931564331055,-28.585588455200195,7.3430856794147115,0.7861893684135001
205,6.837737200143215,0.3377372001432146,925.6392024078255,331.1514923501379,30.92936134338379,-28.681005477905273,7.410300679798537,0.7915414476704918
206,6.8710920157536695,0.37109201575366946,919.1066308243727,331.55465949820785,29.757383346557617,-28.752103805541992,7.334640494700524,0.7681843750077283
207,6.904446831364124,0.4044468313641243,918.8560576799277,329.94399382000773,29.713390350341797,-28.46099853515625,7.3134848680153235,0.7953637410443803
208,6.937801646974579,0.43780164697457913,915.1960708782742,329.3108628659476,29.057294845581055,-28.345613479614258,7.323365099110373,0.7910207949453706
209,6.971156462585034,0.47115646258503396,907.8308004052684,329.63576494427554,27.736194610595703,-28.402368545532227,7.373968607691236,0.7677040224968198
210,7.004511278195488,0.5045112781954879,903.6938467346168,329.65269913174785,26.99431037902832,-28.404327392578125,7.397744386090647,0.7788674194522458
211,7.037866093805943,0.5378660938059427,900.1360492895762,329.50873884068903,26.356407165527344,-28.37736701965332,7.400536514661886,0.8012293860505949
212,7.071220909416398,0.5712209094163976,892.5074101984426,330.5587792012057,24.988059997558594,-28.565046310424805,7.40472273344561,0.7814116486610585
213,7.104575725026852,0.6045757250268524,888.3017113095239,329.7001488095238,24.234453201293945,-28.408802032470703,7.452002194621654,0.8042708094336083
214,7.137930540637307,0.6379305406373073,885.4498037726294,329.3111786302063,23.723358154296875,-28.337778091430664,7.375369304561632,0.8127766326584099
215,7.171285356247762,0.6712853562477621,879.8340812764895,329.6898529045126,22.716487884521484,-28.404693603515625,7.432570604325829,0.7963061843563322
216,7.204640171858217,0.7046401718582169,876.9665915915916,329.3070570570571,22.2026424407959,-28.334781646728516,7.4186597356764725,0.7770378112666324
217,7.237994987468671,0.7379949874686709,874.4981985339793,329.0391352963101,21.760292053222656,-28.285724639892578,7.445068162977112,0.7799986144455983
218,7.271349803079126,0.7713498030791257,870.112528132033,328.69592398099525,20.974355697631836,-28.222564697265625,7.42144399538631,0.7603572117786018
219,7.3047046186895805,0.8047046186895805,865.8542225629232,329.13057365529573,20.210987091064453,-28.299955368041992,7.341678823250939,0.7976754144197783
220,7.338059434300035,0.8380594343000354,862.6986058301646,329.1769328263625,19.645429611206055,-28.307491302490234,7.371166415453364,0.8185586246733474
221,7.37141424991049,0.8714142499104902,858.3216131064902,329.12224322621296,18.861064910888672,-28.29645347595215,7.392156965062311,0.8032346853607554
222,7.404769065520945,0.904769065520945,856.3252616975658,328.51998991045525,18.50353240966797,-28.18714141845703,7.389361670212862,0.780764447900679
223,7.4381238811314,0.9381238811313999,851.547907211296,328.56883509833585,17.6474666595459,-28.194704055786133,7.390759449790335,0.800228961319001
224,7.471478696741854,0.9714786967418538,845.8192862566439,328.7970134143255,16.6209716796875,-28.23440170288086,7.3767697354685025,0.7807013765943065
225,7.504833512352309,1.0048335123523087,840.3453568687644,329.1125607572269,15.640182495117188,-28.289936065673828,7.337456636288147,0.7978765730772281
226,7.5381883279627635,1.0381883279627635,836.552741020794,328.87448015122874,14.960820198059082,-28.24593734741211,7.392156965062311,0.7813552647360182
227,7.571543143573218,1.0715431435732183,831.0663109756098,329.7300558943089,13.977816581726074,-28.39898681640625,7.362753439820116,0.7904064774415909
228,7.604897959183673,1.1048979591836732,825.8276857429718,329.68674698795184,13.039520263671875,-28.3897762298584,7.407512231654731,0.7909458572097663
229,7.638252774794128,1.138252774794128,820.5960191669739,330.0821968300774,12.102447509765625,-28.459789276123047,7.486576019449657,0.783538782689712
230,7.671607590404583,1.1716075904045828,817.5441947565544,331.36466916354556,11.555670738220215,-28.690532684326172,7.42700938349158,0.8174713916234446
231,7.704962406015037,1.2049624060150368,805.0576300721931,339.0575056011949,9.318791389465332,-30.075756072998047,7.438127667236214,0.8238629014197646
232,7.738317221625492,1.2383172216254916,815.5205205205204,337.5895895895896,11.19218921661377,-29.81372833251953,7.4186597356764725,0.8062821318008259
233,7.7716720372359465,1.2716720372359465,820.254835039818,339.7093919858425,12.039474487304688,-30.197649002075195,7.380969433921696,0.8472729083617158
234,7.805026852846401,1.3050268528464013,819.6687818837875,343.50491476919245,11.933812141418457,-30.882465362548828,7.439516284380253,0.8135598193124625
