total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm
736,736,100.0,False,True,1.0,-1.0,0.0,0.0,39.86128512651338,-117.68276161221294,1.0,0.9946262869012416,1.1329013522292442,1.983871219207803,2.432480659908362,7.4177584143458954
