method,frame,time_s,x_px,y_px,marker_radius_px,marker_radius_mm,area_px2
hough,82,2.73505845410628,862.0,411.0,20.0,3.466199300456407,1206.5
hough,83,2.76841282549782,864.0,408.0,20.0,3.466199300456407,1227.0
hough,84,2.8017671968893603,867.0,405.0,20.0,3.466199300456407,1217.5
hough,85,2.8351215682809,870.0,403.0,19.0,3.2928893354335864,1182.0
hough,86,2.86847593967244,874.0,399.0,19.0,3.2928893354335864,1188.5
hough,87,2.9018303110639803,877.0,398.0,20.0,3.466199300456407,1206.0
hough,88,2.93518468245552,881.0,396.0,19.0,3.2928893354335864,1236.5
hough,89,2.9685390538470604,885.0,393.0,21.0,3.639509265479227,1205.0
hough,90,3.0018934252386003,889.0,390.0,20.0,3.466199300456407,1216.5
hough,91,3.03524779663014,893.0,389.0,21.0,3.639509265479227,1165.0
hough,92,3.0686021680216804,896.0,386.0,19.0,3.2928893354335864,1194.5
hough,93,3.1019565394132202,902.0,385.0,20.0,3.466199300456407,1171.5
hough,94,3.13531091080476,905.0,382.0,19.0,3.2928893354335864,1178.5
hough,95,3.1686652821963004,910.0,382.0,19.0,3.2928893354335864,1173.0
hough,96,3.2020196535878402,913.0,381.0,20.0,3.466199300456407,1179.0
hough,97,3.23537402497938,919.0,380.0,20.0,3.466199300456407,1196.5
hough,98,3.2687283963709204,922.0,378.0,21.0,3.639509265479227,1164.5
hough,99,3.3020827677624602,927.0,377.0,20.0,3.466199300456407,1154.5
hough,100,3.335437139154,931.0,376.0,21.0,3.639509265479227,1180.5
hough,101,3.3687915105455404,935.0,376.0,21.0,3.639509265479227,1214.0
hough,102,3.4021458819370802,941.0,378.0,19.0,3.2928893354335864,1190.5
hough,103,3.43550025332862,946.0,377.0,19.0,3.2928893354335864,1189.0
hough,104,3.4688546247201604,950.0,376.0,20.0,3.466199300456407,1192.0
hough,105,3.5022089961117002,956.0,375.0,19.0,3.2928893354335864,1181.5
hough,106,3.53556336750324,960.0,376.0,19.0,3.2928893354335864,1185.0
hough,107,3.5689177388947804,965.0,377.0,20.0,3.466199300456407,1185.0
hough,108,3.60227211028632,967.0,377.0,21.0,3.639509265479227,1181.5
hough,109,3.63562648167786,973.0,379.0,21.0,3.639509265479227,1220.0
hough,110,3.6689808530694004,978.0,380.0,19.0,3.2928893354335864,1193.5
hough,111,3.70233522446094,982.0,381.0,20.0,3.466199300456407,1167.0
hough,112,3.73568959585248,987.0,382.0,20.0,3.466199300456407,1221.5
hough,113,3.7690439672440204,992.0,383.0,20.0,3.466199300456407,1203.5
hough,114,3.80239833863556,996.0,387.0,19.0,3.2928893354335864,1196.0
hough,115,3.8357527100271,1000.0,387.0,20.0,3.466199300456407,1192.5
hough,116,3.8691070814186403,1005.0,390.0,20.0,3.466199300456407,1199.0
hough,117,3.90246145281018,1009.0,392.0,20.0,3.466199300456407,1212.0
hough,118,3.93581582420172,1013.0,394.0,21.0,3.639509265479227,1214.5
hough,119,3.9691701955932603,1019.0,396.0,20.0,3.466199300456407,1222.0
hough,120,4.002524566984801,1023.0,399.0,21.0,3.639509265479227,1218.0
hough,121,4.0358789383763405,1025.0,402.0,20.0,3.466199300456407,1244.0
hough,122,4.06923330976788,1030.0,405.0,20.0,3.466199300456407,1221.0
hough,123,4.10258768115942,1032.0,406.0,20.0,3.466199300456407,1246.5
hough,124,4.13594205255096,1036.0,409.0,19.0,3.2928893354335864,1221.0
hough,125,4.1692964239425,1040.0,412.0,21.0,3.639509265479227,1252.5
hough,126,4.202650795334041,1043.0,415.0,20.0,3.466199300456407,1214.0
hough,127,4.2360051667255805,1046.0,419.0,20.0,3.466199300456407,1229.0
hough,128,4.26935953811712,1048.0,424.0,19.0,3.2928893354335864,1246.5
hough,129,4.30271390950866,1051.0,427.0,20.0,3.466199300456407,1253.5
hough,130,4.3360682809002,1054.0,431.0,20.0,3.466199300456407,1243.0
hough,131,4.36942265229174,1057.0,434.0,20.0,3.466199300456407,1234.0
hough,132,4.402777023683281,1057.0,438.0,21.0,3.639509265479227,1228.0
hough,133,4.4361313950748205,1062.0,441.0,19.0,3.2928893354335864,1213.5
hough,134,4.46948576646636,1063.0,445.0,20.0,3.466199300456407,1209.0
hough,135,4.5028401378579,1065.0,451.0,20.0,3.466199300456407,1257.5
hough,136,4.53619450924944,1068.0,454.0,20.0,3.466199300456407,1267.0
hough,137,4.56954888064098,1069.0,461.0,19.0,3.2928893354335864,1264.5
hough,138,4.602903252032521,1071.0,462.0,20.0,3.466199300456407,1259.5
hough,139,4.6362576234240604,1072.0,465.0,20.0,3.466199300456407,1252.5
hough,140,4.6696119948156,1073.0,470.0,20.0,3.466199300456407,1256.5
hough,141,4.70296636620714,1074.0,476.0,19.0,3.2928893354335864,1252.0
hough,142,4.73632073759868,1075.0,480.0,20.0,3.466199300456407,1252.5
hough,143,4.769675108990221,1076.0,485.0,19.0,3.2928893354335864,1240.0
hough,144,4.803029480381761,1077.0,487.0,21.0,3.639509265479227,1242.0
hough,145,4.8363838517733,1078.0,491.0,19.0,3.2928893354335864,1257.0
hough,146,4.86973822316484,1077.0,496.0,19.0,3.2928893354335864,1241.5
hough,147,4.90309259455638,1077.0,499.0,20.0,3.466199300456407,1286.0
hough,148,4.93644696594792,1078.0,505.0,20.0,3.466199300456407,1252.5
hough,149,4.969801337339461,1077.0,511.0,20.0,3.466199300456407,1274.5
hough,150,5.003155708731001,1077.0,515.0,20.0,3.466199300456407,1258.5
hough,151,5.03651008012254,1078.0,518.0,21.0,3.639509265479227,1248.5
hough,152,5.06986445151408,1076.0,521.0,22.0,3.8128192305020474,1251.5
hough,153,5.10321882290562,1076.0,527.0,20.0,3.466199300456407,1228.0
hough,154,5.13657319429716,1076.0,531.0,20.0,3.466199300456407,1277.5
hough,155,5.169927565688701,1075.0,536.0,21.0,3.639509265479227,1244.0
hough,156,5.203281937080241,1073.0,543.0,20.0,3.466199300456407,1283.5
hough,157,5.23663630847178,1071.0,544.0,21.0,3.639509265479227,1257.0
hough,158,5.26999067986332,1070.0,549.0,20.0,3.466199300456407,1279.5
hough,159,5.30334505125486,1069.0,555.0,22.0,3.8128192305020474,1284.0
hough,160,5.3366994226464,1066.0,559.0,20.0,3.466199300456407,1261.5
hough,161,5.370053794037941,1066.0,562.0,21.0,3.639509265479227,1280.0
hough,162,5.4034081654294805,1064.0,566.0,21.0,3.639509265479227,1270.5
hough,163,5.43676253682102,1061.0,570.0,20.0,3.466199300456407,1261.5
hough,164,5.47011690821256,1060.0,575.0,21.0,3.639509265479227,1246.0
hough,165,5.5034712796041,1057.0,577.0,20.0,3.466199300456407,1264.0
hough,166,5.53682565099564,1054.0,581.0,20.0,3.466199300456407,1258.0
hough,167,5.570180022387181,1051.0,585.0,20.0,3.466199300456407,1253.0
hough,168,5.6035343937787205,1048.0,590.0,21.0,3.639509265479227,1242.5
hough,169,5.63688876517026,1046.0,591.0,19.0,3.2928893354335864,1277.5
hough,170,5.6702431365618,1042.0,596.0,20.0,3.466199300456407,1248.0
hough,171,5.70359750795334,1039.0,599.0,21.0,3.639509265479227,1241.5
hough,172,5.73695187934488,1035.0,602.0,20.0,3.466199300456407,1276.0
hough,173,5.770306250736421,1031.0,606.0,20.0,3.466199300456407,1265.0
hough,174,5.8036606221279605,1027.0,609.0,21.0,3.639509265479227,1266.0
hough,175,5.8370149935195,1023.0,612.0,20.0,3.466199300456407,1272.0
hough,176,5.87036936491104,1019.0,615.0,20.0,3.466199300456407,1259.5
hough,177,5.90372373630258,1016.0,616.0,20.0,3.466199300456407,1287.0
hough,178,5.937078107694121,1011.0,619.0,20.0,3.466199300456407,1277.5
hough,179,5.970432479085661,1008.0,621.0,20.0,3.466199300456407,1256.5
hough,180,6.0037868504772005,1004.0,624.0,20.0,3.466199300456407,1240.5
hough,181,6.03714122186874,999.0,626.0,20.0,3.466199300456407,1238.0
hough,182,6.07049559326028,996.0,628.0,21.0,3.639509265479227,1246.5
hough,183,6.10384996465182,991.0,628.0,20.0,3.466199300456407,1281.0
hough,184,6.137204336043361,987.0,629.0,20.0,3.466199300456407,1262.5
hough,185,6.170558707434901,982.0,633.0,20.0,3.466199300456407,1295.0
hough,186,6.2039130788264405,977.0,633.0,20.0,3.466199300456407,1300.5
hough,187,6.23726745021798,973.0,633.0,20.0,3.466199300456407,1256.0
hough,188,6.27062182160952,969.0,633.0,21.0,3.639509265479227,1274.5
hough,189,6.30397619300106,965.0,634.0,20.0,3.466199300456407,1248.5
hough,190,6.337330564392601,960.0,636.0,20.0,3.466199300456407,1261.5
hough,191,6.370684935784141,957.0,635.0,20.0,3.466199300456407,1260.5
hough,192,6.4040393071756805,950.0,636.0,21.0,3.639509265479227,1275.0
hough,193,6.43739367856722,946.0,636.0,20.0,3.466199300456407,1276.5
hough,194,6.47074804995876,942.0,635.0,21.0,3.639509265479227,1267.5
hough,195,6.5041024213503,938.0,636.0,21.0,3.639509265479227,1290.0
hough,196,6.537456792741841,932.0,634.0,21.0,3.639509265479227,1275.0
hough,197,6.570811164133381,930.0,635.0,21.0,3.639509265479227,1263.5
hough,198,6.6041655355249205,927.0,636.0,23.0,3.986129195524868,1273.5
hough,199,6.63751990691646,920.0,633.0,21.0,3.639509265479227,1277.5
hough,200,6.670874278308,916.0,631.0,20.0,3.466199300456407,1257.5
hough,201,6.70422864969954,912.0,631.0,20.0,3.466199300456407,1243.0
hough,202,6.737583021091081,907.0,629.0,20.0,3.466199300456407,1254.0
hough,203,6.770937392482621,904.0,628.0,20.0,3.466199300456407,1243.5
hough,204,6.8042917638741605,899.0,625.0,20.0,3.466199300456407,1276.5
hough,205,6.8376461352657,896.0,625.0,20.0,3.466199300456407,1250.0
hough,206,6.87100050665724,890.0,624.0,19.0,3.2928893354335864,1234.0
hough,207,6.90435487804878,887.0,622.0,19.0,3.2928893354335864,1247.5
hough,208,6.937709249440321,884.0,619.0,20.0,3.466199300456407,1238.0
hough,209,6.971063620831861,879.0,618.0,20.0,3.466199300456407,1228.5
hough,210,7.0044179922234004,875.0,614.0,21.0,3.639509265479227,1267.0
hough,211,7.03777236361494,874.0,613.0,19.0,3.2928893354335864,1264.0
hough,212,7.07112673500648,869.0,608.0,19.0,3.2928893354335864,1254.5
hough,213,7.104481106398021,866.0,607.0,20.0,3.466199300456407,1242.5
hough,214,7.137835477789561,862.0,604.0,20.0,3.466199300456407,1252.5
hough,215,7.171189849181101,859.0,601.0,21.0,3.639509265479227,1274.5
hough,216,7.20454422057264,856.0,597.0,20.0,3.466199300456407,1231.5
hough,217,7.23789859196418,850.0,594.0,21.0,3.639509265479227,1231.5
hough,218,7.27125296335572,849.0,592.0,20.0,3.466199300456407,1246.5
hough,219,7.304607334747261,845.0,588.0,19.0,3.2928893354335864,1236.0
hough,220,7.337961706138801,842.0,585.0,20.0,3.466199300456407,1268.5
hough,221,7.371316077530341,840.0,583.0,19.0,3.2928893354335864,1236.0
hough,222,7.40467044892188,838.0,576.0,20.0,3.466199300456407,1238.0
hough,223,7.43802482031342,836.0,572.0,19.0,3.2928893354335864,1205.5
hough,224,7.47137919170496,834.0,570.0,20.0,3.466199300456407,1197.5
hough,225,7.504733563096501,832.0,566.0,20.0,3.466199300456407,1235.0
hough,226,7.538087934488041,830.0,561.0,20.0,3.466199300456407,1250.0
hough,227,7.571442305879581,827.0,557.0,20.0,3.466199300456407,1220.5
hough,228,7.60479667727112,826.0,553.0,19.0,3.2928893354335864,1228.5
hough,229,7.63815104866266,824.0,547.0,19.0,3.2928893354335864,1252.5
hough,230,7.6715054200542,822.0,542.0,19.0,3.2928893354335864,1214.5
hough,231,7.704859791445741,820.0,539.0,20.0,3.466199300456407,1215.5
hough,232,7.738214162837281,820.0,535.0,21.0,3.639509265479227,1242.5
hough,233,7.7715685342288205,818.0,530.0,19.0,3.2928893354335864,1207.0
hough,234,7.80492290562036,818.0,526.0,20.0,3.466199300456407,1254.5
hough,235,7.8382772770119,817.0,520.0,20.0,3.466199300456407,1220.0
hough,236,7.87163164840344,817.0,516.0,20.0,3.466199300456407,1233.5
hough,237,7.904986019794981,815.0,512.0,19.0,3.2928893354335864,1189.0
hough,238,7.938340391186521,817.0,508.0,21.0,3.639509265479227,1214.5
hough,239,7.9716947625780605,816.0,501.0,19.0,3.2928893354335864,1230.0
hough,240,8.005049133969601,815.0,497.0,21.0,3.639509265479227,1178.5
hough,241,8.03840350536114,818.0,493.0,20.0,3.466199300456407,1212.0
hough,242,8.071757876752681,820.0,484.0,20.0,3.466199300456407,1196.5
hough,243,8.10511224814422,819.0,480.0,19.0,3.2928893354335864,1203.0
hough,244,8.13846661953576,820.0,477.0,19.0,3.2928893354335864,1233.0
hough,245,8.171820990927301,821.0,471.0,20.0,3.466199300456407,1236.5
hough,246,8.20517536231884,823.0,465.0,20.0,3.466199300456407,1226.5
hough,247,8.238529733710381,826.0,459.0,17.0,2.946269405387946,1205.0
hough,248,8.27188410510192,825.0,457.0,20.0,3.466199300456407,1211.0
hough,249,8.30523847649346,831.0,453.0,20.0,3.466199300456407,1201.0
hough,250,8.338592847885,829.0,449.0,20.0,3.466199300456407,1232.5
hough,251,8.37194721927654,833.0,446.0,21.0,3.639509265479227,1189.0
hough,252,8.405301590668081,833.0,442.0,20.0,3.466199300456407,1230.5
hough,253,8.43865596205962,835.0,438.0,20.0,3.466199300456407,1214.0
hough,254,8.472010333451161,838.0,434.0,19.0,3.2928893354335864,1178.0
hough,255,8.5053647048427,842.0,431.0,21.0,3.639509265479227,1232.0
hough,256,8.53871907623424,843.0,425.0,20.0,3.466199300456407,1236.5
hough,257,8.572073447625781,846.0,425.0,19.0,3.2928893354335864,1245.5
hough,258,8.60542781901732,849.0,420.0,20.0,3.466199300456407,1214.5
hough,259,8.638782190408861,851.0,419.0,19.0,3.2928893354335864,1230.0
hough,260,8.6721365618004,853.0,414.0,20.0,3.466199300456407,1195.5
hough,261,8.70549093319194,856.0,409.0,21.0,3.639509265479227,1225.0
hough,262,8.73884530458348,861.0,408.0,20.0,3.466199300456407,1195.5
hough,263,8.77219967597502,864.0,404.0,20.0,3.466199300456407,1228.0
hough,264,8.805554047366561,867.0,401.0,20.0,3.466199300456407,1237.5
hough,265,8.8389084187581,869.0,399.0,21.0,3.639509265479227,1204.0
hough,266,8.872262790149641,874.0,397.0,20.0,3.466199300456407,1241.0
hough,267,8.90561716154118,878.0,395.0,21.0,3.639509265479227,1236.5
hough,268,8.93897153293272,882.0,392.0,20.0,3.466199300456407,1271.5
hough,269,8.972325904324261,886.0,391.0,21.0,3.639509265479227,1226.0
hough,270,9.0056802757158,890.0,387.0,21.0,3.639509265479227,1216.0
hough,271,9.039034647107341,893.0,390.0,18.0,3.119579370410766,1195.0
hough,272,9.07238901849888,896.0,385.0,19.0,3.2928893354335864,1218.0
hough,273,9.10574338989042,902.0,384.0,20.0,3.466199300456407,1199.5
hough,274,9.13909776128196,906.0,382.0,21.0,3.639509265479227,1237.5
hough,275,9.1724521326735,911.0,380.0,20.0,3.466199300456407,1221.5
hough,276,9.205806504065041,916.0,381.0,20.0,3.466199300456407,1226.5
hough,277,9.23916087545658,920.0,377.0,20.0,3.466199300456407,1198.0
hough,278,9.272515246848121,925.0,377.0,20.0,3.466199300456407,1228.0
hough,279,9.30586961823966,929.0,377.0,20.0,3.466199300456407,1209.0
hough,280,9.3392239896312,934.0,376.0,20.0,3.466199300456407,1221.0
hough,281,9.372578361022741,937.0,376.0,20.0,3.466199300456407,1213.5
hough,282,9.40593273241428,942.0,375.0,20.0,3.466199300456407,1212.0
hough,283,9.439287103805821,947.0,376.0,19.0,3.2928893354335864,1185.5
hough,284,9.47264147519736,952.0,376.0,20.0,3.466199300456407,1185.0
hough,285,9.5059958465889,958.0,377.0,21.0,3.639509265479227,1196.5
hough,286,9.539350217980441,961.0,376.0,20.0,3.466199300456407,1201.0
hough,287,9.57270458937198,965.0,377.0,20.0,3.466199300456407,1202.5
hough,288,9.606058960763521,971.0,378.0,19.0,3.2928893354335864,1217.5
hough,289,9.63941333215506,974.0,381.0,19.0,3.2928893354335864,1226.0
hough,290,9.6727677035466,980.0,378.0,19.0,3.2928893354335864,1193.5
hough,291,9.70612207493814,984.0,382.0,19.0,3.2928893354335864,1210.0
hough,292,9.73947644632968,990.0,383.0,20.0,3.466199300456407,1217.0
hough,293,9.772830817721221,993.0,385.0,20.0,3.466199300456407,1225.0
hough,294,9.80618518911276,998.0,387.0,19.0,3.2928893354335864,1229.0
hough,295,9.839539560504301,1001.0,389.0,20.0,3.466199300456407,1211.5
hough,296,9.87289393189584,1006.0,390.0,21.0,3.639509265479227,1258.0
hough,297,9.90624830328738,1011.0,390.0,19.0,3.2928893354335864,1223.5
hough,298,9.939602674678921,1014.0,396.0,20.0,3.466199300456407,1226.0
hough,299,9.97295704607046,1018.0,397.0,19.0,3.2928893354335864,1259.5
hough,300,10.006311417462001,1023.0,400.0,20.0,3.466199300456407,1195.0
hough,301,10.03966578885354,1028.0,403.0,20.0,3.466199300456407,1200.0
hough,302,10.07302016024508,1029.0,405.0,20.0,3.466199300456407,1225.0
hough,303,10.10637453163662,1032.0,409.0,19.0,3.2928893354335864,1220.0
hough,304,10.13972890302816,1037.0,412.0,20.0,3.466199300456407,1227.5
hough,305,10.173083274419701,1039.0,413.0,20.0,3.466199300456407,1235.0
hough,306,10.20643764581124,1044.0,419.0,21.0,3.639509265479227,1242.0
hough,307,10.239792017202781,1047.0,422.0,21.0,3.639509265479227,1262.5
hough,308,10.27314638859432,1049.0,425.0,20.0,3.466199300456407,1230.5
hough,309,10.30650075998586,1052.0,429.0,20.0,3.466199300456407,1247.5
hough,310,10.339855131377401,1054.0,431.0,19.0,3.2928893354335864,1230.5
hough,311,10.37320950276894,1056.0,436.0,20.0,3.466199300456407,1243.0
hough,312,10.406563874160481,1060.0,441.0,21.0,3.639509265479227,1251.5
hough,313,10.43991824555202,1061.0,447.0,19.0,3.2928893354335864,1239.5
hough,314,10.47327261694356,1063.0,448.0,20.0,3.466199300456407,1266.5
hough,315,10.506626988335102,1066.0,453.0,20.0,3.466199300456407,1263.5
hough,316,10.53998135972664,1067.0,457.0,20.0,3.466199300456407,1264.5
hough,317,10.573335731118181,1069.0,461.0,20.0,3.466199300456407,1255.5
hough,318,10.60669010250972,1069.0,465.0,20.0,3.466199300456407,1272.5
hough,319,10.640044473901261,1071.0,469.0,20.0,3.466199300456407,1268.0
hough,320,10.6733988452928,1071.0,473.0,21.0,3.639509265479227,1261.5
hough,321,10.70675321668434,1073.0,479.0,20.0,3.466199300456407,1254.5
hough,322,10.740107588075881,1074.0,483.0,20.0,3.466199300456407,1264.5
hough,323,10.77346195946742,1076.0,487.0,19.0,3.2928893354335864,1256.0
hough,324,10.806816330858961,1076.0,491.0,21.0,3.639509265479227,1281.5
hough,325,10.8401707022505,1076.0,494.0,20.0,3.466199300456407,1269.5
hough,326,10.87352507364204,1076.0,501.0,19.0,3.2928893354335864,1281.0
hough,327,10.906879445033582,1076.0,502.0,20.0,3.466199300456407,1298.0
hough,328,10.94023381642512,1077.0,508.0,20.0,3.466199300456407,1272.5
hough,329,10.973588187816661,1077.0,515.0,19.0,3.2928893354335864,1240.5
hough,330,11.0069425592082,1076.0,517.0,21.0,3.639509265479227,1286.5
hough,331,11.040296930599741,1075.0,521.0,21.0,3.639509265479227,1271.5
hough,332,11.07365130199128,1075.0,524.0,19.0,3.2928893354335864,1260.5
hough,333,11.10700567338282,1074.0,530.0,20.0,3.466199300456407,1271.0
hough,334,11.140360044774361,1074.0,534.0,21.0,3.639509265479227,1288.0
hough,335,11.1737144161659,1072.0,541.0,19.0,3.2928893354335864,1268.5
hough,336,11.207068787557441,1071.0,542.0,19.0,3.2928893354335864,1297.5
hough,337,11.24042315894898,1069.0,547.0,20.0,3.466199300456407,1272.5
hough,338,11.27377753034052,1067.0,553.0,21.0,3.639509265479227,1278.0
hough,339,11.307131901732062,1066.0,558.0,21.0,3.639509265479227,1264.0
hough,340,11.3404862731236,1064.0,560.0,21.0,3.639509265479227,1295.0
hough,341,11.373840644515141,1061.0,564.0,21.0,3.639509265479227,1273.5
hough,342,11.40719501590668,1063.0,571.0,23.0,3.986129195524868,1273.5
hough,343,11.440549387298221,1057.0,575.0,19.0,3.2928893354335864,1279.0
hough,344,11.47390375868976,1056.0,577.0,21.0,3.639509265479227,1260.5
hough,345,11.5072581300813,1052.0,583.0,19.0,3.2928893354335864,1306.5
hough,346,11.540612501472841,1049.0,584.0,21.0,3.639509265479227,1301.0
hough,347,11.57396687286438,1047.0,588.0,21.0,3.639509265479227,1289.5
hough,348,11.607321244255921,1044.0,591.0,21.0,3.639509265479227,1287.0
hough,349,11.64067561564746,1041.0,595.0,20.0,3.466199300456407,1290.0
hough,350,11.674029987039,1038.0,598.0,21.0,3.639509265479227,1270.0
hough,351,11.707384358430541,1033.0,601.0,20.0,3.466199300456407,1291.5
hough,352,11.74073872982208,1032.0,604.0,21.0,3.639509265479227,1275.0
hough,353,11.774093101213621,1026.0,605.0,22.0,3.8128192305020474,1267.5
hough,354,11.80744747260516,1023.0,610.0,21.0,3.639509265479227,1262.5
hough,355,11.8408018439967,1020.0,612.0,20.0,3.466199300456407,1274.5
hough,356,11.874156215388242,1016.0,615.0,21.0,3.639509265479227,1281.0
hough,357,11.90751058677978,1011.0,617.0,20.0,3.466199300456407,1256.0
