frame,video_time_s,tracking_time_s,x_px,y_px,x_measured_mm,y_measured_mm,dot_diameter_mm,dot_circularity,nearest_commanded_x_mm,nearest_commanded_y_mm,x_path_deviation_mm,y_path_deviation_mm,path_deviation_mm
195,6.497213954318345,-0.0027860456816553025,1123.4788327168105,355.7818879298534,58.55971908569336,-16.50770378112793,7.135982895651029,0.8284430694908724,58.14646281435624,-18.247292323682686,0.4132562713371186,1.7395885425547561,1.788001410286703
196,6.530533000237925,0.03053300023792538,1125.2740124740126,356.7336105336105,58.88163757324219,-16.687454223632812,7.0948021064025975,0.833219408892075,58.49160481007155,-18.32928418022923,0.3900327631706375,1.6418299565964176,1.687522196216665
197,6.563852046157507,0.06385204615750695,1125.7771857923497,357.20587431693986,58.97087478637695,-16.776208877563477,7.146241013744665,0.8423072617239723,59.51524360532698,-18.28023880269162,-0.5443688189500264,1.504029925128144,1.5995134968877307
198,6.5971710920770885,0.09717109207708852,1125.9936366098023,357.2527755212564,59.010005950927734,-16.78521156311035,7.178385380081114,0.8499018338932908,59.51524360532698,-18.28023880269162,-0.5052376543992452,1.495027239581269,1.5780911046301604
199,6.630490137996669,0.1304901379966692,1129.8628252281703,360.2653589429233,59.69900894165039,-17.351991653442383,7.156484427847845,0.837435643241736,59.643552938999335,-18.287842071982656,0.05545600265105577,0.935850418540273,0.9374920661595159
200,6.663809183916251,0.16380918391625077,1134.3297505307855,363.1981157112526,60.4968147277832,-17.904338836669922,7.250910815987705,0.8378074388133552,60.46590945955836,-18.34306088939801,0.030905268224842075,0.43872205272808884,0.43980924859988724
201,6.697128229835832,0.19712822983583234,1121.9204575685021,360.97313115190207,58.25164794921875,-17.475156784057617,7.242246111658596,0.8217184701289084,58.07239934618277,-18.229697822482585,0.17924860303597967,0.7545410384249678,0.7755399669635208
202,6.730447275755413,0.23044727575541302,1113.3031567236824,360.2327909887359,56.688743591308594,-17.327293395996094,7.082992190422314,0.8262318284504482,56.54612091757284,-18.2037091031712,0.142622673735751,0.8764157071751058,0.8879446597884213
203,6.763766321674995,0.2637663216749946,1102.7563998922121,359.7747237941256,54.77406311035156,-17.22995948791504,7.195858149248713,0.8055676006201667,54.56567397589631,-18.39216798617669,0.20838913445525264,1.162208498261652,1.1807432510036269
204,6.797085367594575,0.29708536759457527,1099.322597960279,360.2287976382179,54.148101806640625,-17.310834884643555,7.210386446189841,0.8326268573079303,53.97326014100125,-18.285945560099314,0.1748416656393772,0.9751106754557597,0.9906616160078777
205,6.830404413514157,0.33040441351415684,1095.6898597626753,361.79314994606256,53.48120880126953,-17.598608016967773,7.192948968556034,0.8345098310051555,53.528777843989154,-18.30689412020657,-0.0475690427196227,0.7082861032387981,0.709881692866116
206,6.863723459433738,0.3637234594337384,1093.2732636095466,363.11196031107534,53.03651428222656,-17.84187126159668,7.213288594202784,0.8538378581587236,53.07357222834883,-18.33846351590799,-0.03705794612226754,0.4965922543113095,0.49797304988602464
207,6.897042505353319,0.3970425053533191,1086.9335516441533,363.0843225542366,51.88520812988281,-17.829553604125977,7.150632845162244,0.8078838051059298,51.94392888083923,-18.43449382316351,-0.058720750956418044,0.6049402190375339,0.6077835101432625
208,6.930361551272901,0.43036155127290066,1082.7157538877618,363.25003380662605,51.11854553222656,-17.85569190979004,7.182757557146766,0.819232836413946,51.192188659730576,-18.512726400772493,-0.07364312750401325,0.6570344909824541,0.6611487219749766
209,6.963680597192482,0.4636805971924822,1074.9816924328723,362.70924871168967,49.71646499633789,-17.746122360229492,7.172551664871202,0.8339736613920974,49.65236459350533,-18.1884281905487,0.06410040283255825,0.44230583031920645,0.44692651429251645
210,6.996999643112063,0.4969996431120629,1071.2821428571428,364.00304232804234,49.039581298828125,-17.983173370361328,7.262447674223802,0.79902975361024,49.07997305952556,-18.267078281308013,-0.04039176069743178,0.2839049109466849,0.28676382755132085
211,7.0303186890316445,0.5303186890316445,1066.49480448455,364.753486464315,48.1676139831543,-18.117645263671875,7.143311626036524,0.8189072592822025,48.10553194578624,-18.385168021371737,0.062082037368057286,0.26752275769986156,0.27463176300476916
212,7.063637734951226,0.563637734951226,1063.5931769147787,365.2646979503775,47.63898849487305,-18.209646224975586,7.192948968556034,0.8146034957212189,47.62417878817047,-18.273463936921985,0.014809706702578751,0.06381771194639896,0.06551356936307133
213,7.096956780870807,0.5969567808708067,1053.2521703183133,364.0494694777456,45.76709747314453,-17.9714412689209,7.115422293020941,0.8380697535329028,45.829070831231746,-18.288031395921788,-0.06197335808721505,0.3165901270008895,0.32259883078995427
214,7.130275826790388,0.6302758267903883,1051.7058424833942,363.89860376846957,45.487064361572266,-17.941572189331055,7.174010538407059,0.8415423975199955,45.56823440062524,-18.34049124685626,-0.08117003905297793,0.3989190575252053,0.40709334273193415
215,7.16359487270997,0.6635948727099699,1045.714600550964,364.2162534435261,44.39886474609375,-17.99400520324707,7.116892877369189,0.8354031067936702,44.46550300156064,-18.298302462108122,-0.0666382554668914,0.30429725886105174,0.31150839289178167
