method,frame,time_s,x_px,y_px,marker_radius_px,marker_radius_mm,area_px2,x_mm,y_mm,motion_radius_px,motion_radius_mm,theta_rad,theta_unwrapped_rad,theta_unwrapped_deg,rev_float,rev_index
min_enclosing_circle,0,0.0,1003.7398071289062,625.6357421875,21.848438262939453,3.7865520711532863,1298.0,9.66138490551478,-20.865189328758802,132.67237326735838,22.993444370460445,-1.1371526821433624,-1.1371526821433624,-65.15404934879628,0.0,1
min_enclosing_circle,1,0.03335437139154,1000.1666870117188,628.1666870117188,21.40232276916504,3.709235810531104,1271.0,9.042127582982678,-21.303827287718843,133.53714045745335,23.143317141928687,-1.1694028393138636,-1.1694028393138636,-67.00184724329957,0.005132771929175798,1
min_enclosing_circle,2,0.06670874278308,995.5,629.5,21.691110610961914,3.7592856212919363,1252.0,8.233344220209252,-21.53490371508234,133.02842699010992,23.05515202869676,-1.2056187620477699,-1.2056187620477699,-69.07686676712429,0.010896715050911136,1
min_enclosing_circle,3,0.10006311417462001,991.6609497070312,630.8441162109375,21.578189849853516,3.7397153281338897,1275.5,7.567998548213989,-21.767852448586524,132.97510472597017,23.045910748963763,-1.2361999961310848,-1.2361999961310848,-70.82904241239986,0.015763869621121054,1
min_enclosing_circle,4,0.13341748556616,987.0833129882812,631.9166870117188,21.517885208129883,3.7292639327860533,1279.5,6.774648488600249,-21.95373965655442,132.56744615099782,22.975259455594053,-1.2714798785688428,-1.2714798785688428,-72.85043077780111,0.021378837302791196,1
min_enclosing_circle,5,0.1667718569577,983.0260620117188,633.3365478515625,21.339563369750977,3.6983589812138,1257.0,6.0714864637633985,-22.199815689045014,132.79731847721646,23.01509862041072,-1.3038320247935522,-1.3038320247935522,-74.70407221466705,0.026527841294085478,1
min_enclosing_circle,6,0.20012622834924002,978.5,634.5,21.272146224975586,3.6866749182108385,1265.0,5.287074814821306,-22.401453540196442,132.80778705725004,23.016912929650175,-1.3390228832879538,-1.3390228832879538,-76.72035988383837,0.032128640375116924,1
min_enclosing_circle,7,0.23348059974078,974.1698608398438,635.3539428710938,21.581846237182617,3.7403490164940063,1293.0,4.536618548430681,-22.549450349317187,132.71755196423783,23.0012742888364,-1.372261289413628,-1.372261289413628,-78.62478027258128,0.03741869701051388,1
min_enclosing_circle,8,0.26683497113232,969.3384399414062,636.1654663085938,21.57196807861328,3.7386370331778647,1286.0,3.699285161511955,-22.69009544788551,132.65062215187027,22.989674685395993,-1.40918299636002,-1.40918299636002,-80.7402382530284,0.04329496917842254,1
min_enclosing_circle,9,0.30018934252386004,964.7820434570312,636.2948608398438,21.618728637695312,3.746741104036819,1277.0,2.9096162461748225,-22.71252080957059,132.1224224748433,22.898132417845382,-1.4433840327216598,-1.4433840327216598,-82.69981329152382,0.04873823317424319,1
min_enclosing_circle,10,0.3335437139154,959.9093627929688,637.0731201171875,21.51744842529297,3.729188233967865,1276.0,2.0651321307187773,-22.84740089770572,132.36713006062962,22.94054268097883,-1.4806532288723244,-1.4806532288723244,-84.83518093680212,0.054669809966682886,1
min_enclosing_circle,11,0.36689808530694,956.5,637.5,21.50591278076172,3.727188991817638,1262.5,1.4742555843192584,-22.921383435264904,132.52985784143317,22.968745026978134,-1.5065668826110519,-1.5065668826110519,-86.3199239277946,0.05879409605277313,1
