total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm
1831,1831,100.0,False,True,1.0,-1.0,0.0,0.0,39.41196637207071,-119.68813139916185,1.0,0.6746835013514558,0.783118419663528,1.3828026460528475,2.458230269561374,7.541617649466317
