Test ID,Friction Level,Cycle Duration Setting (s),Cycle Number,Cycle Start Time (s),Cycle End Time (s),Measured Cycle Duration (s),Centroid Start X (mm),Centroid End X (mm),Net Advance (mm),Total Forward Movement (mm),Total Backward Movement (mm),Maximum Backward Excursion (mm),Vertical Peak-to-Peak (mm),Mean Pitch Angle (deg),Pitch Peak-to-Peak (deg)
high_1p5s_rep3,High,1.5,1,1.2328084022038568,2.7321699724517905,1.499361570247934,20.912534289889866,-111.83622402615019,132.74875831604007,132.68757608201773,0.0,0.0,4.8546142578125,0.5950178799219182,0.4609009424682488
high_1p5s_rep3,High,1.5,2,2.7321699724517905,4.231531542699725,1.499361570247934,-118.25389353434245,-254.67945842941597,136.42556489507353,136.42556489507353,0.0,0.0,3.314239501953125,0.6974730308440654,0.6506031143507622
high_1p5s_rep3,High,1.5,3,4.231531542699725,5.730893112947658,1.499361570247934,-260.1873050795661,-400.1527099609375,139.9654048813714,139.9654048813714,0.0,0.0,3.30303955078125,0.4564010777518469,0.6992664008246066
