Test ID,Friction Level,Cycle Duration Setting (s),Cycle Number,Cycle Start Time (s),Cycle End Time (s),Measured Cycle Duration (s),Centroid Start X (mm),Centroid End X (mm),Net Advance (mm),Total Forward Movement (mm),Total Backward Movement (mm),Maximum Backward Excursion (mm),Vertical Peak-to-Peak (mm),Mean Pitch Angle (deg),Pitch Peak-to-Peak (deg)
high_3p0s_rep3,High,3.0,1,0.9399124411194237,3.927491271820449,2.9875788307010254,16.921012030707463,-127.22998725043404,144.1509992811415,144.2842500474718,0.23840337329440686,0.23840337329440686,5.909047444661439,0.6537236007515034,0.312091223826043
high_3p0s_rep3,High,3.0,2,3.927491271820449,6.948638403990025,3.021147132169576,-127.04390038384332,-270.14578501383465,143.10188462999133,143.1249103969998,0.0,0.0,3.3482869466145644,0.60582094542725,0.26043107262730336
high_3p0s_rep3,High,3.0,3,6.948638403990025,9.93621723469105,2.9875788307010254,-269.5655598110623,-420.711910671658,151.1463508605957,150.99855524698899,0.0,0.0,3.2205098470051894,0.5227044343471502,0.858923916071653
