total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm
775,775,100.0,False,True,1.0,-1.0,0.0,0.0,43.394323398194196,-118.29611903638924,1.0,0.6767640373458774,0.7925485884705009,1.3934986852096336,2.2170394958127693,7.523476462015169
