Frame Number,Video Time (s),LED Score,LED Score Smoothed,LED Detected,Detection Threshold,Required Peak Threshold
0,0.0,71.4608383178711,71.96354675292969,False,81.6002426147461,96.6002426147461
1,0.03339691629955947,72.46625518798828,72.46625518798828,False,81.6002426147461,96.6002426147461
2,0.06679383259911895,72.48989868164062,72.48989868164062,False,81.6002426147461,96.6002426147461
3,0.10019074889867842,73.02044677734375,73.02044677734375,False,81.6002426147461,96.6002426147461
4,0.1335876651982379,73.4943618774414,73.02044677734375,False,81.6002426147461,96.6002426147461
5,0.16698458149779735,72.57315063476562,72.57315063476562,False,81.6002426147461,96.6002426147461
6,0.20038149779735684,70.80245208740234,71.03700256347656,False,81.6002426147461,96.6002426147461
7,0.2337784140969163,71.03700256347656,70.80245208740234,False,81.6002426147461,96.6002426147461
8,0.2671753303964758,70.56304931640625,70.9697036743164,False,81.6002426147461,96.6002426147461
9,0.3005722466960352,70.9697036743164,70.9697036743164,False,81.6002426147461,96.6002426147461
10,0.3339691629955947,71.11772918701172,71.11772918701172,False,81.6002426147461,96.6002426147461
11,0.3673660792951542,72.19876861572266,71.55911254882812,False,81.6002426147461,96.6002426147461
12,0.4007629955947137,71.55911254882812,71.55911254882812,False,81.6002426147461,96.6002426147461
13,0.4341599118942731,71.05339813232422,71.55911254882812,False,81.6002426147461,96.6002426147461
14,0.4675568281938326,71.86034393310547,71.86034393310547,False,81.6002426147461,96.6002426147461
15,0.500953744493392,72.02980041503906,72.02980041503906,False,81.6002426147461,96.6002426147461
16,0.5343506607929516,72.23595428466797,72.02980041503906,False,81.6002426147461,96.6002426147461
17,0.567747577092511,71.6002426147461,71.6002426147461,False,81.6002426147461,96.6002426147461
18,0.6011444933920704,71.56452941894531,71.6002426147461,False,81.6002426147461,96.6002426147461
19,0.63454140969163,72.19039916992188,72.19039916992188,False,81.6002426147461,96.6002426147461
20,0.6679383259911894,72.51797485351562,72.19039916992188,False,81.6002426147461,96.6002426147461
21,0.701335242290749,71.8716812133789,71.8716812133789,False,81.6002426147461,96.6002426147461
22,0.7347321585903084,70.7748794555664,70.85808563232422,False,81.6002426147461,96.6002426147461
23,0.7681290748898678,70.85808563232422,70.85808563232422,False,81.6002426147461,96.6002426147461
24,0.8015259911894274,71.4307861328125,70.85808563232422,False,81.6002426147461,96.6002426147461
25,0.8349229074889868,70.5948257446289,70.5948257446289,False,81.6002426147461,96.6002426147461
26,0.8683198237885462,69.8036880493164,70.5948257446289,False,81.6002426147461,96.6002426147461
27,0.9017167400881058,71.31871795654297,71.31871795654297,False,81.6002426147461,96.6002426147461
28,0.9351136563876652,71.69729614257812,71.69729614257812,False,81.6002426147461,96.6002426147461
29,0.9685105726872246,159.87832641601562,159.87832641601562,True,81.6002426147461,96.6002426147461
30,1.001907488986784,162.75811767578125,162.10665893554688,True,81.6002426147461,96.6002426147461
31,1.0353044052863436,162.10665893554688,162.10665893554688,True,81.6002426147461,96.6002426147461
32,1.0687013215859031,161.8465576171875,161.8465576171875,True,81.6002426147461,96.6002426147461
33,1.1020982378854625,70.32955932617188,70.32955932617188,False,81.6002426147461,96.6002426147461
34,1.135495154185022,69.54878234863281,69.54878234863281,False,81.6002426147461,96.6002426147461
35,1.1688920704845815,68.56781005859375,68.56781005859375,False,81.6002426147461,96.6002426147461
36,1.2022889867841409,67.76538848876953,68.54901885986328,False,81.6002426147461,96.6002426147461
37,1.2356859030837004,68.54901885986328,68.51985168457031,False,81.6002426147461,96.6002426147461
38,1.26908281938326,68.51985168457031,68.54901885986328,False,81.6002426147461,96.6002426147461
39,1.3024797356828195,70.63431549072266,70.63431549072266,False,81.6002426147461,96.6002426147461
40,1.3358766519823788,71.7857894897461,71.7857894897461,False,81.6002426147461,96.6002426147461
41,1.3692735682819384,72.1004867553711,71.7857894897461,False,81.6002426147461,96.6002426147461
42,1.402670484581498,70.9938735961914,70.9938735961914,False,81.6002426147461,96.6002426147461
43,1.4360674008810572,70.95984649658203,70.9938735961914,False,81.6002426147461,96.6002426147461
44,1.4694643171806168,71.41478729248047,71.41084289550781,False,81.6002426147461,96.6002426147461
45,1.5028612334801763,71.41084289550781,71.41478729248047,False,81.6002426147461,96.6002426147461
46,1.5362581497797356,71.48473358154297,71.41084289550781,False,81.6002426147461,96.6002426147461
47,1.5696550660792952,71.07906341552734,71.48473358154297,False,81.6002426147461,96.6002426147461
48,1.6030519823788547,71.84236145019531,71.43128204345703,False,81.6002426147461,96.6002426147461
49,1.636448898678414,71.43128204345703,71.84236145019531,False,81.6002426147461,96.6002426147461
50,1.6698458149779736,72.31846618652344,71.73750305175781,False,81.6002426147461,96.6002426147461
51,1.7032427312775331,71.73750305175781,71.88127899169922,False,81.6002426147461,96.6002426147461
52,1.7366396475770924,71.88127899169922,71.73750305175781,False,81.6002426147461,96.6002426147461
53,1.770036563876652,70.30074310302734,70.30074310302734,False,81.6002426147461,96.6002426147461
54,1.8034334801762115,69.44359588623047,70.30074310302734,False,81.6002426147461,96.6002426147461
55,1.8368303964757708,70.32389068603516,69.7391586303711,False,81.6002426147461,96.6002426147461
56,1.8702273127753304,69.7391586303711,70.32389068603516,False,81.6002426147461,96.6002426147461
57,1.90362422907489,70.42906188964844,70.42906188964844,False,81.6002426147461,96.6002426147461
58,1.9370211453744492,71.04656982421875,71.04656982421875,False,81.6002426147461,96.6002426147461
59,1.9704180616740088,71.43521881103516,71.16329956054688,False,81.6002426147461,96.6002426147461
