frame,video_time_s,tracking_time_s,x_px,y_px,x_measured_mm,y_measured_mm,dot_diameter_mm,dot_circularity,nearest_commanded_x_mm,nearest_commanded_y_mm,x_path_deviation_mm,y_path_deviation_mm,path_deviation_mm
195,6.4972132978723405,-0.002786702127659524,1101.5139738515052,347.8008876094518,59.11300277709961,-28.750673294067383,7.617837979902091,0.8422624789164892,59.06418301587369,-28.95402223427755,0.048819761225921354,0.2033489402101658,0.20912713972785446
196,6.530532340425532,0.03053234042553221,1096.570172353148,348.0152421151366,58.2236442565918,-28.82322883605957,7.7050575715914045,0.821083953700092,58.23322124691462,-28.882033761909167,-0.009576990322820222,0.0588049258495964,0.059579678144648644
197,6.563851382978724,0.06385138297872395,1090.0863257163583,347.1751904243743,57.05026626586914,-28.71464729309082,7.587624694174613,0.8090478754609244,57.02527257992413,-28.827386524820852,0.024993685945013056,0.11273923173003197,0.11547648552062793
198,6.597170425531916,0.09717042553191568,1083.824387254902,347.3085784313725,55.922874450683594,-28.781444549560547,7.536538295113953,0.8607058177628956,55.8915724378309,-28.935298858120127,0.03130201285269152,0.1538543085595805,0.15700625551543057
199,6.6304894680851065,0.13048946808510653,1078.8637080150356,346.66496907966535,55.02507019042969,-28.698204040527344,7.5766081733821355,0.8292129093333608,55.058248859754386,-28.851015726156653,-0.03317866932469826,0.15281168562930958,0.15637210545052022
200,6.663808510638298,0.16380851063829827,1075.6629416005767,346.88296082672434,54.44974899291992,-28.75957489013672,7.610981855769933,0.8075578292648398,54.43748131183962,-28.82419062768138,0.01226768108030285,0.06461573754465988,0.06576997443764433
201,6.69712755319149,0.19712755319149,1074.0502464238489,348.5024642384902,54.16934585571289,-29.064834594726562,7.6096098896739255,0.809939910701019,54.189660676353924,-28.955225631064646,-0.020314820641033293,-0.10960896366191619,0.11147563344837569
202,6.730446595744681,0.23044659574468085,1070.1823144104803,349.95815138282387,53.481624603271484,-29.355634689331055,7.5752299817975866,0.8090878726545482,53.37298132137994,-28.91164624192657,0.10864328189154548,-0.44398844740448595,0.45708763287668575
203,6.763765638297873,0.2637656382978726,1064.1963081292154,349.21961898000234,52.398475646972656,-29.26212501525879,7.6697442362704615,0.8305458365627579,52.44145379579504,-29.005297725076666,-0.042978148822385265,-0.25682729018212314,0.260398498955911
204,6.797084680851064,0.2970846808510643,1059.079147090712,348.67967714733163,51.47308349609375,-29.19879913330078,7.601372892971877,0.8212551777707633,51.527300719705536,-28.856485055600366,-0.05421722361178638,-0.342314077700415,0.3465810657379543
205,6.830403723404256,0.33040372340425606,1055.3181818181818,349.22593939393937,50.7989501953125,-29.323625564575195,7.577986114318032,0.8419649178673743,50.78632501360617,-28.924077281871828,0.012625181706333422,-0.3995482827033676,0.3997477022126933
