total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm
745,745,100.0,False,True,1.0,-1.0,0.0,0.0,37.33624105370476,-118.92069047605898,1.0,0.7688945247733272,0.9242056578105572,1.8915182444795469,2.4430030334372574,7.583994771272717
