total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm
761,761,100.0,False,True,1.0,-1.0,0.0,0.0,43.23940693872603,-117.76716278705644,1.0,1.0363447921903823,1.2178910792154543,2.1973331532373983,2.5350169344022664,7.393855017588177
