Test ID,Cycle Number,Cycle Start Time (s),Cycle End Time (s),Measured Cycle Duration (s),Centroid Start X (mm),Centroid End X (mm),Net Advance (mm),Total Forward Movement (mm),Total Backward Movement (mm),Maximum Backward Excursion (mm),Vertical Peak-to-Peak (mm),Mean Pitch Angle (deg),Pitch Peak-to-Peak (deg)
phase270_rep2,1,0.9329331246739698,3.931646739697444,2.9987136150234743,21.204544067382812,-107.05016326904295,128.25470733642578,128.29722328186034,0.2297051747639962,0.2297051747639962,3.192779541015625,0.6499243060490765,0.5367185274303427
phase270_rep2,2,3.931646739697444,6.963679394887846,3.032032655190402,-110.46776580810547,-244.87229357825382,134.40452777014835,134.34296745724146,0.0,0.0,1.91497802734375,0.6676431637414955,1.9143681542304205
phase270_rep2,3,6.963679394887846,9.96239300991132,2.9987136150234743,-245.2120246887207,-379.45338948567706,134.24136479695636,134.36219762166343,0.0,0.0,3.0785929361979356,0.4105688047598573,0.4454255647051989
