Test ID,Cycle Number,Cycle Start Time (s),Cycle End Time (s),Measured Cycle Duration (s),Centroid Start X (mm),Centroid End X (mm),Net Advance (mm),Total Forward Movement (mm),Total Backward Movement (mm),Maximum Backward Excursion (mm),Vertical Peak-to-Peak (mm),Mean Pitch Angle (deg),Pitch Peak-to-Peak (deg)
phase120_rep3,1,1.0662098883572568,4.098244258373206,3.032034370015949,20.554905149671768,-112.90916866726343,133.46407381693518,133.67952351040304,0.2440418667263451,0.2440418667263451,3.1952006022135606,0.6314911976978559,0.5093471894005938
phase120_rep3,2,4.098244258373206,7.09695956937799,2.9987153110047844,-114.60217709011503,-248.7325044208103,134.13032733069525,134.19691202375623,0.0,0.0,1.7941182454427462,0.5846136420991982,0.425782831048796
phase120_rep3,3,7.09695956937799,10.095674880382775,2.9987153110047844,-251.0772408114539,-397.4438069661458,146.36656615469192,146.36656615469192,0.0,0.0,2.2465006510416856,0.540769346946666,0.8431599486782932
