frame,time_s,x_px,y_px,area_px2,x_mm,y_mm,radius_px,radius_mm
32,1.066639175257732,1083.9180180180178,280.2608108108108,1480.0,13.351470793339514,17.471930678794866,133.87464281301087,21.98931863405529
33,1.099971649484536,1082.598081855693,279.5404260064681,1494.5,13.134667250561707,17.590256081342897,133.65385945041103,21.953054292972517
34,1.1333041237113402,1079.869325222485,277.9553903345725,1479.5,12.68646064607268,17.85060302758528,133.32811943652854,21.899550501615042
35,1.1666365979381443,1079.0319865319866,277.1925925925926,1485.0,12.548925210809482,17.975894884573925,133.46954976598752,21.922780864838767
36,1.1999690721649483,1076.7632817753868,275.3539565119928,1487.0,12.176283531016912,18.277896471871156,133.7102540281145,21.962317274462492
37,1.2333015463917525,1074.6737321937321,274.00034188034186,1462.5,11.833068635445999,18.500231806014053,133.7014814598715,21.96087635335689
38,1.2666340206185567,1073.0793107383315,272.9834531553121,1460.5,11.571180045619855,18.66725888239095,133.71238599836076,21.962667457081686
39,1.2999664948453609,1070.879459213815,271.5773687798228,1467.0,11.20984771931985,18.898212532083868,133.77396141923197,21.972781407872606
40,1.3332989690721648,1069.189344356413,270.71615570099897,1451.5,10.932241196182579,19.039669408488187,133.66582777324942,21.955020126523056
41,1.366631443298969,1066.971124097628,269.7238455368397,1454.5,10.567891749222213,19.202659381234465,133.44374006173683,21.918541542150813
42,1.3999639175257732,1065.806908462867,268.7245826137018,1447.5,10.376665778316998,19.366791365861065,133.7662969108363,21.97152248897845
43,1.4332963917525772,1062.300832208727,267.37381916329286,1482.0,9.80078205390424,19.58865838478387,133.3532144612363,21.903672436007046
44,1.4666288659793814,1060.2790148448044,266.3003823661718,1482.0,9.46869238179766,19.76497365457237,133.4281643593371,21.915983185498497
45,1.4999613402061855,1059.0670745524585,265.8738953093134,1471.0,9.269627490240369,19.835025455193477,133.29529928724284,21.894159691935954
46,1.5332938144329897,1056.950875987633,265.07305622352,1455.5,8.922035417857595,19.96656571899619,133.1439744040573,21.869304118066932
47,1.5666262886597937,1055.7043874643873,264.91293447293447,1462.5,8.717295873942419,19.992866205181507,132.7870867213572,21.81068422705125
48,1.5999587628865979,1051.6550714848586,263.0628166160081,1480.5,8.052183366802453,20.296753709279898,132.93911836884328,21.835655889113504
49,1.633291237113402,1050.8593292820165,262.6065721359442,1481.0,7.921480281578909,20.371693257474746,133.07286516307144,21.857624208227335
50,1.666623711340206,1048.4621212121212,261.4779411764706,1496.0,7.527731540417514,20.557074336868464,133.28220403898953,21.89200875744692
51,1.6999561855670102,1046.2454771596563,260.8785617367707,1474.0,7.163640990155379,20.655524238995728,133.10248401779498,21.862489195505034
52,1.7332886597938144,1044.2625309058214,260.06169925826026,1483.0,6.837936016505638,20.7896963939516,133.24170620868972,21.885356865230897
53,1.7666211340206186,1042.3744414655941,259.486036639857,1492.0,6.527811563970267,20.884250735803068,133.2132459374216,21.88068217882146
54,1.7999536082474226,1040.651844308667,259.0649468205476,1473.0,6.244869724008122,20.95341602368573,133.11301096394843,21.864218278536352
55,1.8332860824742268,1038.501795735129,258.1630751964085,1485.0,5.891717684392531,21.101551190237828,133.38335962211752,21.9086238706773
56,1.866618556701031,1035.5406558849954,257.2555031446541,1484.0,5.4053414273478495,21.25062266942202,133.4970900161956,21.927304434981423
57,1.899951030927835,1033.871112608061,257.1331536993376,1484.5,5.131113849081698,21.27071893919525,133.214297822177,21.880854954102624
58,1.933283505154639,1031.7625955915428,256.4393837156995,1482.0,4.784783494450576,21.384672776220754,133.41261575981142,21.913429280575958
59,1.9666159793814433,1030.094433175569,256.1826684696867,1479.0,4.51078272681128,21.426839038809252,133.30953075659545,21.896497254208015
60,1.9999484536082472,1027.7764572722128,255.7739671760045,1472.5,4.130048110800723,21.49396947355096,133.2527185226373,21.887165671403626
61,2.0332809278350514,1026.8895257361203,255.4055967633176,1483.0,3.9843668993036943,21.554475438009405,133.45042394388452,21.91963939019111
62,2.0666134020618556,1023.7961284547387,255.27705046436162,1489.5,3.4762669555598302,21.575589559904163,133.0498505166892,21.85384398232409
63,2.09994587628866,1022.177329227962,254.85220663701676,1461.5,3.21037424239029,21.645371455062953,133.22219891307566,21.882152732394886
64,2.133278350515464,1020.0702845949993,254.67841917271573,1446.5,2.864285731251495,21.67391657643039,133.10169853207645,21.86236017707866
65,2.166610824742268,1017.5042528735631,254.35137931034484,1450.0,2.442807190116823,21.727633871868896,133.1148681946321,21.86452333434395
66,2.199943298969072,1016.1573527710285,254.0194376952447,1440.5,2.221574737872349,21.78215629515211,133.30134703079952,21.895153052271343
67,2.233275773195876,1014.8841817560642,253.76756633640815,1463.5,2.012452513264084,21.82352693448958,133.42899413147327,21.91611947810412
68,2.2666082474226803,1011.8297460425919,253.6627946703109,1463.5,1.510752125950305,21.840736000383046,133.2877761543409,21.892923994398085
69,2.2999407216494845,1011.2536529680365,253.5522831050228,1460.0,1.4161270803622106,21.858887862235346,133.35954164910333,21.904711695923208
70,2.3332731958762887,1008.2379804934021,253.36660929432014,1452.5,0.9207936733233073,21.88938535227342,133.38408938213433,21.908743735987105
71,2.366605670103093,1007.1639381537062,253.38915416098226,1466.0,0.7443789413189285,21.885682289122855,133.32073503689995,21.8983375914407
72,2.3999381443298966,1004.4168113928447,253.12388560842885,1439.5,0.293154987301748,21.92925345841321,133.5208851017972,21.931212850408148
73,2.433270618556701,1002.4432562952742,253.0271357939519,1449.5,-0.031007460272113326,21.945144910697348,133.60583917828419,21.945166816729788
74,2.466603092783505,1000.5554034006618,252.79824261097795,1460.5,-0.341093059468352,21.982741314525725,133.85070894896313,21.985387423845268
75,2.499935567010309,999.0752468505277,252.79718533651115,1468.5,-0.5842132898964812,21.982914975083435,133.8829101486869,21.990676569169928
76,2.5332680412371134,997.6748846110547,252.90341100979398,1480.5,-0.8142270612861914,21.965467084072472,133.8212761339257,21.980552994153758
77,2.5666005154639175,995.4245239733883,253.07031429226885,1453.0,-1.1838556635622695,21.938052710578784,133.75685745292878,21.96997202921027
78,2.5999329896907217,994.8925572952121,252.79702745631948,1469.0,-1.2712328138823294,21.982940907386727,134.05940721257147,22.019666750537983
79,2.6332654639175255,990.9413982179575,253.0910440941284,1459.0,-1.920222750273386,21.93464777736117,134.05253697016485,22.01853829225643
80,2.6665979381443297,989.8264008250258,253.38741835682364,1454.5,-2.10336447475636,21.885967400253147,133.85935559495547,21.986807661836917
81,2.699930412371134,988.1211703958692,253.5887550200803,1452.5,-2.383453776683273,21.852897238883966,133.8330832174447,21.98249234365403
82,2.733262886597938,985.4478068684122,253.9010540632438,1470.5,-2.822561894506771,21.801601167985574,133.83954989700297,21.983554515506167
83,2.7665953608247422,983.028600269179,254.29542395693136,1486.0,-3.2199239612459425,21.736824709428845,133.78148884878075,21.97401781114783
84,2.7999278350515464,981.161908038069,254.8968008255934,1453.5,-3.526533856884859,21.6380467234989,133.47415775038934,21.923537740339185
85,2.8332603092783506,979.4239836009566,255.22343696617696,1463.5,-3.8119932493924695,21.58439574059602,133.44304130253101,21.91842676881882
86,2.8665927835051543,977.6871284865111,255.51886145404663,1458.0,-4.097277002388732,21.535871366901574,133.46581639658697,21.922167647521416
87,2.8999252577319585,975.2966746112812,255.72488934286687,1468.5,-4.489916346464236,21.502030657417123,133.7314992323648,21.965806864095672
88,2.9332577319587627,973.5680863145939,255.8281658148779,1467.5,-4.773842249415463,21.485067181715277,133.99468763819047,22.009036362937906
89,2.966590206185567,971.8035589672016,256.21167713421727,1433.0,-5.063671251121985,21.422074277132896,134.0152046207476,22.012406339935627
90,2.999922680412371,970.7174263351749,256.3408149171271,1448.0,-5.242071850538265,21.400863002193656,134.14378277633406,22.033525694379165
91,3.0332551546391753,968.5475451305047,256.87650914108315,1449.5,-5.598481460341564,21.312873591103717,134.15833278836908,22.035915578258923
92,3.0665876288659795,966.7030344357313,257.05477895215364,1466.5,-5.901447970944663,21.28359223060039,134.466975106941,22.086611020983735
93,3.099920103092783,964.5387544802867,257.91151433691755,1488.0,-6.25693755846904,21.142870829110215,134.23962941669967,22.049268797559257
94,3.1332525773195874,963.6326025857222,258.2467678471051,1482.5,-6.405775772500818,21.087804416951816,134.17876007374133,22.039270822220296
95,3.1665850515463916,961.2417407154248,259.05969469127365,1463.0,-6.798482131011252,20.954278701947167,134.11958941643172,22.029551861183105
96,3.1999175257731958,960.3530152191325,259.31708433459204,1456.5,-6.9444580059458065,20.91200166754313,134.15221784812272,22.034911180662185
97,3.23325,957.1071508630351,260.2628334454158,1487.0,-7.477601132003222,20.75665948989993,134.32011773306746,22.062489249152932
98,3.266582474226804,956.2856977283263,260.52978674084375,1438.0,-7.612527316249219,20.71281159645102,134.35015226742055,22.067422513078334
99,3.2999149484536083,952.9469960565993,261.5670378102528,1437.0,-8.160919254715127,20.54243994286903,134.57361688906897,22.104127259142373
100,3.333247422680412,952.6875934230193,261.8807634816603,1449.5,-8.203526928912789,20.490909543927852,134.3783026736231,22.07204630320512
101,3.3665798969072163,949.0141893463596,263.41288671784133,1433.0,-8.806894758817153,20.23925362672715,134.38017206060854,22.072353355722385
102,3.3999123711340205,947.2544627231362,264.1046552327616,1428.5,-9.095935226928331,20.125628537046534,134.46126562943687,22.08567322187978
103,3.4332448453608246,946.4185016893858,264.7255039030642,1430.5,-9.233244377866388,20.02365224827405,134.24366018689454,22.04993086386467
104,3.466577319587629,944.5149948293691,265.4396185223486,1450.5,-9.545901188652287,19.90635674275688,134.40754319038209,22.07684914731755
105,3.499909793814433,942.9567901234567,266.2457488935476,1431.0,-9.801841066850512,19.77394736917862,134.3658696595496,22.070004142701087
106,3.533242268041237,940.2999541179169,267.465014911677,1453.0,-10.238234488761242,19.5736792048051,134.48516353892742,22.089598526444064
107,3.566574742268041,939.4178710713466,268.08350539114474,1453.0,-10.383119321057858,19.472090256073844,134.35019770711983,22.067429976687613
108,3.599907216494845,938.5597246127367,268.5173838209983,1452.5,-10.524072495733483,19.400824399881646,134.37455976372632,22.07143151883215
109,3.6332396907216493,936.3681677552423,269.41423169474047,1454.5,-10.884042397661828,19.253514399663484,134.6517827466523,22.116966239793136
110,3.6665721649484535,935.2939311594201,270.1911231884058,1472.0,-11.060489036827772,19.125907600949887,134.5105720816966,22.093771957134436
111,3.6999046391752577,932.546542400184,271.6060292256357,1448.5,-11.51175602487754,18.89350496639456,134.6964877923827,22.124309179983005
112,3.733237113402062,932.1205747126436,272.0357471264368,1450.0,-11.581722517503183,18.822922489796138,134.55244360165983,22.10064948206983
113,3.7665695876288656,930.2775242775242,273.6458406458406,1424.5,-11.884449176001768,18.55845971563023,134.1686908023734,22.037616913669208
114,3.79990206185567,928.5114396339317,274.5177754311862,1420.5,-12.174533968361668,18.41524176620974,134.4010814844126,22.075787792392546
115,3.833234536082474,926.1521612489804,275.75952464173366,1430.5,-12.562052643019083,18.211280668868447,134.69247746808574,22.12365047197872
116,3.866567010309278,924.8153370013755,276.9957588262265,1454.0,-12.781630105342357,18.008225431387114,134.44600548338065,22.083166696319886
117,3.8998994845360824,922.6395589248793,278.4147714220078,1451.0,-13.139008294338849,17.775148282057533,134.5732028491189,22.104059251817027
118,3.9332319587628866,920.3478061107281,280.37043418332183,1451.0,-13.515435687921153,17.45392470531674,134.39640447854185,22.07501957990522
119,3.9665644329896907,918.8584173328699,281.4357548372147,1438.5,-13.760072339927435,17.278942536821923,134.478422294981,22.088491256553265
120,3.9998969072164945,916.8018264840182,283.07956621004564,1460.0,-14.097873663053628,17.008941502332135,134.4994628983634,22.091947239869498
121,4.033229381443299,915.4481456043956,283.8041437728938,1456.0,-14.320219878628048,16.889927426404334,134.81384071645635,22.143584755893954
122,4.066561855670103,913.922103325279,285.4908526061443,1448.5,-14.570876980073354,16.612880353128283,134.5330959161125,22.097471565674372
123,4.099894329896907,912.2533702039406,286.5652724968314,1446.5,-14.844971487810449,16.436403607221404,134.83998449111988,22.14787895066672
124,4.133226804123711,911.2673658096526,287.61344158773113,1478.0,-15.006925718611729,16.2642386352905,134.73063621854538,22.129918163192706
125,4.166559278350515,908.9614071038251,289.6286429872495,1464.0,-15.385686473254703,15.933235655527573,134.8480665758384,22.149206457746242
126,4.19989175257732,907.9623674307219,290.6889040939674,1461.5,-15.5497817883818,15.759084533096722,134.787184412634,22.139206376642743
127,4.233224226804124,905.5913903432227,293.30994764397906,1432.5,-15.93922201063424,15.328570131236143,134.63301686892947,22.113883887108386
128,4.266556701030928,904.3746671297904,294.3229130485122,1439.5,-16.139072511576256,15.162187472223819,134.8170361237218,22.144109611288894
129,4.299889175257732,902.4711848778238,295.9547026279391,1446.0,-16.451725280414824,14.894161053988157,135.1100320606191,22.19223508807479
130,4.333221649484536,901.2362720992858,297.58693361433086,1423.5,-16.65456347293548,14.626062133311462,134.94544987405496,22.165201961667847
131,4.36655412371134,900.3879040667362,298.56633066852044,1438.5,-16.793910511289386,14.4651931782853,134.94284951877904,22.164774845378144
132,4.399886597938144,898.3344847438111,301.02544617156013,1447.5,-17.131190901603425,14.061275952303879,134.93185361253097,22.162968734220136
133,4.433219072164948,897.0436115040075,302.4282178217822,1414.0,-17.343220770664328,13.830866427845713,135.05307778622796,22.182880174695807
134,4.466551546391752,895.2685218218575,305.2927815435842,1401.5,-17.634784668088425,13.360353094605744,134.69643391363275,22.1243003302339
135,4.499884020618556,894.0939017169921,306.6094730609828,1407.5,-17.827719604960134,13.144082494658933,134.84904844208415,22.149367732273518
136,4.533216494845361,893.5789165789165,307.3868023868024,1424.5,-17.912307485495248,13.016403780677845,134.80547965519088,22.142211426065227
137,4.566548969072165,891.2060862413347,310.21654329690983,1418.5,-18.302052109729413,12.551610200529248,135.11177846246528,22.19252193990761
138,4.599881443298969,890.4444055127306,311.63851903760803,1427.0,-18.427160493862242,12.318046345604284,134.9452207473785,22.165164326912002
139,4.633213917525773,888.679706601467,313.77541040866225,1431.5,-18.71701767545819,11.967055416649156,135.25286837192363,22.215696388107354
140,4.666546391752577,887.9080216419665,315.81592566454947,1417.0,-18.843769285046182,11.631894558726074,134.8207506245952,22.144719729393078
141,4.6998788659793815,887.1469740634005,316.9101825168107,1388.0,-18.96877367235302,11.452159531343185,134.90014256619347,22.157760098084996
142,4.733211340206186,885.1151262450775,319.38441047023395,1439.0,-19.302510877205332,11.04576003926684,135.39784085234086,22.239508560435738
143,4.76654381443299,884.6265060240963,321.0875502008032,1452.5,-19.382768239648527,10.766014140963186,134.98699962630906,22.172026635275063
144,4.799876288659793,883.1233262861169,324.13589382194033,1419.0,-19.629670098941272,10.265314398407012,134.86363451389923,22.151763539082197
145,4.833208762886597,882.5988461085599,325.4150476863299,1415.5,-19.7158175686877,10.055209472522485,134.74266102924733,22.131893275047222
146,4.866541237113402,881.2407472270869,327.69877408056044,1427.5,-19.938889454548683,9.68010044290678,134.9409835275024,22.164468350616414
147,4.899873711340206,880.7023599859106,329.0098626276858,1419.5,-20.027321201935468,9.464750147926216,134.86012504951967,22.151187098847846
148,4.93320618556701,879.1737501463529,331.9638215665613,1423.5,-20.27840003301878,8.979553377470017,135.02092365164575,22.17759875996428
149,4.966538659793814,878.2395035954534,334.0951055439573,1437.0,-20.431852880091473,8.629483480035622,135.03227596475858,22.179463412037492
150,4.999871134020618,877.5112233445566,336.1575757575758,1485.0,-20.55147513383094,8.290716453304123,134.9183825284678,22.16075606755237
151,5.0332036082474225,876.6076726935559,338.09075104311546,1438.0,-20.699886085669032,7.973186513085441,135.049896049865,22.182357564788326
152,5.066536082474227,875.8676236044656,340.16769195716563,1463.0,-20.821441406997334,7.632042629647071,135.01194799093025,22.17612448030028
153,5.099868556701031,875.2069204152249,342.6814302191465,1445.0,-20.929963922131464,7.219153448814529,134.7920114905241,22.139999238917227
154,5.133201030927835,874.32631700023,344.33160800552105,1449.0,-21.07460572042635,6.948106711471496,135.09904369458502,22.19043021541994
155,5.166533505154639,874.1287186694775,346.95432185523543,1423.0,-21.10706184927327,6.517317957787408,134.48972900987752,22.090348418980295
156,5.1998659793814435,873.1789410348977,349.69651022864014,1385.0,-21.263065724237453,6.066905148980739,134.61944913031752,22.111655344636016
157,5.233198453608248,872.8045610303674,351.2832328961361,1410.5,-21.324558782495945,5.806281108562713,134.55395871022282,22.100898343275034
158,5.266530927835051,872.2079990698755,354.0029066387629,1433.5,-21.422545905065036,5.35956639657035,134.4438238650653,22.082808358853836
159,5.299863402061855,871.9987268518518,356.1358796296296,1440.0,-21.456919505522055,5.009219073518946,134.14591256787918,22.033875519140043
160,5.333195876288659,871.1276096645554,359.57682383298146,1421.0,-21.60000316196786,4.444033487214948,134.2588617243149,22.052427762777263
161,5.3665283505154635,870.4495988838507,361.8187420067434,1433.5,-21.711368501818388,4.075791585399475,134.4913972243122,22.090622428292168
162,5.399860824742268,870.4011079679395,363.9330504479019,1414.0,-21.719333282738983,3.7285099715971852,134.16519128745878,22.037042107664835
163,5.433193298969072,869.7865194386933,366.7073844030366,1449.0,-21.82028132423858,3.2728171528910672,134.33151089818682,22.064360611292884
164,5.466525773195876,869.4980432780847,369.4502762430939,1448.0,-21.867664413975838,2.8222887975399003,134.23822210867738,22.049037642921842
165,5.49985824742268,869.0969275362319,370.51849275362315,1437.5,-21.93354889868035,2.646830975755124,134.50389263827196,22.092674838167945
166,5.5331907216494844,868.8117497691596,374.0904893813481,1444.0,-21.980390217213383,2.0601196288085353,134.4067680925671,22.07672183513603
167,5.566523195876289,868.848026868178,376.5973371716445,1389.5,-21.974431592990964,1.6483622289781685,134.159875341253,22.036168947277595
168,5.599855670103093,868.5710843373494,379.8624211130235,1452.5,-22.01992024883909,1.1120622273848653,134.23180344719472,22.04798335818516
169,5.633188144329897,868.6320018365471,382.09641873278235,1452.0,-22.00991436369084,0.7451213007359541,134.07679885338663,22.022523380616825
170,5.666520618556701,868.6555396027757,385.52715960756154,1393.0,-22.006048213756415,0.181611642288033,133.98105769883648,22.00679760380384
171,5.699853092783505,868.725041108762,387.1681935635424,1419.0,-21.994632379296903,-0.08793319300814045,133.90806392902945,21.994808154354256
172,5.733185567010309,868.9525856921056,390.09960587603007,1395.5,-21.957257487073402,-0.5694266112734537,133.7243941558099,21.964639833588606
173,5.766518041237113,869.0994314885717,392.31326139923425,1436.5,-21.933137616867104,-0.9330262864842576,133.65337010408126,21.952973916344487
174,5.799850515463917,868.8665731978034,392.4203762121743,1426.5,-21.971385301751212,-0.9506202213973511,133.8906057142637,21.991940589300864
175,5.833182989690721,868.8295032497678,392.36525069637884,1436.0,-21.9774741538443,-0.9415656871986234,133.92527015952925,21.99763433022297
176,5.866515463917525,869.1214985994397,392.3656629318394,1428.0,-21.9295130265637,-0.9416333981310576,133.6335606834419,21.949720158551063
177,5.89984793814433,869.0393991912189,392.27244367417677,1442.5,-21.942998104910895,-0.9263218505780506,133.71162037916716,21.962541701792656
178,5.933180412371134,868.9948932219127,392.5045264623955,1436.0,-21.95030834619056,-0.9644421568017624,133.76607311369264,21.97148572961463
179,5.966512886597938,868.982923976608,392.6341520467836,1425.0,-21.952274331258995,-0.9857335546224539,133.78378292953016,21.974394620911884
180,5.999845360824742,869.1826036193811,392.3645067133683,1427.5,-21.919476340561054,-0.9414434857186945,133.57246232417376,21.939684566584315
181,6.033177835051546,869.0708798882681,392.2675744878957,1432.0,-21.937827304349323,-0.9255220718718382,133.67996237295566,21.95734177766008
182,6.0665103092783506,868.9463026166097,392.3229806598407,1465.0,-21.958289501397974,-0.9346227046996277,133.80677372955608,21.97817092997833
183,6.099842783505155,869.3716968011126,392.36474269819195,1438.0,-21.888417208396422,-0.941482246946143,133.38355370015984,21.90865574858803
184,6.133175257731959,869.3690972222222,392.3704861111111,1440.0,-21.888844197162445,-0.9424256200455808,133.38639780840202,21.909122902046317
185,6.166507731958762,869.0793540945789,392.42975778546713,1445.0,-21.936435390101614,-0.9521611734409221,133.6784305145139,21.95709016523617
186,6.199840206185566,869.4245131729667,392.309049255441,1455.0,-21.879741958136997,-0.9323344290118011,133.3284034827595,21.899597157075316
187,6.233172680412371,869.1765385059462,392.2234153100104,1443.5,-21.920472553951956,-0.9182687921413872,133.5725421987691,21.939697686230357
188,6.266505154639175,869.194136657433,392.1827100646352,1444.0,-21.91758200386508,-0.9115828313662558,133.55326175208427,21.93653081402326
189,6.299837628865979,869.2243433992826,392.3796135601064,1440.5,-21.91262045433284,-0.9439248313977544,133.53141030021044,21.9329416463678
190,6.333170103092783,869.3661316585251,392.41567806466617,1433.0,-21.889331300049854,-0.9498485363315676,133.39131216686056,21.909930100420528
191,6.366502577319587,869.6463798530955,392.38300104931795,1429.5,-21.84329967884408,-0.9444812368385233,133.10991240026584,21.863709329995444
192,6.3998350515463915,869.6249267206002,390.5042795169421,1421.5,-21.846823421326036,-0.6358954917562747,133.06343921253475,21.856075967086035
193,6.433167525773196,869.3879400487975,385.9663064947136,1434.5,-21.88574920539384,0.10948042590654336,133.2457619554067,21.886023034006286
194,6.4665,869.5160200396131,381.52510777117556,1430.5,-21.8647116760342,0.8389608696784266,133.21397206950508,21.880801448232145
195,6.499832474226804,869.7689955304633,379.0645730416373,1417.0,-21.823159679643958,1.243111207943364,133.07842017723456,21.858536636256147
196,6.533164948453608,869.7960426179603,375.7663037115091,1423.5,-21.8187171129816,1.7848620109122415,133.27971521823332,21.89159996104245
197,6.5664974226804125,870.2035470988959,373.8556495184402,1419.0,-21.751783258385895,2.0986927929638455,133.04345536785914,21.852793559612355
198,6.599829896907217,870.2594405594406,371.0158508158508,1430.0,-21.742602586918533,2.56513839622148,133.29063782229173,21.893394032092107
199,6.63316237113402,870.7530206112295,368.79637526652454,1407.0,-21.661530557128987,2.929694028484104,133.07972775199232,21.8587514094005
200,6.666494845360824,870.9264531435349,366.5935943060498,1405.0,-21.633043734425005,3.291507523580144,133.22136350992088,21.88201551487727
201,6.699827319587628,871.6467608951707,363.3796230859835,1415.0,-21.514730988019227,3.819412104714554,133.03328220768947,21.85112258700854
202,6.7331597938144325,871.8486140724947,361.94847192608387,1407.0,-21.481575987638212,4.0544830502444436,133.09252896812143,21.860854048215824
203,6.766492268041237,872.1930986406413,359.5363076565586,1434.5,-21.424993346039148,4.450688392837664,133.22363995116578,21.88238942729888
204,6.799824742268041,872.8643870667596,357.0975808327518,1433.0,-21.31473217344438,4.8512567160339195,133.0863405854044,21.859837587469155
205,6.833157216494845,873.1771863982713,354.0942795405436,1465.5,-21.263353928658052,5.344558118605566,133.48151864280658,21.924746789382326
206,6.866489690721649,874.1767974991317,352.1855968507583,1439.5,-21.099164754777973,5.658065075226296,132.9938370160544,21.844643593905598
207,6.8998221649484535,874.6157068062827,349.8635253054101,1432.5,-21.027072561636693,6.039472412932912,133.19220276399665,21.877225773367893
208,6.933154639175258,875.550487465181,346.80663881151344,1436.0,-20.873531985695223,6.54157534841056,133.17599680415705,21.874563895007693
209,6.966487113402062,876.192027729636,344.52536106296935,1442.5,-20.768157039437618,6.916282180499608,133.2670826883194,21.889525029452756
210,6.999819587628866,877.0179048947796,342.87141030112775,1433.5,-20.632504194691677,7.18794864057728,133.01869238630962,21.848726164322404
211,7.03315206185567,878.1418289085545,340.1603539823009,1412.5,-20.447896245493382,7.633247914412276,132.88153931636626,21.826198354027248
212,7.066484536082474,878.5924364828473,338.42629668657065,1423.5,-20.373882576273868,7.918072117146315,133.07777029211715,21.858429890642324
213,7.099817010309278,879.8067117277362,335.60749436736626,1405.5,-20.17443416163569,8.381069000357238,133.00242881457152,21.846054823032055
214,7.133149484536082,880.6524076671341,332.7185600748013,1426.0,-20.035526022736526,8.85558527421792,133.36333532978458,21.90533481955247
