frame,time_s,x_px,y_px,area_px2
98,3.266582474226804,956.2856977283263,260.52978674084375,1438.0
99,3.2999149484536083,952.9469960565993,261.5670378102528,1437.0
100,3.333247422680412,952.6875934230193,261.8807634816603,1449.5
101,3.3665798969072163,949.0141893463596,263.41288671784133,1433.0
102,3.3999123711340205,947.2544627231362,264.1046552327616,1428.5
103,3.4332448453608246,946.4185016893858,264.7255039030642,1430.5
104,3.466577319587629,944.5149948293691,265.4396185223486,1450.5
105,3.499909793814433,942.9567901234567,266.2457488935476,1431.0
106,3.533242268041237,940.2999541179169,267.465014911677,1453.0
107,3.566574742268041,939.4178710713466,268.08350539114474,1453.0
108,3.599907216494845,938.5597246127367,268.5173838209983,1452.5
109,3.6332396907216493,936.3681677552423,269.41423169474047,1454.5
110,3.6665721649484535,935.2939311594201,270.1911231884058,1472.0
111,3.6999046391752577,932.546542400184,271.6060292256357,1448.5
112,3.733237113402062,932.1205747126436,272.0357471264368,1450.0
113,3.7665695876288656,930.2775242775242,273.6458406458406,1424.5
114,3.79990206185567,928.5114396339317,274.5177754311862,1420.5
115,3.833234536082474,926.1521612489804,275.75952464173366,1430.5
116,3.866567010309278,924.8153370013755,276.9957588262265,1454.0
117,3.8998994845360824,922.6395589248793,278.4147714220078,1451.0
118,3.9332319587628866,920.3478061107281,280.37043418332183,1451.0
119,3.9665644329896907,918.8584173328699,281.4357548372147,1438.5
120,3.9998969072164945,916.8018264840182,283.07956621004564,1460.0
121,4.033229381443299,915.4481456043956,283.8041437728938,1456.0
122,4.066561855670103,913.922103325279,285.4908526061443,1448.5
123,4.099894329896907,912.2533702039406,286.5652724968314,1446.5
124,4.133226804123711,911.2673658096526,287.61344158773113,1478.0
125,4.166559278350515,908.9614071038251,289.6286429872495,1464.0
126,4.19989175257732,907.9623674307219,290.6889040939674,1461.5
127,4.233224226804124,905.5913903432227,293.30994764397906,1432.5
128,4.266556701030928,904.3746671297904,294.3229130485122,1439.5
129,4.299889175257732,902.4711848778238,295.9547026279391,1446.0
130,4.333221649484536,901.2362720992858,297.58693361433086,1423.5
131,4.36655412371134,900.3879040667362,298.56633066852044,1438.5
132,4.399886597938144,898.3344847438111,301.02544617156013,1447.5
133,4.433219072164948,897.0436115040075,302.4282178217822,1414.0
134,4.466551546391752,895.2685218218575,305.2927815435842,1401.5
135,4.499884020618556,894.0939017169921,306.6094730609828,1407.5
136,4.533216494845361,893.5789165789165,307.3868023868024,1424.5
137,4.566548969072165,891.2060862413347,310.21654329690983,1418.5
138,4.599881443298969,890.4444055127306,311.63851903760803,1427.0
139,4.633213917525773,888.679706601467,313.77541040866225,1431.5
140,4.666546391752577,887.9080216419665,315.81592566454947,1417.0
141,4.6998788659793815,887.1469740634005,316.9101825168107,1388.0
142,4.733211340206186,885.1151262450775,319.38441047023395,1439.0
143,4.76654381443299,884.6265060240963,321.0875502008032,1452.5
144,4.799876288659793,883.1233262861169,324.13589382194033,1419.0
145,4.833208762886597,882.5988461085599,325.4150476863299,1415.5
146,4.866541237113402,881.2407472270869,327.69877408056044,1427.5
147,4.899873711340206,880.7023599859106,329.0098626276858,1419.5
148,4.93320618556701,879.1737501463529,331.9638215665613,1423.5
149,4.966538659793814,878.2395035954534,334.0951055439573,1437.0
150,4.999871134020618,877.5112233445566,336.1575757575758,1485.0
151,5.0332036082474225,876.6076726935559,338.09075104311546,1438.0
152,5.066536082474227,875.8676236044656,340.16769195716563,1463.0
153,5.099868556701031,875.2069204152249,342.6814302191465,1445.0
154,5.133201030927835,874.32631700023,344.33160800552105,1449.0
155,5.166533505154639,874.1287186694775,346.95432185523543,1423.0
156,5.1998659793814435,873.1789410348977,349.69651022864014,1385.0
157,5.233198453608248,872.8045610303674,351.2832328961361,1410.5
158,5.266530927835051,872.2079990698755,354.0029066387629,1433.5
159,5.299863402061855,871.9987268518518,356.1358796296296,1440.0
160,5.333195876288659,871.1276096645554,359.57682383298146,1421.0
161,5.3665283505154635,870.4495988838507,361.8187420067434,1433.5
162,5.399860824742268,870.4011079679395,363.9330504479019,1414.0
163,5.433193298969072,869.7865194386933,366.7073844030366,1449.0
164,5.466525773195876,869.4980432780847,369.4502762430939,1448.0
165,5.49985824742268,869.0969275362319,370.51849275362315,1437.5
166,5.5331907216494844,868.8117497691596,374.0904893813481,1444.0
167,5.566523195876289,868.848026868178,376.5973371716445,1389.5
168,5.599855670103093,868.5710843373494,379.8624211130235,1452.5
169,5.633188144329897,868.6320018365471,382.09641873278235,1452.0
170,5.666520618556701,868.6555396027757,385.52715960756154,1393.0
171,5.699853092783505,868.725041108762,387.1681935635424,1419.0
172,5.733185567010309,868.9525856921056,390.09960587603007,1395.5
173,5.766518041237113,869.0994314885717,392.31326139923425,1436.5
174,5.799850515463917,868.8665731978034,392.4203762121743,1426.5
175,5.833182989690721,868.8295032497678,392.36525069637884,1436.0
176,5.866515463917525,869.1214985994397,392.3656629318394,1428.0
177,5.89984793814433,869.0393991912189,392.27244367417677,1442.5
178,5.933180412371134,868.9948932219127,392.5045264623955,1436.0
179,5.966512886597938,868.982923976608,392.6341520467836,1425.0
180,5.999845360824742,869.1826036193811,392.3645067133683,1427.5
181,6.033177835051546,869.0708798882681,392.2675744878957,1432.0
182,6.0665103092783506,868.9463026166097,392.3229806598407,1465.0
183,6.099842783505155,869.3716968011126,392.36474269819195,1438.0
184,6.133175257731959,869.3690972222222,392.3704861111111,1440.0
185,6.166507731958762,869.0793540945789,392.42975778546713,1445.0
186,6.199840206185566,869.4245131729667,392.309049255441,1455.0
187,6.233172680412371,869.1765385059462,392.2234153100104,1443.5
188,6.266505154639175,869.194136657433,392.1827100646352,1444.0
189,6.299837628865979,869.2243433992826,392.3796135601064,1440.5
190,6.333170103092783,869.3661316585251,392.41567806466617,1433.0
191,6.366502577319587,869.6463798530955,392.38300104931795,1429.5
192,6.3998350515463915,869.6249267206002,390.5042795169421,1421.5
193,6.433167525773196,869.3879400487975,385.9663064947136,1434.5
194,6.4665,869.5160200396131,381.52510777117556,1430.5
195,6.499832474226804,869.7689955304633,379.0645730416373,1417.0
196,6.533164948453608,869.7960426179603,375.7663037115091,1423.5
197,6.5664974226804125,870.2035470988959,373.8556495184402,1419.0
198,6.599829896907217,870.2594405594406,371.0158508158508,1430.0
199,6.63316237113402,870.7530206112295,368.79637526652454,1407.0
200,6.666494845360824,870.9264531435349,366.5935943060498,1405.0
201,6.699827319587628,871.6467608951707,363.3796230859835,1415.0
202,6.7331597938144325,871.8486140724947,361.94847192608387,1407.0
203,6.766492268041237,872.1930986406413,359.5363076565586,1434.5
204,6.799824742268041,872.8643870667596,357.0975808327518,1433.0
205,6.833157216494845,873.1771863982713,354.0942795405436,1465.5
206,6.866489690721649,874.1767974991317,352.1855968507583,1439.5
207,6.8998221649484535,874.6157068062827,349.8635253054101,1432.5
208,6.933154639175258,875.550487465181,346.80663881151344,1436.0
209,6.966487113402062,876.192027729636,344.52536106296935,1442.5
210,6.999819587628866,877.0179048947796,342.87141030112775,1433.5
211,7.03315206185567,878.1418289085545,340.1603539823009,1412.5
212,7.066484536082474,878.5924364828473,338.42629668657065,1423.5
213,7.099817010309278,879.8067117277362,335.60749436736626,1405.5
214,7.133149484536082,880.6524076671341,332.7185600748013,1426.0
215,7.166481958762886,881.5434960777426,330.60344221988055,1423.5
216,7.19981443298969,882.4679888656924,328.67861285084666,1437.0
217,7.2331469072164944,882.7311940472038,327.6034182071852,1433.5
218,7.266479381443299,884.3624439074905,324.6925555172017,1448.5
219,7.299811855670103,885.4239594142741,323.0775971405511,1445.5
220,7.333144329896907,886.5323976608186,320.780350877193,1425.0
221,7.366476804123711,887.7185055458259,318.95341506129597,1427.5
222,7.399809278350515,889.1286695075756,316.9197443181818,1408.0
223,7.43314175257732,890.4819262922406,314.63369833980926,1415.5
224,7.466474226804124,891.4926264044943,312.90472846441946,1424.0
225,7.499806701030928,893.1621460861288,310.3357125862479,1401.0
226,7.533139175257731,893.8058413148871,309.4816128650822,1409.5
227,7.566471649484535,895.7732769754607,307.1671950217212,1419.5
228,7.59980412371134,896.7336167198016,305.57976148305585,1411.5
229,7.633136597938144,898.4008790191996,303.0545917187138,1441.0
230,7.666469072164948,899.1412133891214,301.69153881915383,1434.0
231,7.699801546391752,900.7171964140178,299.85399930143205,1431.5
232,7.733134020618556,902.6691288544963,297.84746160159455,1421.5
233,7.766466494845361,904.5506648326455,295.88915635029804,1454.0
234,7.799798969072165,906.1184375355881,294.34950461223093,1463.5
235,7.833131443298969,906.7001506198585,293.6864789711505,1438.5
236,7.866463917525773,908.4034478768945,291.998264491496,1440.5
237,7.899796391752577,910.0618721461186,290.5567351598173,1460.0
238,7.9331288659793815,911.9439871970735,288.8702560585277,1458.0
239,7.966461340206186,913.4651613638955,287.4599156118143,1461.5
240,7.999793814432989,915.2924137931035,285.57114942528733,1450.0
241,8.033126288659794,917.2016374269006,283.8693567251462,1425.0
242,8.066458762886597,918.9621666079191,282.8464340265538,1418.5
243,8.099791237113402,921.0523909985935,280.9198312236287,1422.0
244,8.133123711340206,922.2077982182112,280.0392224921902,1440.5
245,8.16645618556701,922.949167791273,279.4997750787224,1482.0
246,8.199788659793814,925.3885648942252,277.19165237278446,1457.5
247,8.233121134020617,926.9866066274101,275.9832582842628,1443.5
248,8.266453608247422,928.3734663456025,275.46038298360276,1453.5
249,8.299786082474226,930.4334812791624,273.68237168544437,1464.5
250,8.33311855670103,932.4473744292236,272.70616438356166,1460.0
251,8.366451030927834,934.0780043783845,271.5617006567577,1446.5
252,8.39978350515464,935.913289458492,270.89724050340607,1443.5
253,8.433115979381443,938.6984671699839,269.0376344086021,1457.0
254,8.466448453608248,940.25746097337,268.09228650137743,1452.0
255,8.499780927835051,942.3560817084493,267.5904131847725,1436.0
256,8.533113402061856,943.8929600184352,266.538080424012,1446.5
257,8.56644587628866,945.8471493529206,265.54692783024365,1429.5
258,8.599778350515464,946.2692441657958,265.1627771972599,1435.5
259,8.633110824742268,948.7938489998843,264.1129610359579,1441.5
260,8.666443298969073,949.5522797394583,263.70574791452407,1458.5
261,8.699775773195876,951.5537377868666,262.7500568052715,1467.0
262,8.73310824742268,953.2754606081156,261.9380580987905,1474.5
263,8.766440721649484,955.1940484272459,261.1774157049106,1473.0
264,8.799773195876288,956.844702137335,260.3613005911778,1466.0
265,8.833105670103093,958.7316017316017,259.6835269993165,1463.0
266,8.866438144329896,960.612265758092,259.2013628620102,1467.5
267,8.899770618556701,962.6670081967213,258.3507513661202,1464.0
268,8.933103092783504,965.1931870141746,257.8190443529949,1458.0
269,8.96643556701031,966.1917145108634,257.4284588539908,1480.5
270,8.999768041237113,969.4233445566778,256.7645342312009,1485.0
271,9.033100515463918,970.1607508532423,256.60204778157,1465.0
272,9.066432989690721,972.1259005145797,256.2077758719268,1457.5
273,9.099765463917526,974.1949664047374,255.5166837490035,1463.5
274,9.13309793814433,975.4278489548213,255.5708024275118,1483.0
275,9.166430412371133,977.1514330850823,255.177048070413,1477.0
276,9.199762886597938,979.147025431426,254.64180290644865,1468.0
277,9.233095360824741,981.8736338797814,254.07354280510015,1464.0
278,9.266427835051546,983.0229258880943,254.00397230734308,1468.5
279,9.29976030927835,985.3849287169043,253.64120841819417,1473.0
280,9.333092783505155,987.4092331768387,253.53632908562483,1491.0
281,9.366425257731958,989.1961898395722,253.29188948306592,1496.0
282,9.399757731958763,990.1990505256019,253.38634565389395,1474.5
283,9.433090206185566,993.0705816554809,253.19194630872482,1490.0
284,9.466422680412371,995.0327999092043,253.12280104414936,1468.5
285,9.499755154639175,996.5581368469717,253.1190476190476,1442.0
286,9.53308762886598,998.1082339579783,252.73242475865985,1467.5
287,9.566420103092783,999.9731109598366,252.82108009984114,1469.0
288,9.599752577319586,1002.1342403628117,252.55861678004533,1470.0
289,9.633085051546391,1003.8102355072463,252.6370018115942,1472.0
290,9.666417525773195,1005.5642745361055,252.49239883746924,1491.0
291,9.69975,1007.8487013723487,252.516955880685,1469.5
292,9.733082474226803,1009.7556844020008,252.57730786721237,1466.0
293,9.766414948453608,1010.2074841681059,252.83937823834196,1447.5
294,9.799747422680412,1013.8412698412698,253.17210884353742,1470.0
295,9.833079896907217,1015.2588604755495,253.28802153432034,1486.0
296,9.86641237113402,1017.7173839376483,253.6657630181859,1475.5
297,9.899744845360825,1018.0917317045582,253.68465105757267,1473.5
298,9.933077319587628,1021.0636842695368,254.01681802892702,1486.5
299,9.966409793814433,1023.2315188172043,254.05667562724014,1488.0
300,9.999742268041237,1024.212212885154,254.46173669467785,1487.5
301,10.033074742268042,1027.15898976413,254.7027147307521,1498.0
302,10.066407216494845,1028.4232732221844,255.1866848134286,1469.5
303,10.099739690721648,1031.2942234209934,255.7525286581254,1483.0
304,10.133072164948453,1031.808206857785,255.88499156829678,1482.5
305,10.166404639175257,1035.0864493996569,257.0,1457.5
306,10.199737113402062,1036.2617771824068,257.27539629381556,1493.0
307,10.233069587628865,1038.862498584211,257.7968059802922,1471.5
308,10.26640206185567,1040.8427253528953,258.2805379570968,1499.5
309,10.299734536082473,1042.3605257194652,259.09245411284843,1471.0
310,10.333067010309279,1045.698330454807,259.6611398963731,1447.5
311,10.366399484536082,1045.9090808047126,259.92597532510837,1499.5
312,10.399731958762887,1047.3649817850637,260.9005009107468,1464.0
313,10.43306443298969,1049.340401660496,261.55435880175025,1485.5
314,10.466396907216495,1050.9465761177137,261.9015280135823,1472.5
315,10.499729381443299,1052.9493756328045,262.544493193835,1481.5
316,10.533061855670102,1055.698321505013,263.7237805564943,1479.5
317,10.566394329896907,1057.7166221628838,264.6574321317312,1498.0
318,10.59972680412371,1058.7813016187645,265.34731857724915,1513.5
319,10.633059278350515,1060.0871262829094,266.012271307452,1494.0
320,10.666391752577319,1063.5439298011772,267.6432300344329,1500.5
321,10.699724226804124,1065.1565759637188,268.8823129251701,1470.0
322,10.733056701030927,1067.174810352521,269.5238732708612,1494.0
323,10.766389175257732,1069.315339631129,270.4785200179937,1482.0
324,10.799721649484535,1071.5014024458656,271.70212049814876,1485.5
325,10.83305412371134,1073.5055018339447,272.80871401578304,1499.5
326,10.866386597938144,1073.5333107879608,273.0712433772968,1478.5
327,10.899719072164949,1076.4619626378571,275.10600945307226,1481.0
328,10.933051546391752,1077.3382011284434,275.5583582254674,1506.5
329,10.966384020618555,1080.143033569103,277.54249466711576,1484.5
330,10.99971649484536,1081.5736842105264,278.60570175438596,1520.0
331,11.033048969072164,1083.3968516072214,280.1215323645971,1514.0
332,11.066381443298969,1085.5750083528233,281.91090321862123,1496.5
333,11.099713917525772,1087.462397699624,283.6134704711347,1507.0
334,11.133046391752577,1089.5383929566476,285.5911066532932,1495.5
335,11.16637886597938,1090.9603333333334,286.64366666666666,1500.0
336,11.199711340206186,1093.170397594387,288.70475554070606,1496.5
337,11.233043814432989,1095.0405480057452,290.2006408131698,1508.5
338,11.266376288659794,1096.0062726972599,291.0989325409926,1514.5
339,11.299708762886597,1097.6653351087439,292.8387705281846,1502.0
340,11.333041237113402,1099.4749419183538,294.7198805177564,1506.5
341,11.366373711340206,1100.910265049416,295.6627358490566,1484.0
342,11.39970618556701,1102.9702639492148,298.2630582470208,1496.5
343,11.433038659793814,1103.7505874454514,299.6035582410205,1489.5
344,11.466371134020617,1105.6773037733735,301.7912887694547,1488.5
345,11.499703608247422,1105.74339329336,302.2226293582056,1501.0
346,11.533036082474226,1108.4868097473732,305.1881287726358,1491.0
347,11.56636855670103,1110.021174863388,306.8337887067395,1464.0
348,11.599701030927834,1110.8129916835244,308.3789615643965,1483.0
349,11.63303350515464,1112.1278246205734,310.3180438448567,1482.5
350,11.666365979381442,1113.9410460992908,312.8652482269503,1504.0
351,11.699698453608248,1115.0917874396134,315.2022244691608,1483.5
352,11.73303092783505,1116.4385784481772,317.10661638669865,1458.5
353,11.766363402061856,1116.644332774986,318.1082077051926,1492.5
354,11.79969587628866,1117.157561625583,319.6127026426826,1501.0
355,11.833028350515464,1117.0911335578003,319.4003367003367,1485.0
356,11.866360824742268,1117.0480339588917,319.48078641644327,1492.0
357,11.899693298969071,1117.0247823174816,319.1519312346506,1493.0
358,11.933025773195876,1116.9183923402359,318.8425740369628,1497.0
359,11.96635824742268,1117.4917959091931,319.73319847156665,1483.0
360,11.999690721649484,1117.6551226551226,320.5887445887446,1501.5
361,12.033023195876288,1117.604615214751,320.52103345478633,1509.5
362,12.066355670103093,1117.555740064209,320.5523082032547,1505.5
363,12.099688144329896,1118.2392143505904,319.96003633060855,1468.0
364,12.133020618556701,1118.6221532091097,320.00161030595814,1449.0
365,12.166353092783504,1118.5394721939065,319.9074640389625,1471.5
366,12.19968556701031,1118.4057632398753,319.76279483756116,1498.0
367,12.233018041237113,1118.4887135656365,319.86467236467234,1521.0
368,12.266350515463918,1118.476735316552,319.9031273836766,1529.5
369,12.299682989690721,1118.210455764075,319.8240616621984,1492.0
370,12.333015463917524,1118.4405158994884,319.7802979764287,1499.0
371,12.36634793814433,1118.1344444444444,319.7091111111111,1500.0
372,12.399680412371133,1118.5408410391897,319.7137824746807,1514.0
373,12.433012886597938,1117.4560278902384,318.23796671165087,1482.0
374,12.466345360824741,1116.656531907785,315.89876378215837,1496.5
375,12.499677835051546,1113.448455949137,311.0522252497729,1468.0
376,12.53301030927835,1111.8132435465768,308.8691358024691,1485.0
377,12.566342783505155,1110.782657280143,307.388982009163,1491.5
378,12.599675257731958,1108.6093213771726,305.0393003431861,1505.5
379,12.633007731958763,1107.3437182526245,303.35128118297774,1476.5
380,12.666340206185566,1106.1250286763018,301.618719889883,1453.0
381,12.699672680412371,1105.5507699432674,300.1405580641426,1439.5
382,12.733005154639175,1102.6954610396747,297.93197054621385,1516.5
383,12.76633762886598,1101.5111185983828,296.5472821203953,1484.0
384,12.799670103092783,1100.4382323401405,295.1042294386787,1493.5
385,12.833002577319586,1097.8866356382978,292.1992464539007,1504.0
386,12.866335051546391,1096.9811043222448,291.26623670513686,1473.0
387,12.899667525773195,1094.442088091354,289.6589450788472,1532.5
