total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm
782,782,100.0,False,True,1.0,-1.0,0.0,0.0,20.371854767868157,-108.56586219944109,1.0,0.37561518549874345,0.4831752769636531,1.033274022710686,1.572484844196365,7.1092361102288635
