Test ID,Cycle Number,Cycle Start Time (s),Cycle End Time (s),Measured Cycle Duration (s),Centroid Start X (mm),Centroid End X (mm),Net Advance (mm),Total Forward Movement (mm),Total Backward Movement (mm),Maximum Backward Excursion (mm),Vertical Peak-to-Peak (mm),Mean Pitch Angle (deg),Pitch Peak-to-Peak (deg)
phase090_rep2,1,1.0667055159672738,4.066814779625231,3.0001092636579574,21.935163074069553,-114.60018581814235,136.5353488922119,136.56179883744983,0.0,0.0,2.3063151041666288,0.7452356529277209,1.0204213719578923
phase090_rep2,2,4.066814779625231,7.066924043283189,3.0001092636579574,-115.7611550225152,-253.95239122087756,138.19123619836236,138.19123619836236,0.0,0.0,2.5318094889323106,0.7015455033753041,0.7336736926439582
phase090_rep2,3,7.066924043283189,10.067033306941147,3.0001092636579574,-254.3687396976683,-399.0345136854384,144.6657739877701,144.6657739877701,0.0,0.0,2.984954833984375,0.5466385726737883,0.5461050937677983
