Test ID,Frame Number,Video Time (s),Elapsed Experiment Time (s),LED Detected,Marker 1 X (mm),Marker 1 Y (mm),Marker 2 X (mm),Marker 2 Y (mm),Marker 3 X (mm),Marker 3 Y (mm),Object Centroid X (mm),Object Centroid Y (mm),Pitch Angle (deg),Forward Velocity (mm/s),Number of Markers Detected,Interpolated Frame,Finish Line Crossed,Finish Crossing Frame (interpolated)
phase288_rep2,37,1.2328051632498103,0.0,True,-248.11740112304688,-327.9891357421875,5.095864772796631,-331.9183654785156,256.7966003417969,-335.6726379394531,4.59168799718221,-331.86004638671875,0.8718282115296085,-8.814838447487173,3,False,False,381.35575707231527
phase288_rep2,38,1.2661242217160213,0.03331905846621108,True,-248.1517791748047,-327.8608703613281,5.09819221496582,-331.8047790527344,256.7281188964844,-335.6049499511719,4.558177312215169,-331.7568664550781,0.8787600514323463,0.9807895871020272,3,False,False,381.35575707231527
phase288_rep2,39,1.2994432801822324,0.06663811693242216,True,-248.03684997558594,-327.7450866699219,5.187606334686279,-331.6769104003906,256.8232727050781,-335.4186096191406,4.658009688059489,-331.61353556315106,0.8707889716511609,17.971827539974015,3,False,False,381.35575707231527
phase288_rep2,40,1.3327623386484435,0.09995717539863325,True,-248.38014221191406,-327.7670593261719,4.882655620574951,-331.57489013671875,256.49493408203125,-335.0455627441406,4.33248249689738,-331.46250406901044,0.8259441976614591,30.63834802291668,3,False,False,381.35575707231527
phase288_rep2,41,1.3660813971146546,0.13327623386484433,True,-250.75001525878906,-328.0090026855469,2.627732038497925,-331.6628723144531,254.24044799804688,-335.2230224609375,2.0393882592519126,-331.6316324869792,0.8184407490749841,40.3093777802532,3,False,False,381.35575707231527
phase288_rep2,42,1.3994004555808657,0.1665952923310554,False,-252.6256561279297,-327.86944580078125,0.6719483733177185,-331.5406188964844,252.3088836669922,-335.2124328613281,0.11839197079340617,-331.54083251953125,0.8331624788432277,49.668017719706555,3,False,False,381.35575707231527
phase288_rep2,43,1.4327195140470768,0.1999143507972665,False,-253.93411254882812,-327.6717224121094,-0.6858823299407959,-331.4130859375,251.0891876220703,-334.9925537109375,-1.1769357522328694,-331.35912068684894,0.8305029866423583,50.19859061376287,3,False,False,381.35575707231527
phase288_rep2,44,1.4660385725132878,0.23323340926347758,False,-255.83680725097656,-327.59405517578125,-2.4866180419921875,-331.3227233886719,249.21067810058594,-334.8991394042969,-3.0375823974609375,-331.27197265625,0.8286771492307397,46.03359652004233,3,False,False,381.35575707231527
phase288_rep2,45,1.499357630979499,0.26655246772968866,False,-257.3388366699219,-327.3393249511719,-3.9946680068969727,-331.19268798828125,247.77098083496094,-334.7673034667969,-4.520841280619304,-331.0997721354167,0.8425121220328721,46.02674334258166,3,False,False,381.35575707231527
phase288_rep2,46,1.53267668944571,0.29987152619589974,False,-258.7314453125,-327.1781311035156,-5.313028812408447,-331.03564453125,246.54551696777344,-334.6683044433594,-5.832985719045003,-330.960693359375,0.8492844935468564,47.895416845998504,3,False,False,381.35575707231527
phase288_rep2,47,1.565995747911921,0.3331905846621108,False,-260.15899658203125,-327.1663818359375,-6.849736213684082,-331.04595947265625,244.96714782714844,-334.676513671875,-7.347194989522298,-330.96295166015625,0.8518013976121421,49.14772387627907,3,False,False,381.35575707231527
phase288_rep2,48,1.5993148063781322,0.3665096431283219,False,-261.9321594238281,-327.3837890625,-8.591014862060547,-331.0357666015625,243.38209533691406,-334.49298095703125,-9.04702631632487,-330.97084554036456,0.8060327137933174,50.78383150382628,3,False,False,381.35575707231527
phase288_rep2,49,1.6326338648443433,0.399828701594533,False,-263.95245361328125,-327.23333740234375,-10.696900367736816,-331.03436279296875,241.27197265625,-334.53326416015625,-11.12579377492269,-330.93365478515625,0.8278021993709458,52.34056754391427,3,False,False,381.35575707231527
phase288_rep2,50,1.6659529233105543,0.43314776006074407,False,-265.66583251953125,-327.3355712890625,-12.315389633178711,-331.02032470703125,239.55665588378906,-334.3658752441406,-12.808188756306967,-330.9072570800781,0.7972344036225779,52.69053707715857,3,False,False,381.35575707231527
phase288_rep2,51,1.6992719817767654,0.46646681852695515,False,-267.4070129394531,-327.2087707519531,-13.939144134521484,-330.79541015625,237.94715881347656,-334.17523193359375,-14.46633275349935,-330.7264709472656,0.7897897455081254,49.637533817013235,3,False,False,381.35575707231527
phase288_rep2,52,1.7325910402429765,0.49978587699316623,False,-268.97650146484375,-327.1094970703125,-15.756449699401855,-330.8057861328125,236.27325439453125,-334.25848388671875,-16.153232256571453,-330.72458902994794,0.8106474781703707,45.426295861869015,3,False,False,381.35575707231527
phase288_rep2,53,1.7659100987091876,0.5331049354593773,False,-270.67962646484375,-327.1787109375,-17.35918617248535,-330.76324462890625,234.6478729248047,-334.11810302734375,-17.796979904174805,-330.6866861979167,0.7867628208666884,43.67393466425122,3,False,False,381.35575707231527
phase288_rep2,54,1.7992291571753987,0.5664239939255884,False,-271.8314208984375,-327.3757019042969,-18.449745178222656,-330.6422424316406,233.53736877441406,-333.8258056640625,-18.9145991007487,-330.6145833333333,0.731235614995027,41.021312292505165,3,False,False,381.35575707231527
phase288_rep2,55,1.8325482156416097,0.5997430523917995,False,-273.0728759765625,-327.1877746582031,-19.728084564208984,-330.3627014160156,232.33596801757812,-333.63189697265625,-20.15499750773112,-330.3941243489583,0.7304996924145899,34.43762317920456,3,False,False,381.35575707231527
