method,frame,time_s,x_px,y_px,marker_radius_px,marker_radius_mm,area_px2
centroid,61,2.03461665488394,820.3169742729306,492.5367729306487,19.47884453275087,3.3758778646560086,1192.0
centroid,62,2.06797102627548,820.8641416220667,488.23823246878,19.661824858598802,3.407590178528578,1214.5
centroid,63,2.1013253976670203,821.5563293732077,484.0013655605626,19.710332723912007,3.415997074969341,1220.5
centroid,64,2.13467976905856,822.0306208053692,479.7684563758389,19.47884453275087,3.3758778646560086,1192.0
centroid,65,2.1680341404501,822.9341580756013,475.25553264604804,19.6456289539899,3.404783266867296,1212.5
centroid,66,2.2013885118416403,824.5872632003225,470.6157463388418,19.87117041874968,3.4438718502360093,1240.5
centroid,67,2.23474288323318,825.39670781893,466.34883401920433,19.665871750657423,3.4082915452497087,1215.0
centroid,68,2.26809725462472,826.9417502787068,461.556856187291,19.511499785403828,3.381537345351104,1196.0
centroid,69,2.3014516260162603,828.2245745122458,457.7895392278954,19.58071137391019,3.3935324033343157,1204.5
centroid,70,2.3348059974078,830.338705117331,453.63189143341816,19.37233480535295,3.3574186675260846,1179.0
centroid,71,2.36816036879934,831.8098979873173,449.81885856079407,19.61725394636576,3.3998655952884342,1209.0
centroid,72,2.4015147401908803,833.6517844839465,445.7423177621606,19.62131003117006,3.4005685552039973,1209.5
centroid,73,2.43486911158242,836.1702607470048,441.79224806201546,19.401068022465477,3.36239842037885,1182.5
centroid,74,2.46822348297396,838.5231164383562,437.8545947488584,19.281751659604673,3.341719705704794,1168.0
centroid,75,2.5015778543655003,841.1481634907484,433.7042253521127,19.601021213799942,3.3970523009752274,1207.0
centroid,76,2.53493222575704,843.5655229433651,429.86316659776764,19.62131003117006,3.4005685552039973,1209.5
centroid,77,2.56828659714858,846.2941338854382,426.1340234644582,19.605080656986015,3.3977558429318178,1207.5
centroid,78,2.6016409685401203,848.7868536853686,423.24724972497245,19.64157789116634,3.4040811773110393,1212.0
centroid,79,2.63499533993166,851.5593408115219,420.0875225038083,19.572581536991795,3.392123421582347,1203.5
centroid,80,2.6683497113232,854.4372876749558,416.6522625356706,19.758721502273858,3.4243833324547306,1226.5
centroid,81,2.7017040827147403,857.6424093758516,413.416734805124,19.730509136937545,3.419493848405083,1223.0
centroid,82,2.73505845410628,861.1816549247134,410.47644702306945,19.596960929714164,3.3963486132823384,1206.5
centroid,83,2.76841282549782,863.6787557728877,407.50176582450416,19.762748552453708,3.4250812603805456,1227.0
centroid,84,2.8017671968893603,867.3219712525668,404.7018480492813,19.68609373209335,3.4117962161450612,1217.5
centroid,85,2.8351215682809,870.4664410603497,402.02129159616464,19.39696588307668,3.3616874787448587,1182.0
centroid,86,2.86847593967244,873.7589398401346,400.13700743233767,19.45022621280882,3.3709180246278394,1188.5
centroid,87,2.9018303110639803,876.7412935323383,397.9020176893311,19.5928998042059,3.3956447797625477,1206.0
centroid,88,2.93518468245552,881.2113492384418,395.10028305701576,19.839107194283145,3.4383149739251953,1236.5
centroid,89,2.9685390538470604,884.900968188105,392.84896265560167,19.584775026828055,3.3942366748793753,1205.0
centroid,90,3.0018934252386003,888.5602137279079,390.78846417317436,19.67800743323829,3.4103947799733265,1216.5
centroid,91,3.03524779663014,892.7825464949929,388.4250357653791,19.256973215023073,3.337425354341037,1165.0
centroid,92,3.0686021680216804,896.7468954932327,386.88307520580435,19.49926047434974,3.3794161507804166,1194.5
centroid,93,3.1019565394132202,900.8039550433916,385.05249679897565,19.310619660288243,3.346722817893542,1171.5
centroid,94,3.13531091080476,904.2962805826614,383.74727761278456,19.368226580345382,3.3567066711937175,1178.5
centroid,95,3.1686652821963004,909.751633986928,382.02259164535377,19.322978458135964,3.348864720716255,1173.0
centroid,96,3.2020196535878402,913.7220808594853,380.9023183488832,19.37233480535295,3.3574186675260846,1179.0
centroid,97,3.23537402497938,918.7049728374426,379.61986349073686,19.51557784998706,3.382244114581385,1196.5
centroid,98,3.2687283963709204,923.1892085301273,378.73951624445397,19.252840373851964,3.336709091782227,1164.5
centroid,99,3.3020827677624602,927.5139309946585,377.57326403926663,19.1699964423363,3.322351412908894,1154.5
centroid,100,3.335437139154,932.2129041366652,377.18269095016234,19.384654256394796,3.3595537511552473,1180.5
centroid,101,3.3687915105455404,936.2634541460735,376.9420647995606,19.657777133417753,3.4068886674190284,1214.0
centroid,102,3.4021458819370802,940.8833823323532,376.7443651126977,19.46658469022758,3.373753111777112,1190.5
centroid,103,3.43550025332862,945.701850294365,376.2052144659378,19.454317121722035,3.3716270199085008,1189.0
centroid,104,3.4688546247201604,950.1981263982102,376.0866890380313,19.47884453275087,3.3758778646560086,1192.0
centroid,105,3.5022089961117002,955.0918324164198,376.12766257582166,19.39286287596931,3.360976386726592,1181.5
centroid,106,3.53556336750324,959.8270042194093,376.9746835443038,19.42156572287085,3.365950876119153,1185.0
centroid,107,3.5689177388947804,964.1645569620254,377.1831223628692,19.42156572287085,3.365950876119153,1185.0
centroid,108,3.60227211028632,968.1873324869515,377.81238538580897,19.39286287596931,3.360976386726592,1181.5
centroid,109,3.63562648167786,972.905737704918,378.8083333333333,19.706294962377495,3.415297290659024,1220.0
centroid,110,3.6689808530694004,977.6966904063678,379.80044686496296,19.491096663870767,3.3780012810718527,1193.5
centroid,111,3.70233522446094,983.1216795201371,381.3507569265924,19.273495717603584,3.340288868685355,1167.0
centroid,112,3.73568959585248,987.687815527357,381.93273297857826,19.71840576652941,3.417396213702991,1221.5
centroid,113,3.7690439672440204,992.0282509347736,383.8537598670544,19.572581536991795,3.392123421582347,1203.5
centroid,114,3.80239833863556,996.3841973244147,385.7056856187291,19.511499785403828,3.381537345351104,1196.0
centroid,115,3.8357527100271,1000.9396226415095,387.59203354297694,19.48292943256148,3.376585818499307,1192.5
centroid,116,3.8691070814186403,1004.6113427856548,389.3616902974701,19.535955403674656,3.3857757476982324,1199.0
centroid,117,3.90246145281018,1009.4016776677668,391.7384488448845,19.64157789116634,3.4040811773110393,1212.0
centroid,118,3.93581582420172,1014.0200356799779,394.2223137093454,19.661824858598802,3.407590178528578,1214.5
centroid,119,3.9691701955932603,1018.0484178941624,396.4859519912711,19.722441048627633,3.418095568302291,1222.0
centroid,120,4.002524566984801,1021.8104816639299,398.9135194307608,19.69013563619756,3.4124967184039874,1218.0
centroid,121,4.0358789383763405,1025.4531082529475,401.4930332261522,19.899183360445615,3.448726772181518,1244.0
centroid,122,4.06923330976788,1029.1852306852306,404.6369096369096,19.714369658460004,3.4166967159546537,1221.0
centroid,123,4.10258768115942,1032.3325310870437,406.76828453001735,19.919168484856367,3.4521903933941225,1246.5
centroid,124,4.13594205255096,1035.8215943215941,409.88329238329237,19.714369658460004,3.4166967159546537,1221.0
centroid,125,4.1692964239425,1038.8073186959414,412.7429141716567,19.967051170495804,3.4604889399674916,1252.5
centroid,126,4.202650795334041,1042.4905271828666,416.1427786930258,19.657777133417753,3.4068886674190284,1214.0
centroid,127,4.2360051667255805,1045.505017629509,419.3592351505289,19.77884855394466,3.4278715510758095,1229.0
centroid,128,4.26935953811712,1048.583500467977,423.2361278245754,19.919168484856367,3.4521903933941225,1246.5
centroid,129,4.30271390950866,1051.5242653902405,427.18042813455656,19.975020458847634,3.461870097053004,1253.5
centroid,130,4.3360682809002,1054.3576025744167,430.75395548404396,19.89118368841965,3.447340349302504,1243.0
centroid,131,4.36942265229174,1056.5110750945435,433.69205834683953,19.819041337834626,3.4348373610459495,1234.0
centroid,132,4.402777023683281,1058.796552660152,437.96756243213895,19.77080019204319,3.426476689756175,1228.0
centroid,133,4.4361313950748205,1061.3882708419171,441.99807718719956,19.653728574599526,3.4061870118318485,1213.5
centroid,134,4.46948576646636,1063.5820237110559,445.8577336641853,19.61725394636576,3.3998655952884342,1209.0
centroid,135,4.5028401378579,1065.5131875414181,450.2572564612326,20.0068658683992,3.467389223868523,1257.5
centroid,136,4.53619450924944,1067.620099973691,454.47290186792947,20.082296327732614,3.4804620741372525,1267.0
centroid,137,4.56954888064098,1069.3035455384208,458.2889152497693,20.062473702896245,3.477026615720201,1264.5
centroid,138,4.602903252032521,1071.0377133783247,462.44872303824263,20.022769579867926,3.4701454955469013,1259.5
centroid,139,4.6362576234240604,1071.7950765136393,466.38376580172985,19.967051170495804,3.4604889399674916,1252.5
centroid,140,4.6696119948156,1073.458416235575,470.76853694123884,19.998909270006028,3.466010266079302,1256.5
centroid,141,4.70296636620714,1074.4913471778486,475.1970181043663,19.963065333312567,3.459798154664678,1252.0
centroid,142,4.73632073759868,1075.7723220226214,480.0242182302062,19.967051170495804,3.4604889399674916,1252.5
centroid,143,4.769675108990221,1076.3127688172042,483.82943548387095,19.867165345562018,3.4431777311419416,1240.0
centroid,144,4.803029480381761,1077.2286634460547,488.0326086956522,19.88318079785697,3.4459533686190045,1242.0
centroid,145,4.8363838517733,1077.658180853885,492.1827101564571,20.002887964817102,3.4666998135378457,1257.0
centroid,146,4.86973822316484,1077.8010471204188,495.7751376023627,19.879178144409696,3.445259668890059,1241.5
centroid,147,4.90309259455638,1077.9068170036287,500.3990409538621,20.232313600583467,3.506461562447853,1286.0
centroid,148,4.93644696594792,1077.9052561543579,505.00558882235526,19.967051170495804,3.4604889399674916,1252.5
centroid,149,4.969801337339461,1077.890545311887,509.7840983392179,20.141647150648858,3.4907481631809425,1274.5
centroid,150,5.003155708731001,1077.8522050059594,514.2954575552907,20.014819303763414,3.4687676334733064,1258.5
centroid,151,5.03651008012254,1077.6858897343477,518.7344813776532,19.93514215902316,3.4549587903052554,1248.5
centroid,152,5.06986445151408,1077.2731388999866,522.888933280064,19.95907870015583,3.459107231411725,1251.5
centroid,153,5.10321882290562,1076.2684581976112,527.5171009771987,19.77080019204319,3.426476689756175,1228.0
centroid,154,5.13657319429716,1075.565427266797,531.190345727332,20.165338568935375,3.49485412205552,1277.5
centroid,155,5.169927565688701,1074.307073954984,536.4107717041801,19.899183360445615,3.448726772181518,1244.0
centroid,156,5.203281937080241,1073.4389040384365,540.9071549149461,20.212638098894843,3.503051601938391,1283.5
centroid,157,5.23663630847178,1071.9775921506232,545.3207372049853,20.002887964817102,3.4666998135378457,1257.0
centroid,158,5.26999067986332,1070.4962876123486,549.7423472710693,20.181117396520943,3.4975887501124756,1279.5
centroid,159,5.30334505125486,1068.6780893042574,554.391225337487,20.216574731145414,3.503733859536045,1284.0
centroid,160,5.3366994226464,1067.1194345356057,558.7485797331219,20.038660669337457,3.47289957970704,1261.5
centroid,161,5.370053794037941,1065.329296875,562.6298177083333,20.185060176161283,3.4982720731140358,1280.0
centroid,162,5.4034081654294805,1063.1195067558704,566.6809654991473,20.11001517643649,3.4852660268365945,1270.5
centroid,163,5.43676253682102,1061.096974501255,570.3676839741048,20.038660669337457,3.47289957970704,1261.5
centroid,164,5.47011690821256,1058.7130818619582,574.5072231139646,19.915173064399998,3.4514979472145773,1246.0
centroid,165,5.5034712796041,1056.2327267932487,578.0696202531645,20.0585068271871,3.476339116629799,1264.0
centroid,166,5.53682565099564,1053.475357710652,582.295707472178,20.010842981224172,3.4680784971531113,1258.0
centroid,167,5.570180022387181,1051.2090981644055,585.8986432561852,19.971036212182124,3.4611795874027624,1253.0
centroid,168,5.6035343937787205,1048.0857142857142,589.5099932930918,19.887182645698207,3.446646928728396,1242.5
centroid,169,5.63688876517026,1045.2245270711023,592.538812785388,20.165338568935375,3.49485412205552,1277.5
centroid,170,5.6702431365618,1041.8799412393162,596.2716346153846,19.931149940667517,3.454266899081675,1248.0
centroid,171,5.70359750795334,1038.8034635521547,599.5032890320848,19.879178144409696,3.445259668890059,1241.5
centroid,172,5.73695187934488,1035.001567398119,602.7148641588296,20.153496341094687,3.492801745962658,1276.0
centroid,173,5.770306250736421,1031.4213438735178,605.8084321475626,20.066439794405365,3.477713978900924,1265.0
centroid,174,5.8036606221279605,1027.6213796735124,609.0272511848341,20.074369626682653,3.4790882978555375,1266.0
centroid,175,5.8370149935195,1023.8347746331236,611.460036687631,20.12188299403865,3.487322837890122,1272.0
centroid,176,5.87036936491104,1019.9965594812755,614.0864099510387,20.022769579867926,3.4701454955469013,1259.5
centroid,177,5.90372373630258,1016.2768712768712,616.7336182336182,20.24017844581758,3.507824618500287,1287.0
centroid,178,5.937078107694121,1011.7318982387476,619.2887149380299,20.165338568935375,3.49485412205552,1277.5
centroid,179,5.970432479085661,1007.8067382942033,621.5097493036212,19.998909270006028,3.466010266079302,1256.5
centroid,180,6.0037868504772005,1003.8164718527474,623.639124009136,19.87117041874968,3.4438718502360093,1240.5
centroid,181,6.03714122186874,999.7697899838449,625.7590199246096,19.851136972363392,3.4403998543435153,1238.0
centroid,182,6.07049559326028,995.0362347907474,627.0616392565851,19.919168484856367,3.4521903933941225,1246.5
centroid,183,6.10384996465182,991.3381472807702,628.3853760083268,20.192943425895987,3.4996383188498235,1281.0
centroid,184,6.137204336043361,987.2834323432343,629.9198679867986,20.046601490203663,3.474275803093615,1262.5
centroid,185,6.170558707434901,982.5407979407979,631.1486486486486,20.302987529130018,3.518710058532281,1295.0
centroid,186,6.2039130788264405,978.0866333461488,632.5673458926053,20.346056300473066,3.5261743057873205,1300.5
centroid,187,6.23726745021798,973.6958598726114,633.5276008492568,19.994929783493642,3.465320581411032,1256.0
centroid,188,6.27062182160952,969.004707728521,634.2315940891853,20.141647150648858,3.4907481631809425,1274.5
centroid,189,6.30397619300106,964.7431584568147,635.421572553731,19.93514215902316,3.4549587903052554,1248.5
centroid,190,6.337330564392601,960.0605099748975,635.4860615669177,20.038660669337457,3.47289957970704,1261.5
centroid,191,6.370684935784141,955.5879941822027,635.7721803517122,20.030716700474503,3.4715228107412592,1260.5
centroid,192,6.4040393071756805,951.1049673202614,636.221568627451,20.14559765517849,3.491432824982796,1275.0
centroid,193,6.43739367856722,946.6426426426426,636.1808330069199,20.157444523391572,3.493486005298435,1276.5
centroid,194,6.47074804995876,941.6966469428008,635.8752136752136,20.08625850520586,3.481148758976555,1267.5
centroid,195,6.5041024213503,937.201291989664,635.4927648578811,20.263754666327017,3.511910612452148,1290.0
centroid,196,6.537456792741841,932.9214379084967,635.1551633986927,20.14559765517849,3.491432824982796,1275.0
centroid,197,6.570811164133381,928.6152222661917,634.6576968737634,20.05453916681257,3.4756514815490673,1263.5
centroid,198,6.6041655355249205,924.335558173014,633.75382803298,20.13374381616736,3.4893784365583906,1273.5
centroid,199,6.63751990691646,920.168558382257,632.9581213307241,20.165338568935375,3.49485412205552,1277.5
centroid,200,6.670874278308,915.5077534791252,631.8715705765408,20.0068658683992,3.467389223868523,1257.5
centroid,201,6.70422864969954,911.3117457763475,631.1057924376508,19.89118368841965,3.447340349302504,1243.0
centroid,202,6.737583021091081,907.252923976608,629.3686868686868,19.979003910967972,3.4625604690006497,1254.0
centroid,203,6.770937392482621,903.3010320332395,628.400482509047,19.89518392650703,3.448033630425511,1243.5
centroid,204,6.8042917638741605,899.2495103799451,626.6260608434521,20.157444523391572,3.493486005298435,1276.5
centroid,205,6.8376461352657,895.7489333333332,625.4328,19.947114020071634,3.457033633124824,1250.0
centroid,206,6.87100050665724,891.9146407347379,623.646002160994,19.819041337834626,3.4348373610459495,1234.0
centroid,207,6.90435487804878,888.2233800935203,622.1190380761523,19.927156922508512,3.4535748692442025,1247.5
centroid,208,6.937709249440321,883.8103123317177,619.643914916532,19.851136972363392,3.4403998543435153,1238.0
centroid,209,6.971063620831861,879.8355718355718,617.6978700312033,19.774824782454758,3.4271741913796347,1228.5
centroid,210,7.0044179922234004,875.6902131018153,615.1785056564062,20.082296327732614,3.4804620741372525,1267.0
centroid,211,7.03777236361494,872.8524525316456,612.5847837552742,20.0585068271871,3.476339116629799,1264.0
centroid,212,7.07112673500648,869.0686860635046,610.1315265045835,19.98298656901829,3.4632507033280486,1254.5
centroid,213,7.104481106398021,865.526224010731,607.4835680751173,19.887182645698207,3.446646928728396,1242.5
centroid,214,7.137835477789561,862.6871590153027,604.7595475715235,19.967051170495804,3.4604889399674916,1252.5
centroid,215,7.171189849181101,858.494180724467,601.2487249901923,20.141647150648858,3.4907481631809425,1274.5
centroid,216,7.20454422057264,855.2681012315603,598.4167005007444,19.798955145040818,3.431356223675413,1231.5
centroid,217,7.23789859196418,851.8390851265394,594.8334010014886,19.798955145040818,3.431356223675413,1231.5
centroid,218,7.27125296335572,848.7931541649951,591.5482016312341,19.919168484856367,3.4521903933941225,1246.5
centroid,219,7.304607334747261,845.668284789644,587.6545307443366,19.83509564693766,3.4376197327950617,1236.0
centroid,220,7.337961706138801,842.8979109184075,584.22270398108,20.094180516361906,3.48252172245292,1268.5
centroid,221,7.371316077530341,840.5814455231931,580.686758360302,19.83509564693766,3.4376197327950617,1236.0
centroid,222,7.40467044892188,837.6978998384491,576.7735595045773,19.851136972363392,3.4403998543435153,1238.0
centroid,223,7.43802482031342,835.2846674961979,573.3163279413798,19.588837836751818,3.3949408003251573,1205.5
centroid,224,7.47137919170496,834.3710508002783,569.8065414057063,19.523731423708156,3.383657210157799,1197.5
centroid,225,7.504733563096501,831.7224021592442,565.647233468286,19.827070117316413,3.436228828537114,1235.0
centroid,226,7.538087934488041,829.4158666666666,561.0561333333333,19.947114020071634,3.457033633124824,1250.0
centroid,227,7.571442305879581,826.9773316946606,557.0237607537895,19.710332723912007,3.415997074969341,1220.5
centroid,228,7.60479667727112,825.5067155067155,552.424772758106,19.774824782454758,3.4271741913796347,1228.5
centroid,229,7.63815104866266,823.2978043912176,547.9115103127078,19.967051170495804,3.4604889399674916,1252.5
centroid,230,7.6715054200542,822.1108823933031,544.0017839989022,19.661824858598802,3.407590178528578,1214.5
centroid,231,7.704859791445741,820.5196764020293,539.3127656657068,19.66991781010784,3.4089927676715406,1215.5
centroid,232,7.738214162837281,819.2790073775989,534.765526492287,19.887182645698207,3.446646928728396,1242.5
centroid,233,7.7715685342288205,818.6350455675228,529.9788732394367,19.601021213799942,3.3970523009752274,1207.0
centroid,234,7.80492290562036,817.7386741065498,525.3696027633852,19.98298656901829,3.4632507033280486,1254.5
centroid,235,7.8382772770119,817.1301912568306,520.9308743169398,19.706294962377495,3.415297290659024,1220.0
centroid,236,7.87163164840344,816.8528577219295,516.4202134846641,19.815025728161594,3.4341414158739707,1233.5
centroid,237,7.904986019794981,816.0025231286795,511.5466778805719,19.454317121722035,3.3716270199085008,1189.0
centroid,238,7.938340391186521,816.0157815287498,507.20172910662825,19.661824858598802,3.407590178528578,1214.5
centroid,239,7.9716947625780605,815.8798102981029,502.0813008130081,19.786893642157743,3.4292658450326248,1230.0
centroid,240,8.005049133969601,816.8483948522132,497.48903973978213,19.368226580345382,3.3567066711937175,1178.5
centroid,241,8.03840350536114,816.9055280528053,492.6864686468647,19.64157789116634,3.4040811773110393,1212.0
centroid,242,8.071757876752681,819.0956957793564,483.398662766402,19.51557784998706,3.382244114581385,1196.5
centroid,243,8.10511224814422,819.568855638681,479.61152673870873,19.568515351939713,3.3914187111931944,1203.0
centroid,244,8.13846661953576,820.6785617734522,474.8849689105163,19.8110093045411,3.433445329636786,1233.0
centroid,245,8.171820990927301,821.6232645909151,470.27685671923433,19.839107194283145,3.4383149739251953,1236.5
centroid,246,8.20517536231884,822.7347465688273,466.27354260089686,19.758721502273858,3.4243833324547306,1226.5
centroid,247,8.238529733710381,824.525449515906,461.5763485477178,19.584775026828055,3.3942366748793753,1205.0
centroid,248,8.27188410510192,826.0876685934489,457.48142031379024,19.633473257897354,3.402676563602669,1211.0
centroid,249,8.30523847649346,827.7679711351651,453.36955315015257,19.5522421554852,3.388598404084853,1201.0
centroid,250,8.338592847885,829.3006085192698,449.4635564570655,19.80699206647799,3.43274910224858,1232.5
centroid,251,8.37194721927654,830.7789458929071,445.6961031679282,19.454317121722035,3.3716270199085008,1189.0
centroid,252,8.405301590668081,833.5485574969524,441.64404713531087,19.790914959878798,3.4299627794662064,1230.5
centroid,253,8.43865596205962,836.0056287753981,437.4820153761669,19.657777133417753,3.4068886674190284,1214.0
centroid,254,8.472010333451161,838.9110073571024,433.71179966044144,19.364117483750853,3.355994523806644,1178.0
centroid,255,8.5053647048427,841.3628246753246,430.25013528138527,19.802974013476614,3.4320527336234523,1232.0
centroid,256,8.53871907623424,843.8549669766815,426.2835961719908,19.839107194283145,3.4383149739251953,1236.5
centroid,257,8.572073447625781,845.9622641509434,423.278736785762,19.911176842213806,3.450805362087265,1245.5
centroid,258,8.60542781901732,848.6647454370797,420.78825305338273,19.661824858598802,3.407590178528578,1214.5
centroid,259,8.638782190408861,851.7428184281843,417.05677506775066,19.786893642157743,3.4292658450326248,1230.0
centroid,260,8.6721365618004,854.4986755890143,413.89753241321625,19.50742086829322,3.380830428369334,1195.5
centroid,261,8.70549093319194,857.64,410.6768707482993,19.746635424171473,3.422288694681543,1225.0
centroid,262,8.73884530458348,861.4118221106928,407.6732190157535,19.50742086829322,3.380830428369334,1195.5
centroid,263,8.77219967597502,864.2673724212812,404.63137893593915,19.77080019204319,3.426476689756175,1228.0
centroid,264,8.805554047366561,867.6103703703703,401.84713804713806,19.847127856504603,3.439705034614256,1237.5
centroid,265,8.8389084187581,870.3241971207087,399.8099390919158,19.576646877473273,3.392827985598998,1204.0
centroid,266,8.872262790149641,873.3438087563792,397.8169486972871,19.875174684869673,3.4445658294572072,1241.0
centroid,267,8.90561716154118,877.3930448847553,394.6774497910769,19.839107194283145,3.4383149739251953,1236.5
