method,frame,time_s,x_px,y_px,marker_radius_px,marker_radius_mm,area_px2,x_mm,y_mm,motion_radius_px,motion_radius_mm,theta_rad,theta_unwrapped_rad,theta_unwrapped_deg,rev_float,rev_index
centroid,15,0.5003155708731001,938.4113840464869,637.4074220813524,20.042631473036266,3.4735877595571933,1262.0,-1.6609789055263229,-22.888496616455992,132.41410943335993,22.948684674423514,-1.643237625737399,-1.643237625737399,-94.1505806918509,0.08076849563227968,1
centroid,16,0.53366994226464,933.8682857877151,636.6232331020302,20.318659463172676,3.521426160873054,1297.0,-2.448343105849301,-22.752588851878386,132.04052876038153,22.883939421056425,-1.6779910812962155,-1.6779910812962155,-96.14180701886656,0.08629967987398983,1
centroid,17,0.56702431365618,929.4078827952807,636.0763645792817,20.228380031264564,3.505779835686779,1285.5,-3.2213753924557915,-22.65781108732877,132.05048539054366,22.88566500428157,-1.7120248652855303,-1.7120248652855303,-98.0917992023142,0.09171632482801108,1
centroid,18,0.6003786850477201,925.5190550770034,635.1583137561994,20.16139193252045,3.494170130636491,1277.0,-3.8953479882902045,-22.498703731291194,131.74907379783127,22.833427371691112,-1.7422333472477287,-1.7422333472477287,-99.82261772424526,0.09652415405559735,1
centroid,19,0.63373305643926,921.3752463539614,634.5238470634608,20.094180516361906,3.48252172245292,1268.5,-4.613511333141863,-22.38874433096453,131.8974457300423,22.859141706072975,-1.7740156750362033,-1.7740156750362033,-101.64361096962621,0.10158246862609997,1
centroid,20,0.6670874278308,916.9458857442347,633.4147012578617,20.12188299403865,3.487322837890122,1272.0,-5.3811636654870565,-22.196518310190935,131.78406077733598,22.83949096388533,-1.8086403189873685,-1.8086403189873685,-103.62745693517115,0.10709315186372481,1
centroid,21,0.7004417992223401,912.7761594480644,631.9606490353902,20.3773218683603,3.5315929402642756,1304.5,-6.10381878403107,-21.944516570373057,131.42686698668183,22.77758572052069,-1.8420866512831582,-1.8420866512831582,-105.543790615912,0.11241630097689384,1
centroid,22,0.73379617061388,908.7242617717478,630.7148177706837,19.971036212182124,3.4611795874027624,1253.0,-6.806053028589542,-21.728601597462426,131.38076410217192,22.769595631218827,-1.874346242290514,-1.874346242290514,-107.39212902945167,0.11755057434783735,1
centroid,23,0.7671505420054201,904.5482771677395,629.0854474315285,20.50190734311556,3.5531848445364607,1320.5,-7.529792774246067,-21.44621548097421,131.15039786124353,22.729670866061088,-1.9084518661590935,-1.9084518661590935,-109.34623733478192,0.12297865297375472,1
centroid,24,0.8005049133969601,900.9037640667443,627.7851506920191,20.25196998683867,3.5098682100622174,1288.5,-8.161423212304745,-21.22086109853056,131.1879421220045,22.736177660580378,-1.9379518337100696,-1.9379518337100696,-111.03646097122572,0.12767371863054305,1
centroid,25,0.8338592847885,897.3255391010651,626.1483502208365,20.208700699792736,3.502369211437724,1283.0,-8.781565255950385,-20.937187266120567,131.0035579803558,22.70422205144048,-1.9679348491920041,-1.9679348491920041,-112.75436121541598,0.13244566375329378,1
centroid,26,0.8672136561800401,893.8766114180478,624.7124440936595,20.082296327732614,3.4804620741372525,1267.0,-9.37929879206036,-20.688330425443475,131.06664054677316,22.71515488881982,-1.9964424115177912,-1.9964424115177912,-114.38772422088974,0.1369827832129431,1
centroid,27,0.90056802757158,890.1436293436293,622.9395109395109,20.302987529130018,3.518710058532281,1295.0,-10.026261784808643,-20.381063442510175,131.0584369510416,22.713733123930528,-2.027975227120562,-2.027975227120562,-116.19442147109277,0.1420013866857293,1
centroid,28,0.93392239896312,885.4988381099922,620.3048024786987,20.27160731326635,3.5132715544185404,1291.0,-10.831250391048588,-19.924442211321477,130.85323588064804,22.678169733597972,-2.068725171757633,-2.068725171757633,-118.5292213141887,0.14848694180544023,1
centroid,29,0.9672767703546601,881.3215028601143,618.1443057722308,20.2008235992402,3.5010040314164823,1282.0,-11.555224217093532,-19.550006602691617,131.03459294592082,22.709600720237038,-2.104616262226498,-2.104616262226498,-120.58562932017688,0.1541991862665185,1
centroid,30,1.0006311417462002,877.5608233731739,615.3577689243028,19.98696843347328,3.4639408001174683,1255.0,-12.206987447437205,-19.067071999042415,130.6322541830303,22.63987140331316,-2.14026061301921,-2.14026061301921,-122.62790018408307,0.15987216088848016,1
centroid,31,1.03398551313774,874.4777511324272,613.1024513722355,19.95509127054853,3.458416170125953,1251.0,-12.74131458964384,-18.67620299297827,130.45090702428962,22.608442133574822,-2.169490763669739,-2.169490763669739,-124.30266445088996,0.16452428385183263,1
centroid,32,1.06733988452928,870.6863379143089,610.7000808407437,19.843117930641572,3.43901007450319,1237.0,-13.39840428186299,-18.259848240193573,130.68009775888194,22.648163171770573,-2.2038246280310445,-2.2038246280310445,-126.2698499731674,0.16998868808038103,1
centroid,33,1.1006942559208202,867.6012968109037,608.1079793568877,20.022769579867926,3.4701454955469013,1259.5,-13.933072647588101,-17.810611222690884,130.4772846108114,22.6130136321723,-2.2346451496098085,-2.2346451496098085,-128.03573578202244,0.17489392643831173,1
centroid,34,1.13404862731236,864.4436864633493,605.1478063135366,19.915173064399998,3.4514979472145773,1246.0,-14.480317986478449,-17.297583736086224,130.16275197124168,22.558501991409933,-2.2677707973487675,-2.2677707973487675,-129.93369559110187,0.1801660370190879,1
centroid,35,1.1674029987039,860.756890275611,602.0308112324493,20.2008235992402,3.5010040314164823,1282.0,-15.119276504821643,-16.757377427606677,130.22875304555112,22.56994063528997,-2.304850919441682,-2.304850919441682,-132.0582300908557,0.1860675217406263,1
centroid,36,1.2007573700954401,857.283255086072,598.5251695357329,20.16928443308995,3.495537979634134,1278.0,-15.721292098022682,-16.149814787766207,130.04626003895447,22.538312778699797,-2.3427498090544767,-2.3427498090544767,-134.229676513901,0.19209931736019664,1
centroid,37,1.23411174148698,854.2650262202501,595.2853301062256,19.863159464818494,3.442483472090396,1239.5,-16.244381237189145,-15.588318329558753,129.905384884378,22.513897710587568,-2.3768012891875787,-2.3768012891875787,-136.18068261170131,0.19751877874297527,1
centroid,38,1.26746611287852,850.9870483980914,591.6414451261077,19.726475505261554,3.418794779840402,1222.5,-16.812487458893056,-14.956796751107332,129.84000428091028,22.502566600487402,-2.414539668140793,-2.414539668140793,-138.34293245138582,0.20352502829765445,1
centroid,39,1.3008204842700601,848.0952777777777,587.6363888888889,19.544100476116796,3.3871873699182884,1200.0,-17.313660123953635,-14.26268059472051,129.43183901245618,22.431827492088093,-2.4525178060484274,-2.4525178060484274,-140.51891946725908,0.20956943667508018,1
centroid,40,1.3341748556616,845.3048650093557,584.3127506014434,19.923163104065253,3.4528827007094938,1247.0,-17.797266463248086,-13.686660959374839,129.54503209936635,22.45144498202132,-2.486022144872737,-2.486022144872737,-142.43857667726834,0.21490181781399478,1
centroid,41,1.36752922705314,843.1231741018555,580.7847085142781,20.078333368379234,3.4797752537903315,1266.5,-18.17537523811755,-13.07521610864918,129.18964891833002,22.389853535346216,-2.5179702620910995,-2.5179702620910995,-144.26906895726975,0.21998651859177648,1
centroid,42,1.4008835984446801,840.2845363611787,577.059070018924,19.8110093045411,3.433445329636786,1233.0,-18.667339445666713,-12.42952583133168,129.40299964780525,22.42682934280916,-2.554160180914146,-2.554160180914146,-146.34259856675135,0.22574632306255868,1
centroid,43,1.43423796983622,838.1277485498448,573.4724133279374,19.831083288112968,3.4369243510274954,1235.5,-19.041132265810628,-11.807922485667927,129.27803904407648,22.405172424947697,-2.586505109363277,-2.586505109363277,-148.1958264555392,0.2308941783091916,1
centroid,44,1.46759234122776,836.6388551370325,569.6407452409883,19.82305613405485,3.43553316523845,1234.5,-19.29917233110784,-11.143856223539721,128.58753768799494,22.285501659076996,-2.6179366021817314,-2.6179366021817314,-149.9967183378324,0.23589665576000604,1
centroid,45,1.5009467126193001,834.5651478816947,565.6016520117239,19.95509127054853,3.458416170125953,1251.0,-19.658566462998007,-10.443841117252003,128.44369164070716,22.26057170565288,-2.6532496699204047,-2.6532496699204047,-152.02000808091796,0.24151690504635484,1
centroid,46,1.5343010840108402,831.8183049011643,561.2477660438668,19.794935460673933,3.4306595723183855,1231.0,-20.134621723876897,-9.689269292449342,128.92902396515706,22.344684633827736,-2.6930781096033223,-2.6930781096033223,-154.3020095793405,0.24785579809752858,1
centroid,47,1.56765545540238,829.8607147710286,556.8453594238347,19.758721502273858,3.4243833324547306,1226.5,-20.473891600859737,-8.92628835511534,128.87400072170144,22.335148557428997,-2.7304553988226234,-2.7304553988226234,-156.44357050124628,0.2538045784361557,1
centroid,48,1.6010098267939201,828.4120125016985,552.4387824432667,19.758721502273858,3.4243833324547306,1226.5,-20.72496614048581,-8.162584652742746,128.5238843958186,22.274469909236327,-2.766396847789305,-2.766396847789305,-158.50286383662197,0.2595248377010882,1
centroid,49,1.6343641981854602,826.6597222222222,548.4212072649573,19.931149940667517,3.454266899081675,1248.0,-21.02865550753169,-7.466298839113381,128.75654693318307,22.314792645449085,-2.8004228961856805,-2.8004228961856805,-160.45241280324217,0.2649402514972554,1
centroid,50,1.667718569577,825.2867686527106,543.7049114331724,19.88318079785697,3.4459533686190045,1242.0,-21.26660204264169,-6.648917773469463,128.5659018389339,22.28175195083299,-2.8385747924367286,-2.8385747924367286,-162.6383554388482,0.27101231437393886,1
centroid,51,1.7010729409685401,823.6679002192982,539.4498355263158,19.67396303746374,3.4096938458831008,1216.0,-21.547168074212948,-5.9114707168827145,128.9214068945233,22.34336451958262,-2.873830620349745,-2.873830620349745,-164.65836558150357,0.27662345365909263,1
centroid,52,1.7344273123600802,822.6663984982569,534.9373826763207,19.89118368841965,3.447340349302504,1243.0,-21.720738302456915,-5.129417671282928,128.7761229626372,22.318185366429066,-2.909688309221473,-2.909688309221473,-166.7128598169468,0.2823303820908794,1
centroid,53,1.76778168375162,821.5573615061627,529.8041446566436,19.790914959878798,3.4299627794662064,1230.5,-21.91294546476577,-4.239776369638889,128.78277804354553,22.31933875826851,-2.950471487309149,-2.950471487309149,-169.04956379650108,0.28882122647853015,1
centroid,54,1.80113605514316,820.6376392901362,525.3323703397991,19.637525992641294,3.403378942919388,1211.5,-22.072342489856023,-3.4647733191966195,128.91714828586325,22.342626460264704,-2.9858897117474608,-2.9858897117474608,-171.07887857466343,0.2944582119734256,1
centroid,55,1.8344904265347002,820.3174993174993,520.5823095823096,19.714369658460004,3.4166967159546537,1221.0,-22.127825937316146,-2.6415404554598316,128.58427954792884,22.2849369909361,-3.0227785091086026,-3.0227785091086026,-173.1924509747702,0.3003292464181666,1
centroid,56,1.86784479792624,819.846620801295,516.2093619317415,19.831083288112968,3.4369243510274954,1235.5,-22.209433876489506,-1.8836650510932484,128.60871024038144,22.289171073390545,-3.056981410333013,-3.056981410333013,-175.15213286203175,0.3057728072161154,1
centroid,57,1.90119916931778,819.4722222222222,511.25258714596947,19.738573927438622,3.420891556964741,1224.0,-22.27432088113321,-1.0246065863451082,128.65892677843075,22.297874099843437,-3.0956256031956757,-3.0956256031956757,-177.3662820157519,0.31192322153200464,1
centroid,58,1.9345535407093202,819.2674230145867,506.7325769854133,19.819041337834626,3.4348373610459495,1234.0,-22.309814624645213,-0.24124378351632356,128.73534946499976,22.311118912979662,-3.1307797272845965,-3.1307797272845965,-179.38046495852626,0.31751817415082234,1
centroid,59,1.96790791210086,819.7533807333054,501.77485013244103,19.50742086829322,3.380830428369334,1195.5,-22.225593309411497,0.6179796839649955,128.29142899143966,22.234183071234046,3.113794947871287,-3.169390359308299,-181.59269121781708,0.3236632470932968,1
centroid,60,2.0012622834924003,819.737889392068,496.940441882805,19.661824858598802,3.407590178528578,1214.5,-22.22827811321951,1.4558308086154543,128.53214515113447,22.275901580451183,3.0761915221946317,-3.2069937849849546,-183.7472088043233,0.3296480181669252,1
centroid,61,2.03461665488394,820.3169742729306,492.5367729306487,19.47884453275087,3.3758778646560086,1192.0,-22.12791693277198,2.2190305206857417,128.31866270893298,22.238902945860254,3.041644856691619,-3.241540450487967,-185.7265869338961,0.3351462907490719,1
centroid,62,2.06797102627548,820.8641416220667,488.23823246878,19.661824858598802,3.407590178528578,1214.5,-22.033087378631578,2.9640104177813837,128.27629866964637,22.231560835693266,3.0078700367655045,-3.2753152704140818,-187.66174156947685,0.3405217202923517,1
centroid,63,2.1013253976670203,821.5563293732077,484.0013655605626,19.710332723912007,3.415997074969341,1220.5,-21.91312434369209,3.698301673450885,128.22699666358602,22.223016306747393,2.9743971397095628,-3.3087881674700235,-189.57959729885818,0.345849097318411,1
centroid,64,2.13467976905856,822.0306208053692,479.7684563758389,19.47884453275087,3.3758778646560086,1192.0,-21.830924912173572,4.431907016200118,128.53412552205685,22.27624479846647,2.9413040636642256,-3.3418812435153606,-191.47569088736148,0.3511160239531424,1
centroid,65,2.1680341404501,822.9341580756013,475.25553264604804,19.6456289539899,3.404783266867296,1212.5,-21.674332899472823,5.2140416699608325,128.62887338117085,22.292665546615506,2.9055154417313154,-3.377669865448271,-193.52622787870655,0.35681196004021204,1
centroid,66,2.2013885118416403,824.5872632003225,470.6157463388418,19.87117041874968,3.4438718502360093,1240.5,-21.387833308128354,6.018162872576107,128.20041239696877,22.2184089884298,2.867302381828402,-3.4158829253511844,-195.7156749334241,0.3628937574144275,1
centroid,67,2.23474288323318,825.39670781893,466.34883401920433,19.665871750657423,3.4082915452497087,1215.0,-21.247548489589562,6.7576612974479175,128.64975484130298,22.29628451174063,2.8336647699354693,-3.449520537244117,-197.6429681277882,0.3682473496209944,1
centroid,68,2.26809725462472,826.9417502787068,461.556856187291,19.511499785403828,3.381537345351104,1196.0,-20.97977723492689,7.588158807886952,128.728260580249,22.30989033861146,2.7945424836571453,-3.488642823522441,-199.88451001643875,0.37447385486724594,1
centroid,69,2.3014516260162603,828.2245745122458,457.7895392278954,19.58071137391019,3.3935324033343157,1204.5,-20.757451011881813,8.241072378349681,128.86472417871124,22.333540840087835,2.763659993890348,-3.5195253132892383,-201.65394634093218,0.37938895576861653,1
centroid,70,2.3348059974078,830.338705117331,453.63189143341816,19.37233480535295,3.3574186675260846,1179.0,-20.39105111066083,8.961634172187733,128.5179059317236,22.27343378183313,2.7275143251934284,-3.555670981986158,-203.7249406049438,0.3851417176130933,1
centroid,71,2.36816036879934,831.8098979873173,449.81885856079407,19.61725394636576,3.3998655952884342,1209.0,-20.136078725821676,9.622470765973079,128.76994540992868,22.317114734985225,2.6958035293245253,-3.587381777855061,-205.54183537323283,0.39018864752500726,1
centroid,72,2.4015147401908803,833.6517844839465,445.7423177621606,19.62131003117006,3.4005685552039973,1209.5,-19.816861441514867,10.328975909198343,128.9433301724342,22.347164042110546,2.6611122682004615,-3.6220730389791247,-207.52949822162796,0.3957099332149937,1
centroid,73,2.43486911158242,836.1702607470048,441.79224806201546,19.401068022465477,3.36239842037885,1182.5,-19.380384408453423,11.013562350768202,128.6204505601086,22.291205787791814,2.6248202742653577,-3.6583650329142285,-209.6088763042238,0.4014859834444266,1
centroid,74,2.46822348297396,838.5231164383562,437.8545947488584,19.281751659604673,3.341719705704794,1168.0,-18.972611070881577,11.695996908743444,128.6021305416679,22.288030746036636,2.589152656848969,-3.6940326503306173,-211.65248024747018,0.40716266106455545,1
centroid,75,2.5015778543655003,841.1481634907484,433.7042253521127,19.601021213799942,3.3970523009752274,1207.0,-18.51766425804822,12.415297283725225,128.63929850382024,22.29447232425723,2.550970574345277,-3.732214732834309,-213.84015242795203,0.4132395282325606,1
centroid,76,2.53493222575704,843.5655229433651,429.86316659776764,19.62131003117006,3.4005685552039973,1209.5,-18.098711775867642,13.080991042091366,128.8503391534473,22.33104777186249,2.515755505226081,-3.7674298019535053,-215.85782726374345,0.4188441805542034,1
centroid,77,2.56828659714858,846.2941338854382,426.1340234644582,19.605080656986015,3.3977558429318178,1207.5,-17.62581630893606,13.727288708090315,128.9061590623277,22.340721918318128,2.479902177863824,-3.803283129315762,-217.91207160310168,0.4245504148301985,1
centroid,78,2.6016409685401203,848.7868536853686,423.24724972497245,19.64157789116634,3.4040811773110393,1212.0,-17.19380312759844,14.227595363909387,128.76965140816318,22.31706378154953,2.4503164444569197,-3.8328688627226666,-219.6072092611165,0.42925913054690634,1
centroid,79,2.63499533993166,851.5593408115219,420.0875225038083,19.572581536991795,3.392123421582347,1203.5,-16.713303480738585,14.775207578090997,128.71663014487368,22.30787466826336,2.4176662464529475,-3.8655190607266388,-221.47792780701056,0.43445557095216764,1
centroid,80,2.6683497113232,854.4372876749558,416.6522625356706,19.758721502273858,3.4243833324547306,1226.5,-16.214526610499327,15.370572363013236,128.913585768914,22.342009040576837,2.3829081466728583,-3.900277160506728,-223.46942022830427,0.4399874943446501,1
centroid,81,2.7017040827147403,857.6424093758516,413.416734805124,19.730509136937545,3.419493848405083,1223.0,-15.659047080623191,15.931321560824635,128.893878404597,22.33859355795636,2.3475757956285017,-3.9356095115510845,-225.49381482342056,0.4456108126644176,1
centroid,82,2.73505845410628,861.1816549247134,410.47644702306945,19.596960929714164,3.3963486132823384,1206.5,-15.04566055834278,16.440902733489537,128.59162846726548,22.28621063188929,2.311911155321142,-3.9712741518584442,-227.53724819088444,0.4512870164629284,1
centroid,83,2.76841282549782,863.6787557728877,407.50176582450416,19.762748552453708,3.4250812603805456,1227.0,-14.61288809768723,16.956444627966928,129.1576857160961,22.384313993885037,2.2820951825301496,-4.001090124649437,-229.2455775938852,0.4560323759157083,1
centroid,84,2.8017671968893603,867.3219712525668,404.7018480492813,19.68609373209335,3.4117962161450612,1217.5,-13.981482550333459,17.441698279657576,128.9819189660753,22.35385186458676,2.2465196992838243,-4.0366656078957615,-231.28390263803797,0.46169438992724376,1
centroid,85,2.8351215682809,870.4664410603497,402.02129159616464,19.39696588307668,3.3616874787448587,1182.0,-13.436514597931287,17.906265424788916,129.17273256400355,22.38692176256958,2.21454098955167,-4.068644317627916,-233.11614773996436,0.46678395965481706,1
centroid,86,2.86847593967244,873.7589398401346,400.13700743233767,19.45022621280882,3.3709180246278394,1188.5,-12.865891749569073,18.232830647314824,128.75878526813136,22.31518057120068,2.185300329192512,-4.097884977987074,-234.7915141687196,0.4714377552902483,1
centroid,87,2.9018303110639803,876.7412935323383,397.9020176893311,19.5928998042059,3.3956447797625477,1206.0,-12.349020135487576,18.620176641501654,128.91925551068468,22.3429916633248,2.156399526962618,-4.126785780216968,-236.44740816103482,0.4760374608244572,1
centroid,88,2.93518468245552,881.2113492384418,395.10028305701576,19.839107194283145,3.4383149739251953,1236.5,-11.574314937412721,19.10574517263145,128.89148948003384,22.33817953352388,2.115471709692254,-4.167713597487332,-238.79239935530927,0.4825513252529974,1
centroid,89,2.9685390538470604,884.900968188105,392.84896265560167,19.584775026828055,3.3942366748793753,1205.0,-10.934867206299055,19.495921432655688,128.9777347680536,22.35312670137397,2.0819541089620817,-4.201231198217505,-240.7128164165528,0.48788581708978496,1
centroid,90,3.0018934252386003,888.5602137279079,390.78846417317436,19.67800743323829,3.4103947799733265,1216.5,-10.300683489785904,19.85302635257474,129.053146308354,22.366196272785746,2.049407615272233,-4.233777691907353,-242.57759314293025,0.49306575244083345,1
centroid,91,3.03524779663014,892.7825464949929,388.4250357653791,19.256973215023073,3.337425354341037,1165.0,-9.568911145607705,20.262632047263676,129.29691033052026,22.408443006941205,2.011993805154132,-4.271191502025454,-244.72124655820133,0.49902034526103084,1
centroid,92,3.0686021680216804,896.7468954932327,386.88307520580435,19.49926047434974,3.3794161507804166,1194.5,-8.8818499593845,20.529869177910147,129.06811485809294,22.368790471617444,1.9791123809606055,-4.30407292621898,-246.60521338886974,0.504253586457332,1
centroid,93,3.1019565394132202,900.8039550433916,385.05249679897565,19.310619660288243,3.346722817893542,1171.5,-8.178721110650962,20.847126657569156,129.21395189609498,22.39406548357261,1.9446635499200169,-4.338521757259569,-248.57898601665474,0.5097362882011792,1
centroid,94,3.13531091080476,904.2962805826614,383.74727761278456,19.368226580345382,3.3567066711937175,1178.5,-7.5734662935918085,21.07333414907505,129.2073344236664,22.392918609657475,1.9158084570713125,-4.367376850108274,-250.23226105434364,0.5143287188614262,1
centroid,95,3.1686652821963004,909.751633986928,382.02259164535377,19.322978458135964,3.348864720716255,1173.0,-6.627999185911242,21.37223941376583,129.11198500383776,22.376393605042026,1.871513192322074,-4.411672114857512,-252.77019277688962,0.5213785292018317,1
centroid,96,3.2020196535878402,913.7220808594853,380.9023183488832,19.37233480535295,3.3574186675260846,1179.0,-5.939881177303367,21.566393939593137,129.07182266729032,22.369433071899756,1.839555766062882,-4.443629541116704,-254.60121842564186,0.5264647115594768,1
centroid,97,3.23537402497938,918.7049728374426,379.61986349073686,19.51557784998706,3.382244114581385,1196.5,-5.076296342891103,21.78865614620183,129.08765741278216,22.372177391087092,1.7996920661859255,-4.483493240993661,-256.88524018436766,0.5328092164448263,1
centroid,98,3.2687283963709204,923.1892085301273,378.73951624445397,19.252840373851964,3.336709091782227,1164.5,-4.299133611837835,21.941229096663054,129.00842414133854,22.358445475584553,1.764283657372676,-4.51890164980691,-258.91399256864065,0.5384446397344734,1
centroid,99,3.3020827677624602,927.5139309946585,377.57326403926663,19.1699964423363,3.322351412908894,1154.5,-3.5496161127765284,22.14335222555186,129.39851617746788,22.42605231272181,1.7297457050909189,-4.553439602088668,-260.89287146740963,0.5439415255643872,1
centroid,100,3.335437139154,932.2129041366652,377.18269095016234,19.384654256394796,3.3595537511552473,1180.5,-2.735237241892174,22.211042433963378,129.12602969437015,22.378827689866952,1.693327035737258,-4.589858271442328,-262.97950751685676,0.5497377368128515,1
centroid,101,3.3687915105455404,936.2634541460735,376.9420647995606,19.657777133417753,3.4068886674190284,1214.0,-2.033236561438435,22.252745343707737,128.9333872700574,22.3454408380474,1.6619134695907154,-4.621271837588871,-264.77937227650875,0.5547373611452181,1
centroid,102,3.4021458819370802,940.8833823323532,376.7443651126977,19.46658469022758,3.373753111777112,1190.5,-1.2325569690663567,22.287008669522972,128.79273968607137,22.321065210186234,1.6260438788915572,-4.657141428288029,-266.8345484364322,0.5604461838116722,1
centroid,103,3.43550025332862,945.701850294365,376.2052144659378,19.454317121722035,3.3716270199085008,1189.0,-0.3974684551065073,22.380448849254968,129.15574712673634,22.383978017030906,1.5885540883984717,-4.694631218781114,-268.98255520651566,0.5664128692841263,1
centroid,104,3.4688546247201604,950.1981263982102,376.0866890380313,19.47884453275087,3.3758778646560086,1192.0,0.3817809991838406,22.400990487019754,129.27267974733812,22.404243605417424,1.5537549356500768,-4.729430371529509,-270.9763997896298,0.5719513264594432,1
centroid,105,3.5022089961117002,955.0918324164198,376.12766257582166,19.39286287596931,3.360976386726592,1181.5,1.2299090180317165,22.393889364618445,129.40766699714968,22.427638240960793,1.5159298136794608,-4.767255493500126,-273.14361963811365,0.5779713815941206,1
centroid,106,3.53556336750324,959.8270042194093,376.9746835443038,19.42156572287085,3.365950876119153,1185.0,2.0505614775848717,22.24709219019721,128.91004052146923,22.341394613866186,1.4788839142234056,-4.80430139295618,-275.2661933252116,0.5838674196138371,1
centroid,107,3.5689177388947804,964.1645569620254,377.1831223628692,19.42156572287085,3.365950876119153,1185.0,2.8023025916922935,22.210967665842244,129.17346950093741,22.387049481083814,1.4452919448811785,-4.8378933622984075,-277.19087139405406,0.589213747582844,1
centroid,108,3.60227211028632,968.1873324869515,377.81238538580897,19.39286287596931,3.360976386726592,1181.5,3.4994896772119017,22.1019101133464,129.11686724570868,22.37723974620991,1.4137656426339122,-4.869419664545674,-278.9971954564762,0.5942313144229056,1
centroid,109,3.63562648167786,972.905737704918,378.8083333333333,19.706294962377495,3.415297290659024,1220.0,4.31723632050117,21.92930240939641,128.96102756015682,22.35023117575775,1.376411546908221,-4.906773760271365,-281.137427489086,0.6001764034023772,1
centroid,110,3.6689808530694004,977.6966904063678,379.80044686496296,19.491096663870767,3.3780012810718527,1193.5,5.147556165615418,21.757359247931003,129.00583463580614,22.357996688471307,1.3384788731359685,-4.944706434043618,-283.3108096018827,0.6062135759379235,1
