video,source_file,frame,time_s,x_px,y_px,area_px2,x_mm,y_mm,radius_px,radius_mm
4,20260609_135848.mp4,0,0.0,320.64189108318374,563.1624177139437,1392.5,7.880672220929287,-20.944283641253186,142.32817308103924,22.377846453557417
4,20260609_135848.mp4,1,0.033318976279650435,316.84442134442133,564.2517902517902,1443.0,7.2836070518452285,-21.115562530421332,142.06501239571608,22.336470461149915
4,20260609_135848.mp4,2,0.06663795255930087,312.28924876293297,564.8422177237967,1482.0,6.567410459200416,-21.208393731894,141.20946917557052,22.2019558784053
4,20260609_135848.mp4,3,0.09995692883895131,307.6062336426362,566.2141327623126,1401.0,5.831113554426546,-21.4240959601644,141.21905535497527,22.20346308563035
4,20260609_135848.mp4,4,0.13327590511860174,301.4422361692236,567.1471408647141,1434.0,4.861966083380146,-21.57079012199824,140.6369204877019,22.11193570638346
4,20260609_135848.mp4,5,0.16659488139825218,296.97157534246577,567.5200913242008,1460.0,4.159057029175136,-21.62942804263274,140.08821840336432,22.02566486677209
4,20260609_135848.mp4,6,0.19991385767790262,291.5799486461251,568.2882819794585,1428.0,3.31134717852656,-21.750208434583843,139.93027262159947,22.000831508935704
4,20260609_135848.mp4,7,0.23323283395755304,286.3331027326185,568.9875475613975,1445.5,2.486400791059948,-21.860151936872594,139.93198467782483,22.00110069057769
4,20260609_135848.mp4,8,0.2665518102372035,281.0129339686862,569.0530973451328,1469.0,1.6499260641729354,-21.870458139529017,139.4963413768719,21.932605756045685
4,20260609_135848.mp4,9,0.2998707865168539,276.8450432014552,569.1848567530695,1466.0,0.994620669567829,-21.89117428964739,139.376464271761,21.913757825988004
4,20260609_135848.mp4,10,0.33318976279650436,271.4310008043203,568.8156957371021,1450.5,0.1433864632020157,-21.833132172242752,138.86666144393413,21.833603003820766
4,20260609_135848.mp4,11,0.3665087390761548,266.4716360335829,568.4910369866121,1469.0,-0.6363600967679043,-21.78208701715506,138.59811746931118,21.79138061242733
4,20260609_135848.mp4,12,0.39982771535580525,261.62850327966606,568.5952295766249,1397.5,-1.3978318333554092,-21.798468916328154,138.92796179940532,21.843241081178096
4,20260609_135848.mp4,13,0.43314669163545566,256.47203890239666,567.7816371425263,1439.5,-2.2085677936355417,-21.67055013417904,138.54356311988857,21.78280319006375
4,20260609_135848.mp4,14,0.4664656679151061,252.2060606060606,567.0512059369203,1347.5,-2.8792952063682398,-21.555706551140627,138.3168435531798,21.747156729198007
4,20260609_135848.mp4,15,0.49978464419475654,247.18476727785614,565.9294781382229,1418.0,-3.6687786140759484,-21.379340538013732,137.96504825697,21.69184497361758
4,20260609_135848.mp4,16,0.533103620474407,243.37045454545455,564.9912878787878,1320.0,-4.268491958270506,-21.23183160063767,137.74123072022098,21.656654790517774
4,20260609_135848.mp4,17,0.5664225967540574,238.67523197715917,563.9342136569117,1401.0,-5.00670820473892,-21.06563088214963,137.71439043975604,21.65243477095304
4,20260609_135848.mp4,18,0.5997415730337078,233.34964359067294,562.2926180983447,1379.5,-5.844035043184188,-20.80752756673972,137.46124860930158,21.6126340140807
4,20260609_135848.mp4,19,0.6330605493133583,229.0437585223751,560.5396058014131,1344.5,-6.5210368820974915,-20.531906520233363,137.0157415134221,21.542588223639168
4,20260609_135848.mp4,20,0.6663795255930087,224.33957283417323,558.8657307415407,1389.0,-7.260662373950502,-20.268727992318606,136.9353308238246,21.52994548379304
4,20260609_135848.mp4,21,0.6996985018726591,220.2897286821705,557.7037306201549,1376.0,-7.897407641120853,-20.086030078529046,137.27155585850437,21.5828091722465
4,20260609_135848.mp4,22,0.7330174781523096,216.20509210371932,555.1321131057139,1420.5,-8.53962322073853,-19.68170210445553,136.45533107731927,21.45447651378858
4,20260609_135848.mp4,23,0.76633645443196,211.97354104846684,553.5341246290801,1348.0,-9.204937738061199,-19.43045500424647,136.74834080422363,21.50054558455738
4,20260609_135848.mp4,24,0.7996554307116105,209.233790292701,551.1323947140916,1349.5,-9.635700814733568,-19.052837965419393,135.79602983289985,21.35081648854638
4,20260609_135848.mp4,25,0.8329744069912609,205.51976137211037,549.0703455132984,1341.0,-10.219646825631397,-18.72862794152795,135.69848315857823,21.33547950745001
4,20260609_135848.mp4,26,0.8662933832709113,201.34609069091826,546.3628899835796,1319.5,-10.875860979369268,-18.302942549715993,135.4119055728481,21.29042174360976
4,20260609_135848.mp4,27,0.8996123595505617,197.19597615499254,543.404868355688,1342.0,-11.528371468608412,-17.8378613759587,135.084481229642,21.238941762388812
4,20260609_135848.mp4,28,0.9329313358302121,193.5266428665873,541.8326061086871,1260.5,-12.105290114701804,-17.590659136328465,135.812706693529,21.353438543044852
4,20260609_135848.mp4,29,0.9662503121098627,188.11072342405208,537.8001860897883,1433.0,-12.956819443479757,-16.956653415143613,135.7289728566459,21.340273314375256
4,20260609_135848.mp4,30,0.9995692883895131,184.42300469483567,535.5627934272301,1420.0,-13.536628779185383,-16.60487464657517,136.25769420899448,21.423402641362664
4,20260609_135848.mp4,31,1.0328882646691635,182.20322313070267,533.2145988861239,1406.5,-13.885638605752344,-16.235674819538563,135.87803420229395,21.363709798051424
