video,source_file,frame,time_s,x_px,y_px,area_px2,x_mm,y_mm,radius_px,radius_mm
3,20260609_152034.mp4,0,0.0,1103.940816103271,346.25019144513726,1523.5,15.802345972324433,15.75700313663739,138.55613185662244,22.31585279744063
3,20260609_152034.mp4,1,0.03370867446393762,1107.5944947969117,349.61161463578384,1489.5,16.39080752075165,15.215612264164163,138.858532198415,22.364557401292604
3,20260609_152034.mp4,2,0.06741734892787524,1111.3393289519197,353.3603136169722,1445.5,16.993950569234435,14.611846746715386,139.15346776954337,22.412059729062843
3,20260609_152034.mp4,3,0.10112602339181287,1114.312407596952,357.6491527351302,1465.5,17.472794663023155,13.921086250227514,138.708781646233,22.340438574979764
3,20260609_152034.mp4,4,0.13483469785575047,1116.7900315741992,361.58852052322953,1478.0,17.87184082014938,13.286611611709361,138.26918561661483,22.26963723146759
3,20260609_152034.mp4,5,0.1685433723196881,1118.9411475611253,366.01609534340827,1356.5,18.21829959516871,12.57350634085057,137.43903008865908,22.135932368950122
3,20260609_152034.mp4,6,0.20225204678362574,1117.059758423395,370.1048951048951,786.5,17.91528303076476,11.91496418632528,133.5878585018308,21.515662612009457
3,20260609_152034.mp4,7,0.23596072124756334,1115.5482093663911,376.09779614325066,484.0,17.671832915636603,10.949747449905686,129.07732154793402,20.789195458576394
3,20260609_152034.mp4,8,0.26966939571150095,1118.692619626926,379.03041362530416,411.0,18.17827168213934,10.477420031668952,130.271691851686,20.981560758668234
3,20260609_152034.mp4,9,0.3033780701754386,1120.7169934640522,370.9843137254902,255.0,18.504317364498927,11.773325009324893,136.17401892795718,21.932189651315976
3,20260609_152034.mp4,10,0.3370867446393762,1121.2723214285713,372.3824404761904,112.0,18.593758495284362,11.548142692651417,135.9000641416942,21.888066489089386
3,20260609_152034.mp4,11,0.3707954191033138,1128.873015873016,377.7261904761905,42.0,19.817926463224374,10.687478232779482,139.79911459303543,22.51604761670894
3,20260609_152034.mp4,14,0.4719214424951267,1131.8997821350763,392.11328976034855,76.5,20.305417485464332,8.37029179357037,136.36508937485834,21.96296346052855
3,20260609_152034.mp4,16,0.5393387914230019,1134.3973333333333,400.0773333333333,62.5,20.707673121122884,7.0876028092168,135.89359431738197,21.887024459082898
3,20260609_152034.mp4,17,0.5730474658869396,1139.5,402.5,35.0,21.529508695499146,6.697408077405538,139.992369201172,22.547173206964775
3,20260609_152034.mp4,18,0.6067561403508772,1124.6309523809523,431.98214285714283,56.0,19.13469964981818,1.949013680584989,119.41948655858128,19.23370440180101
3,20260609_152034.mp4,20,0.6741734892787524,1142.3709273182956,419.4761904761904,66.5,21.991900294981235,3.963222569686544,138.74429756126594,22.34615876881905
3,20260609_152034.mp4,21,0.7078821637426901,1142.5,430.5,65.0,22.01268874314654,2.1877276326964967,137.34715580361544,22.121135095141803
3,20260609_152034.mp4,22,0.7415908382066276,1133.5361552028219,442.6296296296296,189.0,20.568971757745075,0.234129291899923,127.7182552548514,20.570304219827182
3,20260609_152034.mp4,23,0.7752995126705653,1135.6868131868132,447.78693528693526,273.0,20.915356766804468,-0.5965064391764543,129.91344320680517,20.923861226233853
3,20260609_152034.mp4,24,0.809008187134503,1133.4701754385965,456.6261208576998,427.5,20.55834505587101,-2.0201458075918515,128.2587756556576,20.657360444165825
3,20260609_152034.mp4,25,0.8427168615984405,1135.84061302682,459.61149425287357,435.0,20.940127771478675,-2.5009700940336312,130.93845580925836,21.088949772264694
3,20260609_152034.mp4,26,0.8764255360623782,1134.893137254902,463.35130718954247,510.0,20.78752730860533,-3.103304425010975,130.49726851006423,21.017892138849344
3,20260609_152034.mp4,27,0.9101342105263158,1134.1585760517798,467.6012225818051,463.5,20.669218869563824,-3.7877958655879262,130.46952909453418,21.013424428143505
3,20260609_152034.mp4,28,0.9438428849902534,1140.7485214099834,477.147149278448,704.5,21.730595573620665,-5.325262970962092,138.91457001744286,22.37358285331525
3,20260609_152034.mp4,29,0.977551559454191,1139.148540489642,482.48187382297544,708.0,21.472902621178854,-6.18447379083226,138.74185959614846,22.345766110118507
3,20260609_152034.mp4,30,1.0112602339181287,1137.435558354324,487.801637279597,794.0,21.19700969125815,-7.041274977646689,138.6806501049176,22.335907708488705
3,20260609_152034.mp4,31,1.0449689083820664,1134.607336702227,493.84465655998497,890.5,20.741496267052273,-8.014563758924021,138.06078383471726,22.236072037165233
3,20260609_152034.mp4,32,1.0786775828460038,1132.909411172622,498.2304982385506,993.5,20.468028354286837,-8.72094748933178,138.1378577455809,22.248485562473057
3,20260609_152034.mp4,33,1.1123862573099415,1130.536344755971,502.97455867082033,963.0,20.08582223953088,-9.485025937900522,137.915939841834,22.212743461370977
3,20260609_152034.mp4,34,1.146094931773879,1130.7665270018622,509.35567970204835,716.0,20.122895395709982,-10.512769392538043,140.963025991289,22.70350720499744
3,20260609_152034.mp4,35,1.1798036062378168,1127.1756487025948,512.1003992015968,835.0,19.544548479797974,-10.954833958728234,139.11153829098956,22.40530656658102
3,20260609_152034.mp4,36,1.2135122807017544,1123.3285741481059,515.1130782410052,875.5,18.92493859095096,-11.440056092664113,137.30274097579732,22.113981642268
3,20260609_152034.mp4,37,1.247220955165692,1120.8776014109346,518.3292768959435,945.0,18.53018488297467,-11.958057099109649,136.9280658849681,22.053636466188284
3,20260609_152034.mp4,38,1.2809296296296295,1117.806898774984,524.3563829787234,1034.0,18.035617467658113,-12.92878290052749,137.78044010229976,22.190919871169523
