video,source_file,frame,time_s,x_px,y_px,area_px2,x_mm,y_mm,radius_px,radius_mm
1,20260609_152051.mp4,0,0.0,1007.2537963654468,304.0286283295992,1339.0,0.008397808074254927,22.013185380739518,137.67191182019852,22.013186982578976
1,20260609_152051.mp4,1,0.03369062370921107,1011.7084133691894,304.2477910103726,1301.5,0.7206732151829415,21.97814214637397,137.5266148057451,21.989954572242798
1,20260609_152051.mp4,2,0.06738124741842214,1016.0036867531146,304.5035596236969,1311.0,1.407470216049224,21.93724577009109,137.47905714325566,21.98235029259713
1,20260609_152051.mp4,3,0.1010718711276332,1021.4839533187454,303.3637247751033,1371.0,2.2837428778334385,22.11950079451553,139.07216324573736,22.237081574042673
1,20260609_152051.mp4,4,0.13476249483684427,1026.5779312108425,303.6191024165708,1303.5,3.098249528763849,22.07866693306574,139.43434099951423,22.29499234545139
1,20260609_152051.mp4,5,0.16845311854605535,1030.266791044776,306.5993781094527,1340.0,3.688083433176805,21.602132793169975,137.05597128741988,21.914700559757208
1,20260609_152051.mp4,6,0.2021437422552664,1034.5318645755538,309.04456061737613,1339.0,4.370051598550126,21.21115790917368,135.44211798342533,21.65665188393376
1,20260609_152051.mp4,7,0.2358343659644775,1039.5516246393174,308.33684606699285,1328.5,5.172691116156506,21.324318629627868,137.2312547830188,21.942727688258326
1,20260609_152051.mp4,8,0.26952498967368854,1045.0889714993802,309.3762081784387,1345.0,6.058090688272245,21.158128793230837,137.64157677245765,22.00833653001232
1,20260609_152051.mp4,9,0.3032156133828996,1049.9022945032777,311.30963187090265,1322.0,6.827721747298469,20.848982092963155,137.20482257183266,21.938501283616226
1,20260609_152051.mp4,10,0.3369062370921107,1054.5915893630179,312.58800247371676,1347.5,7.577521203114271,20.644575756618153,137.5350377397775,21.99130136563983
1,20260609_152051.mp4,11,0.37059686080132176,1059.1488649050987,314.3083984617293,1343.5,8.306211299101156,20.369491332587927,137.57655037238715,21.99793906923306
1,20260609_152051.mp4,12,0.4042874845105328,1063.6282338308456,316.2342039800995,1340.0,9.022444439345486,20.061562747828162,137.57107463633443,21.997063520982135
1,20260609_152051.mp4,13,0.43797810821974387,1068.4887447539106,318.6149052524482,1310.5,9.799620657541942,19.680898154992992,137.4999086817354,21.98568437003791
1,20260609_152051.mp4,14,0.471668731928955,1072.4619860356866,321.07719162141194,1289.0,10.434926015811856,19.287188432159734,137.14572569948797,21.929051930557858
1,20260609_152051.mp4,15,0.505359355638166,1082.3115313895455,326.40241660099815,1269.0,12.0098288460352,18.435706298657955,137.60525229736874,22.00252839201522
1,20260609_152051.mp4,16,0.5390499793473771,1085.3888232979143,329.865144956054,1270.5,12.501875489996754,17.8820299115001,136.45675484092197,21.81888825131028
1,20260609_152051.mp4,17,0.5727406030565881,1090.4243445692885,332.814606741573,1335.0,13.30703516153732,17.41042279190553,137.04825233193722,21.91346632970909
1,20260609_152051.mp4,18,0.6064312267657992,1094.1887595443734,335.56615346100887,1331.5,13.908950030234651,16.970461498236936,137.22728671025277,21.94209320932501
1,20260609_152051.mp4,19,0.6401218504750102,1101.3536078579525,340.2730134743735,1323.5,15.054580562587676,16.21785344474858,138.39148363915382,22.12824363276006
1,20260609_152051.mp4,20,0.6738124741842214,1104.9312429165093,344.3529782143307,1323.5,15.626630071148982,15.565483433207639,137.94090152174658,22.05619735788559
1,20260609_152051.mp4,21,0.7075030978934325,1108.5807985980723,347.98510451871323,1331.5,16.21017939910851,14.984720992811383,138.0593662719553,22.075139396698813
1,20260609_152051.mp4,22,0.7411937216026435,1111.9903327055868,351.72379158819837,1327.5,16.755350239259393,14.386919913115387,138.117920271288,22.084501946538115
1,20260609_152051.mp4,23,0.7748843453118546,1115.3422493949815,355.7266590243281,1308.5,17.29130828515361,13.746877451490526,138.1520056184557,22.089952056953873
1,20260609_152051.mp4,24,0.8085749690210656,1122.4093889325989,363.3459218463152,1271.0,18.42131557579634,12.528587860300245,139.32822378296763,22.27802462778824
1,20260609_152051.mp4,25,0.8422655927302767,1123.7111723775763,366.6510437179992,1269.5,18.629465531776756,12.000112118228676,138.58925421020436,22.15986635450938
1,20260609_152051.mp4,26,0.8759562164394877,1126.299908244855,370.32455105518414,1271.5,19.043394022646705,11.412733016520988,138.84889128035869,22.20138128153662
1,20260609_152051.mp4,27,0.9096468401486989,1129.3672876205574,374.9647245342846,1261.5,19.533855692359168,10.67078787261651,139.20561110290248,22.25841935161372
1,20260609_152051.mp4,28,0.94333746385791,1131.947235513025,379.69510898458265,1254.0,19.946379021274446,9.914418355936217,139.30623347635617,22.27450846588679
1,20260609_152051.mp4,29,0.977028087567121,1133.5025513722244,384.0503378844297,1208.5,20.195067794262815,9.21803470834457,138.8364391863497,22.199390241606107
1,20260609_152051.mp4,30,1.010718711276332,1135.5178227360307,389.5161368015414,1384.0,20.517301609175206,8.344075365579751,138.52200941708986,22.149114181572553
1,20260609_152051.mp4,31,1.0444093349855432,1136.9071310116085,394.03036101543563,1306.5,20.739446434814592,7.622269004442547,138.18847226714334,22.095782927939652
1,20260609_152051.mp4,32,1.0780999586947542,1138.7768372450942,398.3883544953187,1299.5,21.038404968738103,6.925443311582144,138.52101968749065,22.148955927775962
1,20260609_152051.mp4,33,1.1117905824039653,1139.566210045662,402.4328767123288,1277.5,21.16462251615298,6.278740417425232,138.06673889840056,22.076318250121755
1,20260609_152051.mp4,34,1.1454812061131763,1141.1450488145047,407.28020793711164,1314.5,21.417072508125695,5.503671580166712,138.29567193540103,22.112923725293502
1,20260609_152051.mp4,35,1.1791718298223874,1141.9965156794426,411.70718802426114,1291.5,21.553218647592608,4.795815205266875,138.09184346456394,22.080332369645227
1,20260609_152051.mp4,36,1.2128624535315984,1142.98695976155,417.12046696472925,1342.0,21.71158668713646,3.930253596294591,137.9925050155349,22.06444854974236
1,20260609_152051.mp4,37,1.2465530772408095,1143.4591459528363,422.0471637985978,1307.5,21.787087366846286,3.142494516199381,137.66794090475935,22.01255204911362
1,20260609_152051.mp4,38,1.2802437009500205,1143.692030384962,425.74842281447144,1294.5,21.82432465426342,2.550678032283679,137.4197794392066,21.97287202527391
1,20260609_152051.mp4,39,1.3139343246592317,1144.5265923362808,430.2861719851339,1300.5,21.95776776578875,1.8251101248350403,137.7988755381085,22.033487972268187
1,20260609_152051.mp4,40,1.3476249483684428,1145.0125533211456,434.490310786106,1367.5,22.03547097978956,1.1528851785629042,137.99976608958286,22.065609566384015
1,20260609_152051.mp4,41,1.3813155720776538,1144.552402572834,439.1043006684323,1321.5,21.961894719179572,0.4151266868523652,137.37566159645732,21.965817759019686
1,20260609_152051.mp4,42,1.415006195786865,1144.6717654557042,443.7527087316762,1307.5,21.980980365806133,-0.3281351340567188,137.4858062820527,21.983429452843733
1,20260609_152051.mp4,43,1.4486968194960759,1144.2906207068813,450.0829274384913,1334.5,21.920036847899418,-1.3403117370498647,137.3453786537472,21.960975637838633
1,20260609_152051.mp4,44,1.482387443205287,1144.320302033857,454.7119717452198,1368.5,21.924782773135487,-2.0804773708920057,137.73498079322263,22.023271458617867
1,20260609_152051.mp4,45,1.516078066914498,1143.6416913946587,459.5615727002967,1348.0,21.816275651446432,-2.8559091289286482,137.60451960373388,22.002411237239258
1,20260609_152051.mp4,46,1.5497686906237091,1142.8512518409425,464.4239077074128,1358.0,21.689887534478135,-3.633377010854889,137.54005909060172,21.99210425951366
1,20260609_152051.mp4,47,1.5834593143329203,1141.8752015878922,468.6960674854236,1343.5,21.533821010517528,-4.316478238762783,137.35292239581318,21.96218185196359
1,20260609_152051.mp4,48,1.6171499380421313,1140.7960592369477,473.16352911646584,1328.0,21.361270473243188,-5.0308074503020785,137.24972289035406,21.945680664610656
1,20260609_152051.mp4,49,1.6508405617513424,1139.9896867838045,477.94843391902214,1309.0,21.23233474950728,-5.795894552819226,137.64691274262887,22.0091897302589
1,20260609_152051.mp4,50,1.6845311854605534,1138.1788743253662,482.9989719866358,1297.0,20.942793094198212,-6.603455349898978,137.33423674584844,21.9591940914166
1,20260609_152051.mp4,51,1.7182218091697645,1136.593517806815,487.3917499359467,1301.0,20.689300940166852,-7.30584294002281,137.2225922601324,21.941342585563675
1,20260609_152051.mp4,52,1.7519124328789755,1134.5876814437033,491.69399764613576,1274.5,20.368575744054944,-7.993755107709216,136.84532547835565,21.88101913904676
