video,source_file,frame,time_s,x_px,y_px,area_px2,x_mm,y_mm,radius_px,radius_mm
5,20260609_155505.mp4,0,0.0,1005.1939503932243,583.0996975196612,1377.5,4.067277299701352,-22.062102118465237,140.6011324588152,22.433882733897274
5,20260609_155505.mp4,1,0.033576190476190475,1000.1206694756554,583.7732911985019,1424.0,3.257800255025357,-22.16957864683412,140.43682065702296,22.407665649946818
5,20260609_155505.mp4,2,0.06715238095238095,994.7095085088657,584.2372962037367,1400.5,2.394412112552462,-22.243613853331684,140.2140172624637,22.37211582798702
5,20260609_155505.mp4,3,0.10072857142857143,990.4789174821794,584.5648181708348,1379.5,1.7193920659283086,-22.295872247515,140.151064001684,22.362071200000386
5,20260609_155505.mp4,4,0.1343047619047619,985.8645418326694,584.6107690450319,1380.5,0.983136529426265,-22.303204027175887,139.9178612546573,22.32486208945818
5,20260609_155505.mp4,5,0.16788095238095238,980.7181795448862,584.496624156039,1333.0,0.16199884688236735,-22.284991420993002,139.67166786218166,22.285580231623378
5,20260609_155505.mp4,6,0.20145714285714286,975.8600991325898,584.2472118959108,1345.0,-0.613141469382336,-22.245195970570496,139.47151423062888,22.253644335941072
5,20260609_155505.mp4,7,0.23503333333333334,971.1053902873124,583.7789219425375,1311.0,-1.3717881374667593,-22.170477070973323,139.21600399426296,22.212875911251306
5,20260609_155505.mp4,8,0.2686095238095238,966.7637503197748,582.8809158352519,1303.0,-2.0645268103438843,-22.02719398816409,138.65731136914707,22.123732640376055
5,20260609_155505.mp4,9,0.3021857142857143,960.6100439422473,582.5704959196484,1327.5,-3.0463932067096775,-21.977664344532258,139.05881223562585,22.187794879410873
5,20260609_155505.mp4,10,0.33576190476190476,956.3363853503184,581.635483014862,1256.0,-3.7282849811171763,-21.828476571334182,138.78797980233972,22.144581692272023
5,20260609_155505.mp4,11,0.36933809523809524,952.3648665900675,580.656964126133,1305.5,-4.361968256527775,-21.672347117618152,138.55215103206442,22.10695358156541
5,20260609_155505.mp4,12,0.4029142857142857,948.0908511722731,579.802242609582,1308.0,-5.043916964969047,-21.535970390509924,138.62608585938327,22.118750394414754
5,20260609_155505.mp4,13,0.4364904761904762,939.5223328228687,576.3612812659519,1306.0,-6.411083306321889,-20.98694121894559,137.53294137579812,21.94433163457198
5,20260609_155505.mp4,14,0.4700666666666667,935.3654163717857,575.4032790752535,1413.0,-7.0743480650571815,-20.834085346243146,137.8968632563382,22.00239788659685
5,20260609_155505.mp4,15,0.5036428571428572,930.942034181905,573.3290307159077,1394.5,-7.780129274636424,-20.503124680132057,137.44078116817727,21.92962683629375
5,20260609_155505.mp4,16,0.5372190476190476,927.2541526164605,572.1190208567502,1334.5,-8.36855627468152,-20.310059241664487,137.67246591645568,21.96659373964094
5,20260609_155505.mp4,17,0.5707952380952381,922.8032473734479,569.8519579751671,1396.0,-9.078728977669394,-19.948333685501527,137.3622802129158,21.917101466163103
5,20260609_155505.mp4,18,0.6043714285714286,919.2298567066008,568.0368804322292,1419.0,-9.648888163307054,-19.658725514933426,137.24887919433428,21.89900754964712
5,20260609_155505.mp4,19,0.6379476190476191,916.4925844882081,566.0019450522733,1371.0,-10.085638869964162,-19.33403750647545,136.6693422069063,21.80653841665686
5,20260609_155505.mp4,20,0.6715238095238095,912.5048613611812,563.7702556715881,1388.5,-10.721907664123247,-18.977956036936497,136.61141760833948,21.797296146492098
5,20260609_155505.mp4,21,0.7051000000000001,908.0097968936677,560.763440860215,1395.0,-11.439126276676337,-18.49819794607868,136.31131275329156,21.749412342085396
