window,frame,time_s,marker,x_px,y_px,diameter_px,diameter_mm,circularity,score
markers_at_start,1667,55.71092058413796,1,896.4161987304688,576.3923950195312,45.883565546060076,29.592283324997467,0.8708368848379829,0.4077166750025327
markers_at_start,1667,55.71092058413796,2,1284.12353515625,571.767578125,45.35326321798306,29.216906735782956,0.8014564357712401,0.7830932642170438
markers_at_start,1667,55.71092058413796,3,1669.528564453125,567.4266967773438,45.23379210711176,29.10726839281319,0.836258714113993,0.8927316071868105
markers_at_middle,1897,63.39749031080367,1,521.4248046875,579.9365844726562,45.177461086369895,29.1691579118399,0.8166695485029968,0.8308420881601002
markers_at_middle,1897,63.39749031080367,2,906.3512573242188,575.3812866210938,45.66103102760415,29.448417027913678,0.8494756059965076,0.5515829720863223
markers_at_middle,1897,63.39749031080367,3,1294.175048828125,571.5133666992188,45.30410738678208,29.184663664502803,0.8299876627011898,0.8153363354971965
markers_at_start,2301,76.89911713503386,1,160.26693725585938,584.9303588867188,45.12105973967727,29.162936639405917,0.8146316968425886,0.8370633605940832
markers_at_start,2301,76.89911713503386,2,542.0587768554688,579.8881225585938,45.55634377250127,29.41170930802274,0.8131771797761681,0.5882906919772601
markers_at_start,2301,76.89911713503386,3,928.5214233398438,576.1278686523438,45.74460833554311,29.49952676656344,0.829594886048443,0.5004732334365585
