Frame Number,Video Time (s),LED Score,LED Score Smoothed,LED Detected,Detection Threshold
0,0.0,61.040889739990234,60.63985061645508,False,87.52814259147644
1,0.03331905130188193,60.23881149291992,60.54977798461914,False,87.52814259147644
2,0.06663810260376386,60.54977798461914,60.54977798461914,False,87.52814259147644
3,0.09995715390564579,60.92936325073242,60.92936325073242,False,87.52814259147644
4,0.13327620520752773,62.25214767456055,61.0133171081543,False,87.52814259147644
5,0.16659525650940965,61.0133171081543,61.0133171081543,False,87.52814259147644
6,0.19991430781129158,60.7485466003418,61.0133171081543,False,87.52814259147644
7,0.2332333591131735,61.43778991699219,61.43778991699219,False,87.52814259147644
8,0.26655241041505545,62.17744827270508,61.77476119995117,False,87.52814259147644
9,0.29987146171693735,61.77476119995117,62.07843017578125,False,87.52814259147644
10,0.3331905130188193,62.07843017578125,61.77476119995117,False,87.52814259147644
11,0.3665095643207012,61.51921463012695,61.82659912109375,False,87.52814259147644
12,0.39982861562258315,61.82659912109375,61.82659912109375,False,87.52814259147644
13,0.43314766692446505,62.00143814086914,62.00143814086914,False,87.52814259147644
14,0.466466718226347,63.16941833496094,63.16941833496094,False,87.52814259147644
15,0.4997857695282289,63.656131744384766,63.656131744384766,False,87.52814259147644
16,0.5331048208301109,64.59092712402344,64.04999542236328,False,87.52814259147644
17,0.5664238721319927,64.04999542236328,64.59092712402344,False,87.52814259147644
18,0.5997429234338747,64.72672271728516,64.72672271728516,False,87.52814259147644
19,0.6330619747357566,65.9686279296875,65.64348602294922,False,87.52814259147644
20,0.6663810260376386,65.64348602294922,65.66062927246094,False,87.52814259147644
21,0.6997000773395204,65.66062927246094,65.66062927246094,False,87.52814259147644
22,0.7330191286414024,66.9051742553711,66.4470443725586,False,87.52814259147644
23,0.7663381799432843,66.4470443725586,66.495361328125,False,87.52814259147644
24,0.7996572312451663,66.495361328125,66.495361328125,False,87.52814259147644
25,0.8329762825470483,67.37975311279297,67.37975311279297,False,87.52814259147644
26,0.8662953338489301,68.76690673828125,68.76690673828125,False,87.52814259147644
27,0.899614385150812,69.6507339477539,69.5676498413086,False,87.52814259147644
28,0.932933436452694,69.5676498413086,69.5676498413086,False,87.52814259147644
29,0.966252487754576,69.30098724365234,69.5676498413086,False,87.52814259147644
30,0.9995715390564578,96.17414855957031,96.17414855957031,True,87.52814259147644
31,1.0328905903583399,162.7958221435547,162.7958221435547,True,87.52814259147644
32,1.0662096416602218,165.2428436279297,164.40615844726562,True,87.52814259147644
33,1.0995286929621035,164.40615844726562,164.5972900390625,True,87.52814259147644
34,1.1328477442639855,164.5972900390625,164.40615844726562,True,87.52814259147644
35,1.1661667955658674,69.0581283569336,69.0581283569336,False,87.52814259147644
36,1.1994858468677494,67.9051742553711,68.16341400146484,False,87.52814259147644
37,1.2328048981696313,68.16341400146484,67.9051742553711,False,87.52814259147644
38,1.2661239494715133,67.89411926269531,68.16341400146484,False,87.52814259147644
39,1.2994430007733953,68.65738677978516,67.90640258789062,False,87.52814259147644
40,1.3327620520752772,67.90640258789062,67.90640258789062,False,87.52814259147644
41,1.3660811033771592,65.80450439453125,66.24706268310547,False,87.52814259147644
42,1.3994001546790409,66.24706268310547,66.24706268310547,False,87.52814259147644
43,1.4327192059809228,66.376220703125,66.24706268310547,False,87.52814259147644
44,1.4660382572828048,65.33767700195312,65.6253662109375,False,87.52814259147644
45,1.4993573085846867,65.6253662109375,65.33767700195312,False,87.52814259147644
46,1.5326763598865687,63.85528564453125,63.85528564453125,False,87.52814259147644
47,1.5659954111884506,63.255916595458984,63.85528564453125,False,87.52814259147644
48,1.5993144624903326,64.09310913085938,63.255916595458984,False,87.52814259147644
49,1.6326335137922146,62.66470718383789,63.24541473388672,False,87.52814259147644
50,1.6659525650940965,63.24541473388672,62.66470718383789,False,87.52814259147644
51,1.6992716163959782,62.569705963134766,62.569705963134766,False,87.52814259147644
52,1.7325906676978602,61.69182586669922,62.017982482910156,False,87.52814259147644
53,1.7659097189997421,62.017982482910156,62.017982482910156,False,87.52814259147644
54,1.799228770301624,62.56764602661133,62.07452392578125,False,87.52814259147644
55,1.832547821603506,62.07452392578125,62.201961517333984,False,87.52814259147644
56,1.865866872905388,62.201961517333984,62.201961517333984,False,87.52814259147644
57,1.89918592420727,63.27019500732422,62.882511138916016,False,87.52814259147644
58,1.932504975509152,62.882511138916016,62.882511138916016,False,87.52814259147644
59,1.9658240268110339,62.46059036254883,62.46059036254883,False,87.52814259147644
60,1.9991430781129156,61.540401458740234,61.540401458740234,False,87.52814259147644
61,2.0324621294147978,61.068382263183594,61.068382263183594,False,87.52814259147644
62,2.0657811807166797,60.48638153076172,61.068382263183594,False,87.52814259147644
63,2.0991002320185617,61.093265533447266,60.54142379760742,False,87.52814259147644
64,2.1324192833204436,60.54142379760742,60.54142379760742,False,87.52814259147644
65,2.165738334622325,59.95215606689453,60.54142379760742,False,87.52814259147644
66,2.199057385924207,60.60860824584961,60.60860824584961,False,87.52814259147644
67,2.232376437226089,61.30024337768555,61.30024337768555,False,87.52814259147644
68,2.265695488527971,61.342647552490234,61.30024337768555,False,87.52814259147644
69,2.299014539829853,61.26329803466797,61.26329803466797,False,87.52814259147644
70,2.332333591131735,60.534488677978516,60.912254333496094,False,87.52814259147644
71,2.365652642433617,60.912254333496094,60.534488677978516,False,87.52814259147644
72,2.398971693735499,59.16634750366211,60.587684631347656,False,87.52814259147644
73,2.4322907450373807,60.587684631347656,60.587684631347656,False,87.52814259147644
74,2.4656097963392627,61.021602630615234,61.021602630615234,False,87.52814259147644
75,2.4989288476411446,61.54387283325195,61.257144927978516,False,87.52814259147644
76,2.5322478989430266,61.257144927978516,61.257144927978516,False,87.52814259147644
77,2.5655669502449086,60.51698684692383,60.51698684692383,False,87.52814259147644
78,2.5988860015467905,60.50975036621094,60.51698684692383,False,87.52814259147644
79,2.6322050528486725,61.497047424316406,61.497047424316406,False,87.52814259147644
