Test ID,Frame Number,Video Time (s),Elapsed Experiment Time (s),LED Detected,Marker 1 X (mm),Marker 1 Y (mm),Marker 2 X (mm),Marker 2 Y (mm),Marker 3 X (mm),Marker 3 Y (mm),Object Centroid X (mm),Object Centroid Y (mm),Pitch Angle (deg),Forward Velocity (mm/s),Number of Markers Detected,Interpolated Frame,Finish Line Crossed,Finish Crossing Frame (interpolated)
high_3p0s_rep2,41,1.3660806417395917,0.0,True,-234.86729431152344,-328.17950439453125,19.20751953125,-331.7651672363281,271.7314453125,-334.6357727050781,18.69055684407552,-331.5268147786458,0.7301575616492235,-5.829152059838936,3,False,False,370.28441354017053
high_3p0s_rep2,42,1.3993996817820207,0.03331904004242903,True,-234.82846069335938,-328.2215881347656,19.256261825561523,-331.7528991699219,271.7362060546875,-334.6585388183594,18.721335728963215,-331.5443420410156,0.728022072409655,1.4637357107537816,3,False,False,370.28441354017053
high_3p0s_rep2,43,1.4327187218244497,0.06663808008485805,True,-234.0048370361328,-327.5489807128906,20.030075073242188,-331.1119079589844,272.5428466796875,-333.9752197265625,19.522694905598957,-330.8787027994792,0.7268350728817274,13.28298416359142,3,False,False,370.28441354017053
high_3p0s_rep2,44,1.4660377618668787,0.09995712012728708,True,-233.91470336914062,-327.361328125,20.237260818481445,-330.6700744628906,271.4443359375,-333.9187927246094,19.25563112894694,-330.6500651041667,0.7434198897144755,24.304844035843757,2,True,False,370.28441354017053
high_3p0s_rep2,45,1.4993568019093078,0.1332761601697161,False,-236.36614990234375,-327.5566711425781,17.701581954956055,-330.970947265625,270.3458251953125,-333.8623352050781,17.22708574930827,-330.79665120442706,0.7129677363265678,36.34895850322752,3,False,False,370.28441354017053
high_3p0s_rep2,46,1.532675841951737,0.16659520021214536,False,-237.99307250976562,-327.12091064453125,16.145830154418945,-330.72100830078125,268.56500244140625,-333.6249084472656,15.57258669535319,-330.4889424641927,0.7356138746475498,45.86707317624986,3,False,False,370.28441354017053
high_3p0s_rep2,47,1.565994881994166,0.19991424025457438,False,-239.89598083496094,-327.4967041015625,14.24932861328125,-330.67779541015625,266.8701477050781,-333.5609436035156,13.741165161132812,-330.57848103841144,0.6855997792367949,48.10019034861384,3,False,False,370.28441354017053
high_3p0s_rep2,48,1.599313922036595,0.2332332802970034,False,-241.17393493652344,-327.3811340332031,12.805854797363281,-330.67218017578125,265.5433044433594,-333.4141540527344,12.391741434733072,-330.48915608723956,0.6821363593923013,47.17223545115788,3,False,False,370.28441354017053
high_3p0s_rep2,49,1.632632962079024,0.26655232033943244,False,-242.435791015625,-327.0143127441406,11.522309303283691,-330.45843505859375,264.225830078125,-333.37481689453125,11.104116121927897,-330.2825215657552,0.719239203661349,45.239406496345,3,False,False,370.28441354017053
high_3p0s_rep2,50,1.6659520021214531,0.29987136038186146,False,-244.2059783935547,-327.12786865234375,9.694680213928223,-330.4436950683594,262.5675354003906,-333.2691650390625,9.352079073588053,-330.2802429199219,0.6943005718657629,45.446593345004146,3,False,False,370.28441354017053
high_3p0s_rep2,51,1.6992710421638821,0.3331904004242905,False,-245.84066772460938,-326.972900390625,8.098761558532715,-330.3117980957031,260.93267822265625,-333.140869140625,7.730257352193196,-330.14185587565106,0.6973159336873641,47.67623383736325,3,False,False,370.28441354017053
high_3p0s_rep2,52,1.7325900822063114,0.36650944046671974,False,-247.19532775878906,-326.8621520996094,6.958011627197266,-330.13116455078125,259.7677917480469,-333.095458984375,6.510158538818359,-330.0295918782552,0.7044381881635422,45.35410688288028,3,False,False,370.28441354017053
