total_tracking_frames,detected_tracking_frames,valid_detection_percent,comparison_is_time_synchronised,checkerboard_axes_canonicalised,measured_x_sign,measured_y_sign,maximum_allowed_alignment_rotation_deg,alignment_rotation_deg,alignment_x_translation_mm,alignment_y_translation_mm,alignment_scale_factor,mean_path_deviation_mm,rmse_path_deviation_mm,95th_percentile_path_deviation_mm,maximum_path_deviation_mm,mean_detected_dot_diameter_mm,ruler_scale_correction_applied,ruler_reference_length_mm,ruler_scale_correction_factor,final_pixels_per_mm,final_mm_per_pixel
919,919,100.0,False,True,1.0,-1.0,0.0,0.0,20.238551584212544,-127.96551682792311,1.0,0.42443743981904114,0.6007226978614908,1.3094860998998874,2.3718999028953407,7.559143651742262,True,100.0,0.9891207434102072,5.540799551610507,0.18047936776729934
