Test ID,Friction Level,Cycle Duration Setting (s),Cycle Number,Cycle Start Time (s),Cycle End Time (s),Measured Cycle Duration (s),Centroid Start X (mm),Centroid End X (mm),Net Advance (mm),Total Forward Movement (mm),Total Backward Movement (mm),Maximum Backward Excursion (mm),Vertical Peak-to-Peak (mm),Mean Pitch Angle (deg),Pitch Peak-to-Peak (deg)
high_1p5s_rep1,High,1.5,1,0.9329341199606687,2.432292527040315,1.499358407079646,18.71264902750651,-116.333004421658,135.04565344916452,135.15468544430206,0.0,0.0,4.524068196614564,0.5550731178929164,0.39893761140929135
high_1p5s_rep1,High,1.5,2,2.432292527040315,3.931650934119961,1.499358407079646,-122.04752095540364,-258.7129164801704,136.66539552476678,136.66539552476678,0.0,0.0,2.3584086100260606,0.6493206036773468,0.5559168160553455
high_1p5s_rep1,High,1.5,3,3.931650934119961,5.431009341199607,1.499358407079646,-262.7141916486952,-403.4862331814236,140.7720415327284,140.7720415327284,0.0,0.0,4.009470621744811,0.4521816571230389,0.7778867754546327
